Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Asociación Chilena de Seguridad AChS Parral;Parral;Calle;247;Aníbal Pinto;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Buenos Aires;Parral;Avenida;355;Buenos Aires;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Hualles;Linares;Calle;S/N;Caserío Los Hualles;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cancha de Los Huevos;Cauquenes;Calle;S/N;Sector Cancha de los Huevos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Carmen( Longaví);Longaví;Calle;S/N;Sector El Carmen;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Copihue;Retiro;Calle;S/N;Julio Villanueva Copihue;78526759;NO;No Aplica;No Aplica
Posta de Salud Rural Quella;Cauquenes;Calle;S/N;Aldea Quella;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lomas de la Tercera;Longaví;Calle;S/N;Sector Lomas de la Tercera;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pejerrey;Linares;Calle;S/N;Caserío Pejerrey;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Coronel;Cauquenes;Calle;S/N;Caserío Coronel;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Quinta;Longaví;Calle;S/N;Aldea La Quinta;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Marta Estévez;Retiro;Avenida;S/N;Errázuriz;732421299;NO;No Aplica;No Aplica
SUR Marta Estevez - Retiro;Retiro;Avenida;S/N;Errázuriz;732421299;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Los Cristales;Longaví;Calle;S/N;Los Cristales;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Ramón (Retiro);Retiro;Calle;S/N;Caserío San Ramón;732971049;NO;No Aplica;No Aplica
Centro de Salud Familiar Armando Williams;Cauquenes;Calle;S/N;Padre Hurtado;732512433;NO;No Aplica;No Aplica
Posta de Salud Rural Vega de Salas;Linares;Calle;S/N;Caserío Cajón Vega de Salas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pilén;Cauquenes;Calle;S/N;Caserío Pilén Bajo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Piguchén (Retiro);Retiro;Calle;S/N;Caserío Piguchén;93229737;NO;No Aplica;No Aplica
Posta de Salud Rural Mesamávida (Longaví);Longaví;Calle;S/N;Caserío Camino a Mesamávida;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cayurranquil;Cauquenes;Calle;S/N;Sector Cayurranquil;Pendiente;NO;No Aplica;No Aplica
Asociación Chilena de Seguridad AChS Cauquenes;Cauquenes;Calle;479;Yungay;Pendiente;NO;No Aplica;No Aplica
Centro Médico y Laboratorio Clínico San Rafael;Cauquenes;Calle;322;Catedral;Pendiente;NO;No Aplica;No Aplica
Centro Médico Cauquenes;Cauquenes;Calle;241;Claudina Urrutia - A;Pendiente;NO;No Aplica;No Aplica
Policlínico Centro de Cumplimiento Penitenciario de Cauquenes;Cauquenes;Calle;S/N;Santa Sofía;732612037;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Sofía;Cauquenes;Calle;S/N;Aldea Santa Sofía;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Cauquenes;Cauquenes;Calle;460;Chacabuco;732512387;NO;No Aplica;No Aplica
Centro de Salud Familiar Amanda Benavente;Longaví;Calle;160;1 Norte;732411276;NO;No Aplica;No Aplica
SAPU Amanda Benavente;Longaví;Calle;160;1 Norte;732566220;SI;Urgencia Ambulatoria (SAPU);Largo
SAR Dr. Juan Saavedra Macaya;Cauquenes;Calle;680;Balmaceda;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Hospital San Juan de Dios (Cauquenes);Cauquenes;Calle;S/N;Manuel Montt;732567031;SI;Urgencia Hospitalaria (UEH);No Aplica
Servicio Médico Legal Cauquenes;Cauquenes;Calle;1006;Bulnes, atrás de Hospital;(73)514860;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Longaví;Longaví;Calle;343;1 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Rosita O'Higgins;Cauquenes;Calle;24;Población Rosita O'Higgins;732512724;NO;No Aplica;No Aplica
Intermédica División Diálisis Ltda. Sucursal Longaví;Linares;Calle;69;4 Norte;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Población Fernández;Cauquenes;Calle;S/N;Camino a Parral;732567230;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Ricardo Valdés Hurtado;Cauquenes;Calle;S/N;Camino a Chanco, Km. 4;752513584;NO;No Aplica;No Aplica
Posta de Salud Rural Miraflores;Longaví;Calle;S/N;Aldea Miraflores;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chovellén;Pelluhue;Calle;S/N;Aldea Chovellén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Embalse Ancoa;Linares;Calle;S/N;Caserío Embalse Ancoa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Llancanao;Linares;Calle;S/N;Aldea Llancanao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Talhuenes;Retiro;Calle;S/N;Caserío Talhuenes;732971042;NO;No Aplica;No Aplica
Posta de Salud Rural San Víctor Álamos;Linares;Calle;S/N;Aldea San Víctor Álamos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Vega (Chanco);Chanco;Calle;S/N;Aldea La Vega;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Luis Navarrete Carvacho;Linares;Calle;S/N;Carlos Ibáñez del Campo;732567240;NO;No Aplica;No Aplica
Posta de Salud Rural Chupallar;Linares;Calle;S/N;Caserío Chupallar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Villaseca;Retiro;Calle;S/N;Caserío Villaseca;732971048;NO;No Aplica;No Aplica
SAPU Valentín Letelier;Linares;Calle;S/N;Rengo;732633226;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Valentín Letelier;Linares;Calle;S/N;Rengo;800500709;NO;No Aplica;No Aplica
Centro de Salud Familiar San Juan Dios;Linares;Calle;S/N;Colo Colo;800500708;NO;No Aplica;No Aplica
SAR San Juan de Dios de Linares;Linares;Calle;S/N;Colo Colo;732633217;SI;Urgencia ambulatoria (SAR);No Aplica
Consultorio Prefectura Carabineros Linares;Linares;Calle;376;Valentin Letelier;732673013;NO;No Aplica;No Aplica
Policlínico Centro de Cumplimiento Penitenciario de Linares;Linares;Calle;326;Valentín Letelier;732613119;NO;No Aplica;No Aplica
Laboratorio Clínico Tecnoanálisis - Sala Externa de Toma de Muestras;Linares;Calle;571;Independencia, Piso 2;Pendiente;NO;No Aplica;No Aplica
SUR Curanipe;Pelluhue;Calle;S/N;Comercio;732556069;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Dr. Pedro Rivas Pinochet;Pelluhue;Calle;S/N;Comercio;732556069;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Linares;Linares;Calle;575;Chacabuco;227638962;NO;No Aplica;No Aplica
Laboratorio Clínico Dr. Rodolfo Castro;Linares;Calle;437;Kurt Moller;Pendiente;NO;No Aplica;No Aplica
Laboratorio Dra. Irma Esparza;Linares;Calle;657;Chacabuco;732210633;NO;No Aplica;No Aplica
Hospital Presidente Carlos Ibáñez del Campo (Linares);Linares;Avenida;753;Brasil;732566500;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Mutual CChC Linares;Linares;Calle;663;Freire;732210462;NO;No Aplica;No Aplica
Laboratorio Clínico San Francisco;Linares;Calle;640;San Martín;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Loncomilla;Linares;Calle;725;Manuel Rodríguez;712211210;NO;No Aplica;No Aplica
Centro de Diálisis Nephrocare Linares;Linares;Calle;725;Manuel Rodríguez;732216263;NO;No Aplica;No Aplica
Vacunatorio Centro Médico Clínica Linares;Linares;Calle;669;San Martín;Pendiente;NO;No Aplica;No Aplica
Centro de Diálisis Nefrodial;Linares;Avenida;861;Brasil;732212584;NO;No Aplica;No Aplica
Asociación Chilena de Seguridad AChS Linares;Linares;Calle;921;Brasil;Pendiente;NO;No Aplica;No Aplica
Servicio Médico Legal Linares;Linares;Calle;1288;Prolongación Eleuterio Ramírez, lado nororiente Escuela Alejandro Gidi;(73)213785;NO;No Aplica;No Aplica
COSAM de Linares;Linares;Calle;892;O'Higgins;732633839;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Yerbas Buenas;Linares;Pasaje;1180;Los Avellanos, Población Yerbas Buenas;Pendiente;NO;No Aplica;No Aplica
SAPU Oscar Bonilla;Linares;Calle;S/N;Los Sauces;732633227;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Oscar Bonilla;Linares;Calle;S/N;Los Sauces;800500707;NO;No Aplica;No Aplica
Posta de Salud Rural Vara Gruesa;Linares;Calle;S/N;Pueblo Vara Gruesa;Pendiente;NO;No Aplica;No Aplica
SUR Vara Gruesa;Linares;Calle;S/N;Pueblo Vara Gruesa;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Lomas de Putagán;Colbún;Calle;S/N;Aldea Lomas de Putagán;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huimeo;Longaví;Calle;S/N;Caserío Huimeo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santo Toribio;Cauquenes;Calle;S/N;Sector Santo Toribio;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Mina;San Clemente;Calle;S/N;Camino Internacional, Sector La Mina;Pendiente;NO;No Aplica;No Aplica
SUR El Álamo;San Clemente;Calle;S/N;Camino Internacional, Sector La Mina;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Pelluhue;Pelluhue;Calle;S/N;Abdón Fuentealba, Pueblo de Pelluhue;996586577;NO;No Aplica;No Aplica
Posta de Salud Rural Quinamávida;Colbún;Calle;S/N;Quinamávida;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Palmilla (Linares);Linares;Calle;S/N;Caserío Palmilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Caliboro;San Javier;Calle;S/N;Sector Caliboro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Toscas;Linares;Calle;S/N;Caserío Las Toscas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lagunillas (Chanco);Chanco;Calle;S/N;Caserío Lagunillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tapihue;Cauquenes;Calle;S/N;Sector Tapihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Putagán;Villa Alegre;Calle;S/N;Aldea Putagán;Pendiente;NO;No Aplica;No Aplica
SUR Panimavida;Colbún;Avenida;S/N;Capitan Rebolledo;732361057;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Panimávida;Colbún;Avenida;S/N;Capitan Rebolledo;732361057;NO;No Aplica;No Aplica
Posta de Salud Rural La Suiza;San Clemente;Calle;S/N;Sector La Suiza;Pendiente;NO;No Aplica;No Aplica
SUR Yerbas Buenas;Yerbas Buenas;Avenida;48;Marcial Cáceres;732620666;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Ignacio Carrera Pinto;Yerbas Buenas;Avenida;48;Marcial Cáceres;732620666;NO;No Aplica;No Aplica
Posta de Salud Rural Puipuyén;Yerbas Buenas;Calle;S/N;Sector Puipuyén;56680265;NO;No Aplica;No Aplica
Hospital Dr. Benjamín Pedreros (Chanco);Chanco;Avenida;S/N;Padre Rolando Escobar;732566866;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Melozal;San Javier;Calle;S/N;Aldea Melozal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Floresta;Colbún;Calle;S/N;Caserío La Floresta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Cardonal;Chanco;Calle;S/N;Sector El Cardonal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Sauzal;Cauquenes;Calle;S/N;Aldea Sauzal;Pendiente;NO;No Aplica;No Aplica
SUR Colbun;Colbún;Calle;236;Adolfo Novoa;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Alcalde Francisco Sepúlveda Salgado;Colbún;Calle;236;Adolfo Novoa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Estación;Villa Alegre;Calle;S/N;Aldea Estación;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Esperanza;Villa Alegre;Calle;S/N;Aldea Esperanza;Pendiente;NO;No Aplica;No Aplica
SAR Villa Alegre;Villa Alegre;Avenida;131;Francisco Antonio Encina;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Villa Alegre;Villa Alegre;Avenida;141;Francisco Antonio Encina;732381585;NO;No Aplica;No Aplica
Posta de Salud Rural Semillero;Yerbas Buenas;Calle;S/N;Lote Uno B Subdelegación N°6 de Arquén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huerta;San Javier;Calle;S/N;Caserío Huerta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peñuelas;Villa Alegre;Calle;S/N;Aldea Peñuelas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lagunillas ( Villa Alegre );Villa Alegre;Calle;S/N;Aldea Lagunillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maitencillo (Yerbas Buenas);Yerbas Buenas;Calle;S/N;Sector Maitencillo Adentro;56680258;NO;No Aplica;No Aplica
Posta de Salud Rural El Colo;Chanco;Calle;S/N;Sector El Colo;Pendiente;NO;No Aplica;No Aplica
SUR El Colorado;San Clemente;Calle;S/N;Aldea El Colorado;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural El Colorado;San Clemente;Calle;S/N;Aldea El Colorado;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alquihue;San Javier;Calle;S/N;Sector Alquihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maule Sur;Colbún;Calle;S/N;Aldea Maule Sur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Sauce de San Javier;San Javier;Calle;S/N;Sector Pangal;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Loma de Las Tortillas;Villa Alegre;Calle;S/N;Loma de Las Tortillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Orilla de Maule;Yerbas Buenas;Calle;S/N;Orilla del Maule kilómetro 4;56680264;NO;No Aplica;No Aplica
Posta de Salud Rural Pahuil;Chanco;Calle;S/N;Aldea Pahuil;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Carlos Díaz Gidi;San Javier;Avenida;S/N;Chorrillos Sur;732633544;NO;No Aplica;No Aplica
SUR El Aromo;San Javier;Calle;S/N;Sector El Aromo;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar San Pablo;San Javier;Calle;S/N;Enrique Ibáñez;732324931;NO;No Aplica;No Aplica
Posta de Salud Rural Maitenes;San Clemente;Calle;S/N;Caserío Maitenes;Pendiente;NO;No Aplica;No Aplica
Nefrodiálisis San Javier;San Javier;Calle;861;Brasil;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quilhuine;Chanco;Calle;S/N;Caserío Quilhuine;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Villavicencio;San Javier;Calle;S/N;Sector Villavicencio;Pendiente;NO;No Aplica;No Aplica
Asociación Chilena de Seguridad AChS San Javier;San Javier;Calle;1147;Chorrillos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Buenos Aires;San Clemente;Calle;S/N;Aldea Buenos Aires;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Abel Fuentealba Lagos de San Javier;San Javier;Calle;1131;Riquelme;732566300;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Empedrado;Empedrado;Avenida;S/N;Bueras;712671583;NO;No Aplica;No Aplica
SUR Empedrado;Empedrado;Avenida;S/N;Bueras;712671583;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Loanco;Chanco;Calle;S/N;Sector Loanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rastrojos;San Javier;Calle;S/N;Caserío Rastrojos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Montes;San Clemente;Calle;S/N;Aldea Los Montes;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Aromo;San Javier;Calle;S/N;Sector El Aromo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vilches;San Clemente;Calle;S/N;Caserío Vilches Centro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chequén;San Clemente;Calle;S/N;Aldea Chequén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Duao de Maule;Maule;Calle;S/N;Aldea Duao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Corralones;San Clemente;Calle;S/N;Aldea Corralones;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quiñipeumo;Maule;Calle;S/N;Sector Quiñipeumo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peumal;San Javier;Calle;S/N;Sector Peumal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nirivilo;San Javier;Calle;S/N;Caserío Nirivilo;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San Máximo;San Clemente;Calle;S/N;Villa Las Rosas San Máximo;Pendiente;NO;No Aplica;No Aplica
SAR Luis Tobar Rojas;San Clemente;Avenida;S/N;Huamachuco;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar San Clemente;San Clemente;Calle;S/N;Los Espinos;712621250;NO;No Aplica;No Aplica
Posta de Salud Rural Pellines (Empedrado);Empedrado;Calle;S/N;Sector Pellines;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mariposas;San Clemente;Calle;S/N;Aldea Mariposas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Maule;Maule;Calle;580;Balmaceda;712631192;NO;No Aplica;No Aplica
SAPU Maule;Maule;Calle;580;Balmaceda;712631192;SI;Urgencia Ambulatoria (SAPU);Pendiente
COSAM Raíces de Maule;Maule;Calle;490;Balmaceda;712743208 - 712743210;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Chile Nuevo;San Clemente;Calle;S/N;Los Almendros;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Punta de Diamante;San Clemente;Calle;S/N;Caserío Punta de Diamante;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Aurora;San Clemente;Calle;S/N;Jorge Alessandri;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Elena (San Clemente);San Clemente;Calle;S/N;Caserío Santa Elena;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Lomas (San Clemente );San Clemente;Calle;S/N;Caserío Las Lomas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Colín;Maule;Calle;S/N;Aldea Colín;Pendiente;NO;No Aplica;No Aplica
Policlínico Centro de Cumplimiento Penitenciario Femenino de Talca;Talca;Km;9;Camino a San Clemente;712532952;NO;No Aplica;No Aplica
Posta de Salud Rural Mercedes;Talca;Calle;S/N;Sector Mercedes;Pendiente;NO;No Aplica;No Aplica
SUR Mercedes;Talca;Calle;S/N;Sector Mercedes;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Linares de Perales;Maule;Calle;S/N;Caserío Linares de Perales;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Francia;Maule;Calle;1038;29 Sur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Cañas;Constitución;Calle;S/N;Aldea Las Cañas;Pendiente;NO;No Aplica;No Aplica
SUR Santa Olga;Constitución;Calle;S/N;Pueblo Santa Olga;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Santa Olga;Constitución;Calle;S/N;Pueblo Santa Olga;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peumo Negro;San Clemente;Calle;S/N;Sector Peumo Negro;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Julio Contardo Urzúa;Talca;Calle;S/N;15 Sur con 10 Oriente;712411103;NO;No Aplica;No Aplica
SAPU Julio Contardo Urzúa;Talca;Calle;1630;15 Sur con 10 Oriente;712635835;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Carlos Trupp;Talca;Calle;S/N;12 1/2 Sur con 30 Oriente;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Villa Magisterio;Talca;Calle;S/N;21 Poniente 27 Sur, Villa Magisterio;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Brilla el Sol;Talca;Pasaje;1250;12 ½ Sur;752412281;NO;No Aplica;No Aplica
Posta de Salud Rural Corinto;Pencahue;Calle;S/N;Corinto;711970554;NO;No Aplica;No Aplica
Centro de Salud Familiar Carlos Trupp;Talca;Calle;S/N;8 Sur;800500711;NO;No Aplica;No Aplica
SAPU Carlos Trupp;Talca;Calle;2995;30 Oriente 8 Sur;712635840;SI;Urgencia Ambulatoria (SAPU);Avanzado
Hospital Italiano;Talca;Avenida;3704;San Miguel;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Placeta;San Clemente;Calle;S/N;Caserío La Placenta;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar La Florida;Talca;Avenida;S/N;Los Nogales;800500714;NO;No Aplica;No Aplica
COSAM Sin Fronteras Talca;Talca;Calle;963;1 Norte;712411681;NO;No Aplica;No Aplica
SAR La Florida;Talca;Avenida;S/N;Los Nogales, 14 Sur;712232023;SI;Urgencia ambulatoria (SAR);No Aplica
Centro Odontológico Uno Salud Dental Talca 2;Talca;Avenida;3050;San Miguel, Local 7 y 8;227638962;NO;No Aplica;No Aplica
Posta de Salud Rural Tanhuao;Pencahue;Calle;S/N;Tanhuao;Pendiente;NO;No Aplica;No Aplica
Vacunatorio y enfermería las Rastras;Talca;Calle;1546;30 oriente 1546 C, Edificio Las Rastras II, OF 501;+56984380897 ;NO;No Aplica;No Aplica
Clínica Dental Móvil (Talca);Talca;Calle;936;1 Oriente;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Pat. TJZ-938 (Talca);Talca;Calle;927;1 Poniente;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Pat. TJZ-763 (Talca);Talca;Calle;927;1 Poniente;Pendiente;NO;No Aplica;No Aplica
Clínica Universidad Católica Del Maule;Talca;Calle;1525;2 Sur;712635600;NO;No Aplica;No Aplica
Centro de especialidades medicas Aitue;Talca;Calle;1546;30 oriente;712981601;NO;No Aplica;No Aplica
Servicio Médico Legal Talca;Talca;Calle;1147;13 Oriente;(71)243111 - 247894;NO;No Aplica;No Aplica
Nephrocare Chile S.A. Sucursal Talca;Talca;Calle;1970;1 Norte;Pendiente;NO;No Aplica;No Aplica
Integramédica Talca;Talca;Calle;1546;1 Norte;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. César Garavagno Burotto (Talca);Talca;Calle;1990;1 Norte;712747000;SI;Urgencia Hospitalaria (UEH);No Aplica
CREA Chile;Talca;Calle;626;1 Sur;712212691;NO;No Aplica;No Aplica
