Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Centro Comunitario de Salud Familiar Carlina Paillacar;Quinchao;Calle;S/N;Sector Apiao, Isla de Apiao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Curaco de Vilupulli;Chonchi;Calle;S/N;Sector Vilupulli;967621303;NO;No Aplica;No Aplica
Posta de Salud Rural Chelín;Castro;Calle;S/N;Sector Chelín;975591357;NO;No Aplica;No Aplica
Posta de Salud Rural Aldachildo;Puqueldón;Calle;S/N;Caserío de Aldachildo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Casa de Pesca;Chaitén;Calle;S/N;Sector Casa de Pesca;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Curahue;Castro;Calle;S/N;Sector Curahue;962390407;NO;No Aplica;No Aplica
Posta de Salud Rural Rauco;Chonchi;Calle;S/N;Sector Rauco;967621305;NO;No Aplica;No Aplica
Posta de Salud Rural Quinchao;Quinchao;Calle;S/N;Sector Quinchao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nalhuitad;Chonchi;Calle;S/N;Sector Nalhuitad;967621304;NO;No Aplica;No Aplica
Posta de Salud Rural Chumeldén;Chaitén;Calle;S/N;Sector Chumeldén;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Rilán;Castro;Avenida;8;18 de Septiembre, Sector Rilán Rural;975887827;NO;No Aplica;No Aplica
Posta de Salud Rural Yutuy;Castro;Calle;S/N;Sector Yutuy;962390631;NO;No Aplica;No Aplica
Posta de Salud Rural Isla Cahuach;Quinchao;Calle;S/N;Sector Isla Cahuach;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Puyán;Castro;Calle;S/N;Sector Puyán;962390772;NO;No Aplica;No Aplica
Laboratorio Clínico y Hematológico Biolab;Castro;Calle;406;Freire;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico y Hematológico Biolab Ltda. ECOSUR;Castro;Calle;415;Serrano;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico el Bosque;Castro;Calle;458;Serrano;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Austral;Castro;Calle;458;Serrano, Oficina 28;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Austral;Castro;Calle;459;Serrano;Pendiente;NO;No Aplica;No Aplica
Centro Médico Austral;Castro;Calle;459;Serrano;652633954;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Gamboa;Castro;Calle;301;Profesor César Vera;962391837 - 652537600;NO;No Aplica;No Aplica
Policlínico de la AChS Castro;Castro;Calle;498;Ramón Freire;652639430;NO;No Aplica;No Aplica
Clínica Dental Móvil Triple. Pat. BKYS90 (Castro);Castro;Calle;504;Bernardo O'Higgins;327601;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Chiloé;Castro;Calle;504;BernardoO'Higgins;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Chiloé);Castro;Calle;504;Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Chiloé);Castro;Calle;504;BernardoO'Higgins;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Castro;Castro;Calle;488;O'Higgins;652637740;NO;No Aplica;No Aplica
Buque Cirujano Videla;Castro;Calle;S/N;Castro;Pendiente;NO;No Aplica;No Aplica
Policlínico de la Mutual de Seguridad CChC Castro;Castro;Calle;735;O'Higgins;652632784;NO;No Aplica;No Aplica
Laboratorio Clínico Chiloé;Castro;Calle;759;Freire;Pendiente;NO;No Aplica;No Aplica
Hospital de Castro;Castro;Calle;852;Freire;652650548;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dr. René Tapia Salgado;Castro;Calle;939;Galvarino Riveros;652632216;NO;No Aplica;No Aplica
Hospital Comunitario de Achao;Quinchao;Calle;16;Riquelme;652328800;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Comunitario de Salud Familiar Kintunien;Castro;Calle;S/N;Inés de Bazan;652537081;NO;No Aplica;No Aplica
Centro de Salud Familiar Quillahue;Castro;Calle;2719;Galvarino Riveros Norte;652773080;NO;No Aplica;No Aplica
SAR Castro;Castro;Calle;2719;Galvarino Riveros Norte;56959869775;SI;Urgencia ambulatoria (SAR);No Aplica
Posta de Salud Rural Isla Quenac;Quinchao;Calle;S/N;Sector Isla Quenac;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Curaco de Vélez;Curaco de Vélez;Calle;6;Gabriela Mistral;652667388-652667750;NO;No Aplica;No Aplica
SUR Curaco de Vélez;Curaco de Vélez;Calle;6;Gabriela Mistral;652667388-652667750;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Llau Llao;Castro;Calle;218;Arturo Prat;652328680;NO;No Aplica;No Aplica
Posta de Salud Rural Isla Llingua;Quinchao;Calle;S/N;Sector Isla Llingua;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Isla Meulín;Quinchao;Calle;S/N;Isla Meulín, Sector San Francisco;992423196;NO;No Aplica;No Aplica
Posta de Salud Rural Palqui;Curaco de Vélez;Calle;S/N;Sector Palqui;967616429;NO;No Aplica;No Aplica
Posta de Salud Rural Pid - Pid;Castro;Calle;S/N;Caserío de Pid Pid;962390272;NO;No Aplica;No Aplica
Posta de Salud Rural Huyar Alto;Curaco de Vélez;Calle;S/N;Sector Huyar Alto;967616430;NO;No Aplica;No Aplica
Posta de Salud Rural Buill;Chaitén;Calle;S/N;Caserío Buill;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Isla Lin-Lin;Quinchao;Calle;S/N;Sector Isla Lin-Lin;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tac;Quemchi;Calle;S/N;Isla Tac;993232823;NO;No Aplica;No Aplica
Centro de Salud Familiar Dalcahue;Dalcahue;Calle;315;Ramón Freire;652641295;NO;No Aplica;No Aplica
SUR Dalcahue;Dalcahue;Calle;315;Ramón Freire;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Mocopulli;Dalcahue;Calle;S/N;Aldea de Mocopulli;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quetalco;Dalcahue;Calle;S/N;Sector Quetalco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Calén;Dalcahue;Calle;S/N;Caserío Calén;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar de Ayacara;Chaitén;Calle;S/N;Sector Ayacara;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tenaún;Dalcahue;Calle;S/N;Caserío de Tenaún;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mechuque;Quemchi;Calle;S/N;Sector Mechuque;985277359;NO;No Aplica;No Aplica
Posta de Salud Rural Voigue;Quemchi;Calle;S/N;Sector Voigue;985281459;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Metahue;Quemchi;Calle;S/N;Isla Butachauques, sector Metahue;994350094-971049235;NO;No Aplica;No Aplica
Posta de Salud Rural Puchaurán;Dalcahue;Calle;S/N;Sector Puchaurán;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quicaví;Quemchi;Calle;S/N;Sector Quicaví;993223691;NO;No Aplica;No Aplica
Posta de Salud Rural Montemar;Quemchi;Calle;S/N;Sector Montemar Bajo;994336465;NO;No Aplica;No Aplica
Posta de Salud Rural Butalcura;Dalcahue;Calle;S/N;Localidad Butalcura Km. 60 Ruta 5 Sur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Hueque;Chaitén;Calle;S/N;Sector Hueque;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quinterquén;Quemchi;Calle;S/N;Sector Quinterquén;994337230;NO;No Aplica;No Aplica
Centro de Salud Familiar Quemchi;Quemchi;Avenida;S/N;Johnstone;652891231;NO;No Aplica;No Aplica
SUR Quemchi;Quemchi;Avenida;S/N;Johnstone;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Puntra Degañ;Ancud;Calle;S/N;Panamericana Sur, cruce ruta W5, camino a Quemchi;968786403;NO;No Aplica;No Aplica
Posta de Salud Rural Morrolobos;Quemchi;Calle;S/N;Sector Morrolobos;994419876;NO;No Aplica;No Aplica
Posta de Salud Rural Paso El Bolsón o Segundo Corral;Cochamó;Calle;S/N;Sector Paso El Bolsón o Segundo Corral;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lliuco (Quemchi);Quemchi;Calle;S/N;Sector Lliuco;993453136;NO;No Aplica;No Aplica
Posta de Salud Rural Coipomo;Ancud;Calle;S/N;Sector Coipomo;983440711;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Hualaihué;Hualaihué;Calle;S/N;Hualaihué Puerto;650825 - 650830;NO;No Aplica;No Aplica
Posta de Salud Rural Chauchil;Hualaihué;Calle;S/N;Sector Chauchil;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Linao;Ancud;Calle;S/N;Sector Linao;993270489;NO;No Aplica;No Aplica
Centro de Salud Familiar Río Negro Hornopirén;Hualaihué;Calle;25;Diego Portales;652328630;SI;Urgencia ambulatoria;No Aplica
Posta de Salud Rural Rolecha;Hualaihué;Calle;S/N;Aldea de Rolecha;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tabón;Calbuco;Calle;S/N;Sector Tabón;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Manao;Ancud;Calle;S/N;Sector Manano;993813299;NO;No Aplica;No Aplica
Centro de Salud Familiar Pudeto Bajo;Ancud;Calle;S/N;Población Padre Hurtado;652623622;NO;No Aplica;No Aplica
Posta de Salud Rural Queullín;Calbuco;Calle;S/N;Sector Queullín;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Bellavista;Ancud;Calle;S/N;Manuel Velasquez;652628283;NO;No Aplica;No Aplica
Posta de Salud Rural Aulén;Hualaihué;Calle;S/N;Caserío de Aulén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Llanada Grande;Cochamó;Calle;S/N;Sector de Llanada Grande;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Quetalmahue;Ancud;Calle;S/N;Sector Quetalmahue;985021092;NO;No Aplica;No Aplica
Policlínico de la AChS Ancud;Ancud;Calle;1322;Almirante Latorre;652622737;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Ancud;Ancud;Calle;356;Eleuterio Ramirez;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Ancud;Ancud;Calle;251;Pudeto;652622259;NO;No Aplica;No Aplica
Vacunatorio Rosalía Muñoz;Ancud;Calle;308;Aníbal Pinto;652623096;NO;No Aplica;No Aplica
Laboratorio Clínico y Hematológico Ancud;Ancud;Calle;308;Aníbal Pinto;Pendiente;NO;No Aplica;No Aplica
Servicio Médico Legal Ancud;Ancud;Calle;74;Cerro, Villa Las Araucarias;(65)2627077;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Manuel Ferreira Guzman;Ancud;Calle;750;Almirante Latorre;652623623;NO;No Aplica;No Aplica
SAR ANCUD;Ancud;Calle;750;Almirante Latorre;652623623;SI;Urgencia ambulatoria (SAR);No Aplica
Hospital de Ancud;Ancud;Calle;301;Almirante Latorre;652656356;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Clínico y Hematológico San José;Ancud;Calle;279;Baquedano;Pendiente;NO;No Aplica;No Aplica
Policlínico de la Mutual de Seguridad CChC Ancud;Ancud;Calle;503;O'Higgins;652623028;NO;No Aplica;No Aplica
Posta de Salud Rural Pergue;Calbuco;Calle;S/N;Sector Pergue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chacao;Ancud;Calle;S/N;Aldea de Chacao;652696244;NO;No Aplica;No Aplica
SUR Chacao;Ancud;Calle;S/N;Aldea de Chacao;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Caulín;Ancud;Calle;S/N;Sector Caulín;997468119;NO;No Aplica;No Aplica
Posta de Salud Rural Guabún;Ancud;Calle;S/N;Sector Guabún;981697250;NO;No Aplica;No Aplica
Posta de Salud Rural Nal;Ancud;Calle;S/N;Sector Nal;994447180;NO;No Aplica;No Aplica
Posta de Salud Rural Chope;Calbuco;Calle;S/N;Sector Chope;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chauquear;Calbuco;Calle;S/N;Sector Chauquear;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Contao;Hualaihué;Calle;S/N;Aldea de Contao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chayahue;Calbuco;Calle;S/N;Sector Chayahue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pargua;Calbuco;Calle;S/N;Aldea de Pargua;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Machil;Calbuco;Calle;S/N;Sector Machil;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Aguantao;Calbuco;Calle;S/N;Sector Aguantao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Antonio (Calbuco);Calbuco;Calle;S/N;Sector San Antonio;Pendiente;NO;No Aplica;No Aplica
Hospital de Calbuco;Calbuco;Calle;450;Eulogio Goycolea;652328840;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Calbuco;Calbuco;Calle;132;Eulogio Goycolea, esquina Manuel Rodríguez;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Texas;Calbuco;Calle;417;Pedro Félix, Sector San Rafael;652779390;NO;No Aplica;No Aplica
Posta de Salud Rural Astillero;Maullín;Calle;S/N;Sector Astillero;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Avellanal;Calbuco;Calle;S/N;Sector Avellanal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Ramón (Calbuco);Calbuco;Calle;S/N;Sector San Ramón;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Carelmapu;Maullín;Calle;S/N;Circunvalación, localidad de Carelmapu;652477401;NO;No Aplica;No Aplica
Posta de Salud Rural Peñasmo;Calbuco;Calle;S/N;Sector Peñasmo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Valle El Frío;Cochamó;Calle;S/N;Sector Valle El Frío;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Llaguepe;Cochamó;Calle;S/N;Sector Cochamó;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Agustín (Calbuco);Calbuco;Calle;S/N;Sector San Agustín;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huayún;Calbuco;Calle;S/N;Sector Huayún;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quetrulauquén;Calbuco;Calle;S/N;Sector Quetrulauquén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huelmo;Puerto Montt;Calle;S/N;Aldea de Huelmo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huar;Calbuco;Calle;S/N;Sector Huar-Alfaro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Putenio;Calbuco;Calle;S/N;Sector Putenio;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cochamó;Cochamó;Calle;S/N;Bueras;659382;NO;No Aplica;No Aplica
Posta de Salud Rural Sotomó;Cochamó;Calle;S/N;Sector de Sotomó;Pendiente;NO;No Aplica;No Aplica
Hospital de Maullín;Maullín;Calle;136;Gabriela Mistral;652326670;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Chaicas;Puerto Montt;Calle;S/N;Aldea Chaicas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peñol;Maullín;Calle;S/N;Sector Peñol;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lenca;Puerto Montt;Calle;S/N;Aldea de Lenca;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Pasada;Maullín;Calle;S/N;Aldea La Pasada;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Maillén;Puerto Montt;Calle;S/N;Sector Maillén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Panitao;Puerto Montt;Calle;S/N;Caserío Panitao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quenuir;Maullín;Calle;S/N;Aldea de Quenuir;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Salto Grande;Puerto Montt;Calle;S/N;Caserío Salto Grande;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Misquihue;Maullín;Calle;S/N;Sector de Misquihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Trapén;Puerto Montt;Calle;S/N;Caserío Trapén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Piedra Azul;Puerto Montt;Calle;S/N;Aldea de Piedra Azul;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cumbre Alta;Los Muermos;Calle;S/N;Sector Cumbre Alta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Paso El León;Cochamó;Calle;S/N;Sector Paso El León;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quillagua (Los Muermos);Los Muermos;Calle;S/N;Sector Quillagua;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Médico Dental Universitario de la Universidad de Los Lagos;Puerto Montt;Calle;S/N;Camino Chinquihue, Km 6;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cochamó;Cochamó;Calle;S/N;Aldea de Cochamó;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Salto Chico;Puerto Montt;Calle;S/N;Caserío Salto Chico;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Anahuac;Puerto Montt;Calle;S/N;Mazatlán;652328662;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Chamiza;Puerto Montt;Calle;S/N;Chamiza, Kilómetro Nº 9.5;652482953;NO;No Aplica;No Aplica
Clínica Universitaria de Puerto Montt S.A.;Puerto Montt;Avenida;123;Bellavista;652209800;SI;Urgencia Hospitalaria (UEH);No Aplica
Policlínico Institucional de Gendarmería de Chile (Puerto Montt);Puerto Montt;Calle;S/N;Panamericana Norte;Pendiente;NO;No Aplica;No Aplica
Clínica Complejo Penitenciario de Puerto Montt;Puerto Montt;Calle;1027;Kilometro;652223632;NO;No Aplica;No Aplica
COSAM de Reloncaví;Puerto Montt;Calle;1582;Chorrillos;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Puerto Montt;Puerto Montt;Calle;2200;Diego Portales;642484301;NO;No Aplica;No Aplica
Centro de Salud Medicina Integral y Ejercicio;Puerto Montt;Avenida;133;Bellavista;652289420;NO;No Aplica;No Aplica
Centro de Salud Familiar San Pablo Mirasol (ONG);Puerto Montt;Calle;S/N;Ebensperger Alto;652254452;NO;No Aplica;No Aplica
Centro de Salud Familiar Padre Hurtado;Puerto Montt;Avenida;S/N;La Cruz;652437629;NO;No Aplica;No Aplica
SAPU Padre Hurtado;Puerto Montt;Avenida;S/N;Vicuña Mackenna;652482807;SI;Urgencia Ambulatoria (SAPU);Largo
Policlínico Naval de Puerto Montt;Puerto Montt;Avenida;2300;Diego Portales;652438031;NO;No Aplica;No Aplica
SAPU Angelmó;Puerto Montt;Calle;S/N;Ecuador;652261101;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Angelmó;Puerto Montt;Calle;S/N;Ecuador;652292498;NO;No Aplica;No Aplica
Policlínico Mutual de Seguridad CChC Puerto Montt;Puerto Montt;Calle;895;Urmeneta;652328000;NO;No Aplica;No Aplica
