Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Posta de Salud Rural Hacienda Ventanas;Vallenar;Calle;S/N;Sector Hacienda Ventanas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Freirina;Freirina;Calle;S/N;Santiago Zavala;512518725;NO;No Aplica;No Aplica
SUR Freirina;Freirina;Calle;S/N;Santiago Zavala;512518725;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Jeremías Cortés;Huasco;Calle;S/N;Pedro Aguirre Cerda;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Verdaguer;Huasco;Calle;S/N;Maipú;512539049;NO;No Aplica;No Aplica
Hospital Dr. Manuel Magalhaes Medling (Huasco);Huasco;Calle;105;Canteras;512331200;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Padre Mariano Avellana Lasierra;Huasco;Calle;S/N;Canteras Canto del Agua;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Segundo Ponce;Huasco;Calle;S/N;Caserío Carrizal Bajo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Loros;Tierra Amarilla;Calle;S/N;Ferrocarril;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Salvador Allende Gossens;Tierra Amarilla;Calle;S/N;Lorenzo Jofré;522320041;NO;No Aplica;No Aplica
SUR Tierra Amarilla;Tierra Amarilla;Calle;S/N;Lorenzo Jofré;522320041;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Paipote;Copiapó;Avenida;S/N;Las Delicias;800500307;NO;No Aplica;No Aplica
SAR Paipote;Copiapó;Calle;6930;Arturo Prat;522436821;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Universidad de Atacama;Copiapó;Avenida;5184;Copayapu;522206556;NO;No Aplica;No Aplica
Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama;Copiapó;Avenida;3302;Copayapu;522221007-522221308;NO;No Aplica;No Aplica
Laboratorio Clínico y de Biología Molecular IISO SpA;Copiapó;Avenida;386;Camilo Henríquez;56952173998 - 52 2543101;NO;No Aplica;No Aplica
Policlínico Gendarmería Regional de Atacama;Copiapó;Calle;11;Villa El Sol Block C Depto. 11;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Rosario-Palomar;Copiapó;Calle;671;Chacabuco;800500303;NO;No Aplica;No Aplica
SAPU El Palomar;Copiapó;Calle;S/N;Vicuña;522237197;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Santa Elvira;Copiapó;Calle;S/N;Los Aromos;800500309;NO;No Aplica;No Aplica
Centro de Salud Familiar Candelaria Rosario;Copiapó;Calle;S/N;Vallenar;800500302;NO;No Aplica;No Aplica
Centro de Salud Familiar Manuel Rodríguez;Copiapó;Calle;S/N;Luis Flores;522465191;NO;No Aplica;No Aplica
SETM Crosan;Copiapó;Ruta 5;200;Ruta 5 Norte, N° 200, local B3;+569 66486669;NO;No Aplica;No Aplica
Centro Cardiovascular Integral CARDIONORT - Vacunatorio;Copiapó;Calle;440;Maratón, Villa El Cobre II;522232448;NO;No Aplica;No Aplica
Servicio Médico Legal Copiapó;Copiapó;Calle;S/N;Sofía Bermedo;(52)214821;NO;No Aplica;No Aplica
Hospital San José del Carmen (Copiapó);Copiapó;Calle;1320;Los Carrera;522465600;SI;Urgencia Hospitalaria (UEH);No Aplica
Policlínico Centro de Cumplimiento Penitenciario de Copiapó;Copiapó;Avenida;S/N;Copayapu;522350969;NO;No Aplica;No Aplica
Grupo Medico Spa;Copiapó;Pasaje;364;El Roble 364 - Pob. Ohiggins;979703732;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Copiapó;Copiapó;Calle;877;Copayapu;522212750;NO;No Aplica;No Aplica
Centro de Salud CEDIMED;Copiapó;Calle;173;Salas;522240029;NO;No Aplica;No Aplica
Salas de Procedimientos Equimaq Chile;Copiapó;Calle;930;Atacama;999101945;NO;No Aplica;No Aplica
Integramédica Copiapó;Copiapó;Calle;110;Maipú, Piso 4;522201500;NO;No Aplica;No Aplica
Clínica Indire;Copiapó;Calle;901;O'Higgins;522213573;NO;No Aplica;No Aplica
Centro Médico del Norte;Copiapó;Calle;797;Atacama;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Bernardo Mellibovsky;Copiapó;Avenida;S/N;Los Loros;800500304;NO;No Aplica;No Aplica
SAPU Dr. Bernardo Mellibovsky;Copiapó;Avenida;S/N;Los Loros;522466559;SI;Urgencia Ambulatoria (SAPU);Corto
Vacunatorio Altamira;Copiapó;Pasaje;799;Cacique Hualimia;244593;NO;No Aplica;No Aplica
Vacunatorio y Sala de Procedimientos Invasivos Trasmed SpA;Copiapó;Calle;1081;Rodríguez;522337027;NO;No Aplica;No Aplica
Centro de Diálisis Nefrodial Atacama;Copiapó;Calle;1020;Rodríguez;522215541;NO;No Aplica;No Aplica
Laboratorio Atacama;Copiapó;Calle;777;O'Higgins;522212357;NO;No Aplica;No Aplica
Laboratorio Clínico SIAC Copiapó;Copiapó;Calle;535;Vallejos;522535383;NO;No Aplica;No Aplica
Vacunatorio Dr. Omar Luz;Copiapó;Calle;570;Colipí;522213591;NO;No Aplica;No Aplica
Laboratorio Clínico Examed;Copiapó;Calle;570;Colipí;522240987;NO;No Aplica;No Aplica
Clínica Dial Vida;Copiapó;Calle;425;Maratón;522210262;NO;No Aplica;No Aplica
Centro Médico y Diagnóstico Atacama SpA;Copiapó;Calle;747;Salas;522545900;NO;No Aplica;No Aplica
Clínica Dental Móvil Simple. Pat. PW4068 (Copiapó);Copiapó;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Atacama;Copiapó;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Atacama);Copiapó;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Atacama);Copiapó;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Centro de Salud del Trabajador AChS Copiapó;Copiapó;Calle;861;Infante;522200550;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Copiapó;Copiapó;Calle;861;Infante;522200572;NO;No Aplica;No Aplica
Clínica RCR de Atacama;Copiapó;Avenida;861;Infante;522207524;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Clínico Blanco;Copiapó;Calle;774;José Joaquín Vallejos;522219613;NO;No Aplica;No Aplica
Geovida ltda;Copiapó;Calle;790;Colipí;979703732;NO;No Aplica;No Aplica
Vacunatorio Atacama SH Familia;Copiapó;Calle;790;Colipí;522366938;NO;No Aplica;No Aplica
Laboratorio Clínico Guillermo Guaita;Copiapó;Calle;483;Rodríguez;522211329;NO;No Aplica;No Aplica
Centro Médico de Salud Laboral KUNZA Ltda.;Copiapó;Calle;892;Vallejo;Pendiente;NO;No Aplica;No Aplica
Salas de Procedimientos del Instituto Integral de Salud Ocupacional IISO;Copiapó;Avenida;386;Camilo Henríquez;56952173998;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Martínez;Copiapó;Avenida;S/N;Batallón;800500305;NO;No Aplica;No Aplica
Centro de Salud Familiar Pedro León Gallo;Copiapó;Calle;1007;Flora Normilla;800500308;NO;No Aplica;No Aplica
Instituto Teletón Atacama;Copiapó;Calle;760;La Cruz, Población La Pradera;522207000;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Orfelia Lavín;Caldera;Avenida;S/N;La Piña;522535952;NO;No Aplica;No Aplica
Centro de Salud Familiar Rosario Corvalán;Caldera;Calle;S/N;Canal de Beagle;Pendiente;NO;No Aplica;No Aplica
SAR Rosario Corvalán-Caldera;Caldera;Calle;S/N;Copiapó;522535692 ;SI;Urgencia ambulatoria (SAR);No Aplica
Laboratorio Clínico Antonia Urqueta Castillo;Caldera;Calle;145;Cifuentes;958637907;NO;No Aplica;No Aplica
Posta de Salud Rural Inca de Oro;Diego de Almagro;Calle;S/N;Francisco San Román;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Salado de Chañaral;Chañaral;Calle;S/N;General Bonilla;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Florencio Vargas (Diego de Almagro);Diego de Almagro;Calle;2200;Juan Martínez;522465500;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diálisis Municipal Diego de Almagro;Diego de Almagro;Calle;701;Colón;522449466;NO;No Aplica;No Aplica
Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);Chañaral;Avenida;1000;Arturo Prat;522465550;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dr. Luis Herrera;Chañaral;Calle;S/N;Merino Jarpa;800500301;NO;No Aplica;No Aplica
Centro de Salud Familiar El Salvador;Diego de Almagro;Calle;2508;Cobresal;522449584;NO;No Aplica;No Aplica
SUR Diego de Almagro;Diego de Almagro;Calle;2508;Cobresal;522449584;SI;Urgencia Ambulatoria (SUR);No Aplica
Clínica San Lorenzo;Diego de Almagro;Avenida;S/N;Diego Portales;522472352;NO;No Aplica;No Aplica
Unidad de Vacunación Móvil de Atacama;Copiapó;No Aplica;No Aplica;No Aplica;No Aplica;NO;No Aplica;No Aplica
Laboratorio Clínico Natural Cell;Copiapó;Calle;480;Vallejos ( local 2, primer piso);+569 76618676;NO;No Aplica;No Aplica
Laboratorio de Biología Molecular Genetic Lab;Copiapó;Calle;831;Los Carrera N° 831 oficina 301;957188087;NO;No Aplica;No Aplica
Centro de Diálisis Municipal Caldera;Caldera;Calle;714;Canal Beagle;522535550;NO;No Aplica;No Aplica
Salud y Seguridad Lickan Antai SpA;Copiapó;Calle;906;Chañarcillo;942201270;NO;No Aplica;No Aplica
Clínica Boza Vallenar;Vallenar;Calle;675;Chiloé;56968983306;NO;Pendiente;No Aplica
Centro Ecografico Kaisen;Copiapó;Calle;484;Colipi, Oficina A204;993238816;NO;No Aplica;No Aplica
Centro Odontologico El Salvador;Diego de Almagro;Calle;607;Montandón;99349887;NO;No Aplica;No Aplica
Sala Externa de Toma de Muestras de Centro Médico JCM Salud;Copiapó;Calle;594;Salas;973784866;NO;No Aplica;No Aplica
Sala de Procedimientos Invasivos IST, Copiapó;Copiapó;Calle;774;Vallejo;52-2219613;SI;Urgencia ambulatoria;No Aplica
PHB Consultores;Copiapó;Calle;791;Rodríguez;52-2231714;NO;No Aplica;No Aplica
Sala de Procedimientos Invasivos Clínica Dental Los Algarrobos;Copiapó;Calle;535;Vallejos Oficina 401;56985470215;NO;No Aplica;No Aplica
Clinica de Servicios Integrales de Salud Familiar;Copiapó;Avenida;1419;El Palomar;991402979;NO;No Aplica;No Aplica
Centro Médico Vitalmed;Copiapó;Calle;731;Juan Luis Sierralta;944295114;NO;No Aplica;No Aplica
Sala Externa de Toma de Muestras Laboratorio Clínico CMD Portal San Fernando;Copiapó;Calle;4725;Los Carrera;522354491;NO;No Aplica;No Aplica
Laboratorio de Biología Molecular Grupo Biomed&Co;Copiapó;Calle;484;Colipí;998649274;NO;No Aplica;No Aplica
Centro de Apoyo para Diagnóstico y Tratamiento Médico CADYTM;Vallenar;Calle;1191;Merced;51 2 614551;NO;No Aplica;No Aplica
Policlínico Gold Fields Salares Norte Mina;Diego de Almagro;Camino;S/N;180 Km. al noreste de Diego de Almagro;Pendiente;NO;No Aplica;No Aplica
Centro de Especialidades Odontológicas Municipal;Copiapó;Avenida;1453;El Palomar;522338093;NO;No Aplica;No Aplica
SERSALUD;Copiapó;Calle;419;Cancha Rayada;Pendiente;NO;No Aplica;No Aplica
Policlínico Gold Fields Salares Norte 2;Diego de Almagro;Camino;S/N;180 Km. Al noreste de Diego de Almagro;;NO;No Aplica;No Aplica
Policlínico Plataforma Este Caserones;Tierra Amarilla;;;Refugio Plataforma Este, Proyecto Caserones;;NO;No Aplica;No Aplica
Policlínico Cerro Negro Norte;Copiapó;Ruta;C-327;Km 30, sector Mina Cerro Negro Norte;Pendiente;NO;No Aplica;No Aplica
Policlínico CODELCO Potrerillos;Diego de Almagro;;;Interior Planta Potrerillos División CODELCO El Salvador;;NO;No Aplica;No Aplica
Policlinico FHVL ENAMI Paipote;Copiapó;Camino;;Camino Público s/n Fundición Hernán Videla Lira;;NO;No Aplica;No Aplica
Policlinico Distrito Sierra Punta del Cobre;Tierra Amarilla;Distrito;;Distrito Sierra Punta del Cobre s/n;Pendiente;NO;No Aplica;No Aplica
Policlinico Los Colorados CMP;Huasco;;;Campamento de la Mina Los Colorados;Pendiente;NO;No Aplica;No Aplica
Policlinico Compañía Minera del Pacífico;Huasco;Ruta;C-46;Carretera Huasco Guacolda;Pendiente;NO;No Aplica;No Aplica
Policlinico Ojos del Salado Mina Santos;Tierra Amarilla;;;Mina Santos;Pendiente;NO;No Aplica;No Aplica
Policlinico Campamento Minera Maricunga;Copiapó;Sector;;Sector Maricunga alta cordillera a 125 km de Copiapó;Pendiente;NO;No Aplica;No Aplica
Policlinico Refugio Planta;Tierra Amarilla;Sector;;Sector de alta cordillera;;NO;No Aplica;No Aplica
Policlinico Carrizalillo Alta Cordillera;Tierra Amarilla;Campamento;;Campamento Minero Pioneros Caserones;;NO;No Aplica;No Aplica
Policlinico Campamento Rancho El Gallo;Tierra Amarilla;Campamento;;Campamento Rancho El Gallo, Compañía Minera Maricunga;;NO;No Aplica;No Aplica
Policlinico Candelaria;Tierra Amarilla;Faena;;Faena Cia. Contractual Minera Candelaria;;NO;No Aplica;No Aplica
Policlinico Manto Verde;Chañaral;Faena;;Faena Manto Verde;;NO;No Aplica;No Aplica
Policlinico Campamento El Salado Mantoverde;Chañaral;Ruta;;Ruta C-209 S/N El Salado;;NO;No Aplica;No Aplica
