Nombre Oficial;Comuna;V�a;N�mero;Direcci�n;Tel�fono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
LABORATORIO CLINICO ATENEA;Antofagasta;Calle;610;ORELLA 610 OF 401;552466090;NO;No Aplica;No Aplica
Laboratorio Luis Pasteur;Antofagasta;Calle;2556;14 de Febrero;552263604;NO;No Aplica;No Aplica
Pegasus Biocorp;Antofagasta;Calle;636;Uribe 636, Oficina 908;974835732;NO;No Aplica;No Aplica
Centro de Salud Familiar Central Oriente de Antofagasta;Antofagasta;Avenida;S/N;Circunvalaci�n;552655100;NO;No Aplica;No Aplica
SAPU Central Oriente de Antofagasta;Antofagasta;Avenida;S/N;Padre Hurtado;552655124;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Odontol�gico Uno Salud Dental Antofagasta 2;Antofagasta;Calle;2318;Almirante Juan Jos� Latorre , Piso 2;227634497;NO;No Aplica;No Aplica
Laboratorio Dipreca;Antofagasta;Calle;2356;Latorre;552260552;NO;No Aplica;No Aplica
Laboratorio Cl�nico Ehrlich;Antofagasta;Calle;2390;San Mart�n;552382540;NO;No Aplica;No Aplica
Cl�nica Cumbres del Norte S.A.;Antofagasta;Calle;2447;San Mart�n;552450600;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Cl�nico Labclin;Antofagasta;Calle;2477;San Mart�n;552449426;NO;No Aplica;No Aplica
Doctor Lab. Ltda.;Antofagasta;Calle;2782;Condell;552557681;NO;No Aplica;No Aplica
MEDIPED SPA;Antofagasta;Calle;50;Baquedano, Oficina 312, 3er Piso;56998659395;NO;No Aplica;No Aplica
Cl�nica Baquedano;Antofagasta;Calle;298;Baquedano;552208210;NO;No Aplica;No Aplica
Sala de Procedimientos Odontol�gicos M�vil (SPOM) Patente PXI 415-0;Antofagasta;Calle;523;Bol�var;Pendiente;NO;No Aplica;No Aplica
Sala de Procedimientos Odontol�gicos M�vil (SPOM) Patente BKG-355;Antofagasta;Calle;523;Bol�var 523;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Antofagasta);Antofagasta;Calle;523;Bol�var;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Direcci�n del Servicio para apoyo de la Red (S.S de Antofagasta);Antofagasta;Calle;523;Bol�var;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Antofagasta);Antofagasta;Calle;523;Bol�var;Pendiente;NO;no Aplica;No Aplica
Prevelab - PrevenirSalud;Antofagasta;Calle;324;Arturo Prat;552897760;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Antofagasta;Antofagasta;Calle;2634;Balmaceda;552251802;NO;No Aplica;No Aplica
Laboratorio Diagnolab (Antofagasta);Antofagasta;Calle;251;Sucre;552564024;NO;No Aplica;No Aplica
Centro M�dico y Dental MegaSalud Antofagasta;Antofagasta;Calle;251;Suecia;552410590;NO;No Aplica;No Aplica
Cl�nica La Portada;Antofagasta;Calle;2648;Balmaceda;552694277;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro M�dico y Dental Carabineros Zona Antofagasta;Antofagasta;Calle;3471;An�bal Pinto;552755303;NO;No Aplica;No Aplica
SAPU Corvallis;Antofagasta;Avenida;1370;Salvador Allende;552656910;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Corvallis;Antofagasta;Avenida;1370;Salvado Allende;552656910;NO;No Aplica;No Aplica
Laboratorio Sarita N��ez;Antofagasta;Calle;5262;Crist�bal Col�n;552279731;NO;No Aplica;No Aplica
Consultorio Bautista;Antofagasta;Calle;1119;Paihuano;552232041;NO;No Aplica;No Aplica
Hospital Dr. Leonardo Guzm�n (Antofagasta);Antofagasta;Avenida;5935;Azapa;552204648;SI;Urgencia Hospitalaria (UEH);No Aplica
SAPU Antonio Rendic;Antofagasta;Avenida;6071;Rendic;552656038;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Antonio Rendic (Ex Caut�n);Antofagasta;Avenida;6071;Rendic;552656038;NO;No Aplica;No Aplica
COSAM Central;Antofagasta;Avenida;6071;Rendic;552654893;NO;No Aplica;No Aplica
SAPU Norte de Antofagasta;Antofagasta;Calle;S/N;Juan Glasinovic con Bandera;552237411;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Norte de Antofagasta;Antofagasta;Calle;S/N;Juan Glasinovic;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Norprevent;Antofagasta;Avenida;8251;Pedro Aguirre Cerda, oficina N� 07-P4;552532700;NO;No Aplica;No Aplica
Centro M�dico Norte;Antofagasta;Avenida;8367;Pedro Aguirre Cerda;552292134;NO;No Aplica;No Aplica
Posta de Salud Rural Socaire;San Pedro de Atacama;Calle;S/N;Sector de Socaire;Pendiente;NO;No Aplica;No Aplica
SUR Socaire;San Pedro de Atacama;Calle;S/N;Sector de Socaire;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Di�lisis Ehrlich Ltda;Antofagasta;Calle;8560;Los Pinos;552380671;NO;No Aplica;No Aplica
Cl�nica de Di�lisis TECDIAL Ltda.;Antofagasta;Calle;223;Los Limoneros;552555211;NO;No Aplica;No Aplica
Centro de Salud Familiar Valdivieso;Antofagasta;Calle;8755;Cerro Pedregal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Pablo II de Antofagasta;Antofagasta;Calle;S/N;Teniente Julio Montt;552656800;NO;No Aplica;No Aplica
SAPU Juan Pablo II de Antofagasta;Antofagasta;Calle;S/N;Huamachuco con Teniente Julio Montt;552298385;SI;Urgencia Ambulatoria (SAPU);Largo
COSAM Norte;Antofagasta;Calle;10506;Benito Ocampo, Jardines del Norte;657330;NO;No Aplica;No Aplica
Centro de Salud Familiar Dra. Maria Cristina Rojas Neumann;Antofagasta;Calle;10130;Hilda Cruz Colina;552987088;NO;No Aplica;No Aplica
Centro Oncol�gico del Norte (CON);Antofagasta;Calle;10255;Los Pumas, sector Chimba Alto;Pendiente;SI;Urgencia ambulatoria;No Aplica
Centro Comunitario de Salud Familiar Antofagasta;Antofagasta;Calle;S/N;Villa Agr�cola;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Baquedano;Sierra Gorda;Calle;112;Salvador Allende;Pendiente;NO;No Aplica;No Aplica
SUR Baquedano;Sierra Gorda;Calle;112;Salvador Allende;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Toconao;San Pedro de Atacama;Calle;S/N;Aldea de Toconao;Pendiente;NO;No Aplica;No Aplica
Hospital de Mejillones;Mejillones;Avenida;451;Bernardo O'Higgins;552655250;SI;Urgencia Hospitalaria (UEH);No Aplica
Policl�nico Asociaci�n Chilena de Seguridad AChS Mejillones;Mejillones;Calle;720;Almirante Latorre;Pendiente;NO;No Aplica;No Aplica
Policl�nico Mutual de Seguridad C.CH.C;Mejillones;Calle;99;Almirante Go�i;552651257 - 552651258;NO;No Aplica;No Aplica
Centro de Salud Familiar San Pedro Atacama;San Pedro de Atacama;Calle;S/N;Atacama;Pendiente;NO;No Aplica;No Aplica
SUR San Pedro Atacama;San Pedro de Atacama;Calle;S/N;Atacama;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Sierra Gorda;Sierra Gorda;Calle;211;Salvador Allende;Pendiente;NO;No Aplica;No Aplica
SUR Sierra Gorda;Sierra Gorda;Calle;211;Salvador Allende;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Estaci�n de Salud Rural R�o Grande;San Pedro de Atacama;Calle;S/N;Sector R�o Grande;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Sur;Calama;Avenida;S/N;Bernardo O'Higgins;552254028;NO;No Aplica;No Aplica
SAPU SUR;Calama;Avenida;538;Bernardo O'Higgins;55 2654400;SI;Urgencia Ambulatoria (SAPU);Corto
Centro M�dico y Dental MegaSalud Calama;Calama;Avenida;1474;Granaderos;552312103;NO;No Aplica;No Aplica
Laboratorio Cl�nico Diagnolab;Calama;Calle;1474;Granaderos;552455600;NO;No Aplica;No Aplica
Vacunatorio InmunoSalud Ltda;Calama;Calle;2188;Cobija, Oficina 402;968956424;NO;No Aplica;No Aplica
Vacunatorio Sociedad de Enfermer�a Asistencial E.I.R.L;Calama;Calle;2188;Cobija, Oficina 501;Pendiente;NO;No Aplica;No Aplica
Laboratorio Cl�nico Salumed;Calama;Calle;2188;Cobija;552833235;NO;No Aplica;No Aplica
Centro de Salud Aidoret Caro;Calama;Calle;2188;Cobija;552346945;NO;No Aplica;No Aplica
CSI AYLLU CALAMA SPA;Calama;Calle;2188;COBIJA 2188, OFICINA 402;975153970;NO;No Aplica;No Aplica
Laboratorio Tecmed Ltda.;Calama;Calle;2191;Cobija;552345680;NO;No Aplica;No Aplica
Vacunatorio y Sala de Procedimientos Daniela Alvarez;Calama;Calle;2191;Cobija, Oficina 302;87611957;NO;No Aplica;No Aplica
Centro de Salud Victoria Saravia Crespo;Calama;Calle;2141;Cobija;552311388;NO;No Aplica;No Aplica
Laboratorio Diagnos;Calama;Calle;1974;Vicu�a Mackenna;552531452;NO;No Aplica;No Aplica
Vacunatorio y Sala de Procedimientos Margaret Meneses Meneses;Calama;Calle;1974;Vicu�a Mackenna, Piso 2�, Ofinas 9, 11 y 12;Pendiente;NO;No Aplica;No Aplica
Centro Odontol�gico Uno Salud Dental Calama;Calama;Calle;1961;Eleuterio Ram�rez;27638962 - 999495538;NO;No Aplica;No Aplica
Servicio M�dico Legal Calama;Calama;Calle;3759;Carlos Cisternas;(55)310695;NO;No Aplica;No Aplica
Laboratorio Cl�nico COMDES;Calama;Calle;1850;Ba�ados Espinoza;552654420;NO;No Aplica;No Aplica
Centro de Salud Familiar Central de Calama;Calama;Calle;S/N;F�lix Hoyos;552656050;NO;No Aplica;No Aplica
Laboratorio Cl�nico Calama;Calama;Calle;2312;Madame Curie;552344799;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Alemania;Calama;Calle;3076;Chacabuco;Pendiente;NO;No Aplica;No Aplica
COSAM Calama;Calama;Avenida;2610;Argentina;552654015;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Oasis;Calama;Avenida;3780;Vasco de Gama, Poblaci�n Nueva Alemania;552557310;NO;No Aplica;No Aplica
Centro de Salud Familiar Alemania de Calama;Calama;Calle;2611;Colonia;552656891;NO;No Aplica;No Aplica
SAR Alemania;Calama;Calle;2624;Frei Bonn;556100;SI;Urgencia ambulatoria (SAR);No Aplica
Hospital del Cobre Salvador Allende;Calama;Avenida;689;Chorrillos;552320112;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio High Clinic;Calama;Calle;2683;Granaderos;552941647;NO;No Aplica;No Aplica
Consultorio Prefectura de El Loa;Calama;Calle;922;Chorrillos;552755125;NO;No Aplica;No Aplica
Laboratorio Cl�nico Bionet S.A. - Calama;Calama;Avenida;2851;Granaderos;552893552;NO;No Aplica;No Aplica
Cl�nica Andes Salud El Loa;Calama;Calle;2924;Granaderos;552363737;SI;Urgencia Hospitalaria (UEH);No Aplica
Polic�inico Asociaci�n Chilena de Seguridad AChS Calama;Calama;Calle;2924;Granaderos;Pendiente;NO;No Aplica;No Aplica
Instituto Telet�n Calama;Calama;Calle;3551;Teniente Merino;552695400;NO;No Aplica;No Aplica
Laboratorio Cl�nico Blanco;Calama;Avenida;3251;Granaderos;552344584;NO;No Aplica;No Aplica
Hospital Dr. Carlos Cisternas (Calama);Calama;Avenida;1490;Almirante Grau;552655700;SI;Urgencia Hospitalaria (UEH);No Aplica
SAPU Norponiente;Calama;Avenida;3825;Luis Emilio Recabarren;55 2654449;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Montt;Calama;Avenida;3968;Granaderos;552656650;NO;No Aplica;No Aplica
Centro de Di�lisis Calama;Calama;Calle;1825;Carcote;552833148;NO;No Aplica;No Aplica
Cl�nica Mutual de Seguridad CChC de Calama;Calama;Avenida;1813;Central Sur;552332309;NO;No Aplica;No Aplica
Corpus Salud Laboral Ltda.;Calama;Avenida;1913;Avda Central Sur N� 1913, Villa Ayquina;552531440;NO;No Aplica;No Aplica
Centro de Salud Familiar Norponiente;Calama;Calle;3825;Luis Emilio Recabarren;552654441;NO;No Aplica;No Aplica
Centro de Di�lisis Renacer;Calama;Calle;1917;Punta de Rieles;552546708;NO;No Aplica;No Aplica
Posta de Salud Rural Chiu-Chiu;Calama;Calle;S/N;Esmeralda;Pendiente;NO;No Aplica;No Aplica
Hospital Cruz del Norte;Maria Elena;Calle;S/N;Osorno;552413700;NO;No Aplica;No Aplica
Centro de Salud Familiar Mar�a Elena;Maria Elena;Calle;S/N;Diego de Almagro;552265332;NO;No Aplica;No Aplica
SUR Mar�a Elena;Maria Elena;Calle;S/N;Diego de Almagro;552265332;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Caspana;Calama;Calle;S/N;Sector de Caspana;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ayquina;Calama;Calle;321;San Roque;Pendiente;NO;No Aplica;No Aplica
Cl�nica Mutual de Seguridad CChC Tocopilla;Tocopilla;Calle;1201;21 de Mayo;552811140;NO;No Aplica;No Aplica
Policl�nico Asociaci�n Chilena de Seguridad AChS Tocopilla;Tocopilla;Calle;1198;Arturo Prat;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Marcos Macuada (Tocopilla);Tocopilla;Calle;S/N;Santa Rosa;552654560;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Quillagua (Mar�a Elena);Maria Elena;Calle;S/N;El Loa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ollag�e;Ollag�e;Calle;S/N;H�roes de la Concepci�n;Pendiente;NO;No Aplica;No Aplica
Laboratorio Norte Grande Salud;Antofagasta;Calle;2030;Juan Jose Latorre;56 9 54015208;NO;No Aplica;No Aplica
Laboratorio VITAL LAB;Antofagasta;Calle;738;21 de Mayo;964146372;NO;No Aplica;No Aplica
UC Christus Servicios Clinicos Spa;Calama;Avenida;3242;Balmaceda (local A-108);9-56287930;NO;No Aplica;No Aplica
Workmed Salud Ocupacional;Antofagasta;Calle;2361;Almirante Juan Jos� Latorre 2361;56961206925;NO;No Aplica;No Aplica
Workmed Calama 1;Calama;Avenida;2134;Ecuador;56233296798;NO;No Aplica;No Aplica
Workmed Calama 2;Calama;Avenida;1819;Avda Vicu�a Mackenna;56233296798;NO;No Aplica;No Aplica
MEDILAB DEL NORTE LTDA;Calama;Calle;3703;Riquelme;552541452;NO;No Aplica;No Aplica
UNO Salud DENTAL ANTOFAGASTA LA PORTADA;Antofagasta;Avenida;10578;Pedro Aguirre Cerda;2 2763 4497;NO;No Aplica;No Aplica
Preomed Salud Integral;Antofagasta;Calle;9078;Las Bandurrias;55 2 944158;NO;No Aplica;No Aplica
Vacunatorio Internacional Integral Salud;Calama;Avenida;1750;Balmaceda;Pendiente;NO;No Aplica;No Aplica
Cl�nica de Heridas;Antofagasta;Calle;1836;Manuel Antonio Matta Local 3-4;552425152-552425155-994794076;NO;No Aplica;No Aplica
Posta Rural Tomislav Oscoic;Mejillones;Calle;S/N;Carolina de Michilla S/N;Pendiente;NO;No Aplica;No Aplica
Vacunatorio Sol;Calama;Avenida;1750;Balmaceda 1750, oficina 607;552553848;NO;No Aplica;No Aplica
TECNOMEDICA LTDA;Antofagasta;Calle;1351;Eduardo Orchard;56999303133;NO;No Aplica;No Aplica
Posta de Salud Rural Incahuasi;Vallenar;Calle;S/N;Luis Pasteur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Carrizalillo (Freirina);Freirina;Calle;S/N;Sector Carrizalillo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Breas (Alto del Carmen);Alto del Carmen;Calle;S/N;Caser�o Canto Las Breas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cachiyuyo;Vallenar;Calle;S/N;Dr. Aravena;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Conay;Alto del Carmen;Calle;S/N;Caser�o Conay;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Domeyko;Vallenar;Calle;S/N;Pedro Cuadra;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San F�lix;Alto del Carmen;Calle;S/N;Aldea de San F�lix;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Tr�nsito;Alto del Carmen;Calle;S/N;Aldea de El Transito;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Alto del Carmen;Alto del Carmen;Calle;6;Jer�nimo Godoy;512617055;NO;No Aplica;No Aplica
SUR Alto del Carmen;Alto del Carmen;Calle;6;Jer�nimo Godoy;512617055;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Hacienda Compa��a;Vallenar;Calle;S/N;Aldea Hacienda Compa��a;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Joan Crawford Astudillo;Vallenar;Avenida;S/N;Espa�a;512614561;NO;No Aplica;No Aplica
SAPU Joan Crawford Astudillo;Vallenar;Avenida;1800;Los Escritores;Pendiente;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Dialisis Miaquen Limitada;Vallenar;Calle;2025;Prat;512349714;NO;No Aplica;No Aplica
Centro de Salud Compa��a Aceros del Pac�fico;Vallenar;Calle;1755;Serrano;512613829;NO;No Aplica;No Aplica
Cl�nica de Enfermer�a del Centro de Detenci�n Preventiva de Vallenar;Vallenar;Calle;720;Catorce de Julio;Pendiente;NO;No Aplica;No Aplica
SAPU Baquedano;Vallenar;Avenida;S/N;Per�;522614592;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Baquedano;Vallenar;Avenida;S/N;Per�;512614592;NO;No Aplica;No Aplica
Laboratorio Cl�nico Huasco-Vallenar;Vallenar;Calle;1150;Serrano;512616694;NO;No Aplica;No Aplica
Laboratorio Cl�nico Bionet S.A. - Vallenar;Vallenar;Calle;629;Alonso de Ercilla;512613194;NO;No Aplica;No Aplica
Laboratorio Cl�nico Vallenar;Vallenar;Calle;1150;Prat;512610558;NO;No Aplica;No Aplica
Laboratorio Bio-Test;Vallenar;Calle;1278;Ram�rez;512611854;NO;No Aplica;No Aplica
Cl�nica del Trabajador AChS Vallenar;Vallenar;Calle;1150;Merced;512613203;NO;No Aplica;No Aplica
Hospital Provincial del Huasco Monse�or Fernando Arizt�a Ruiz (Vallenar);Vallenar;Avenida;392;Huasco;512331500;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Mutual CChC Vallenar;Vallenar;Calle;471;Serrano;522614583;NO;No Aplica;No Aplica
Centro de Salud Familiar Estaci�n;Vallenar;Calle;S/N;Ram�rez;512614704;NO;No Aplica;No Aplica
Servicio M�dico Legal Vallenar;Vallenar;Avenida;615;Matta;(51)612552;NO;No Aplica;No Aplica
Centro de Salud Familiar Hermanos Carrera;Vallenar;Avenida;S/N;Lautaro;512614705;NO;No Aplica;No Aplica
Posta de Salud Rural Hacienda Ventanas;Vallenar;Calle;S/N;Sector Hacienda Ventanas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Freirina;Freirina;Calle;S/N;Santiago Zavala;512518725;NO;No Aplica;No Aplica
SUR Freirina;Freirina;Calle;S/N;Santiago Zavala;512518725;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Jerem�as Cort�s;Huasco;Calle;S/N;Pedro Aguirre Cerda;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Verdaguer;Huasco;Calle;S/N;Maip�;512539049;NO;No Aplica;No Aplica
Hospital Dr. Manuel Magalhaes Medling (Huasco);Huasco;Calle;105;Canteras;512331200;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Padre Mariano Avellana Lasierra;Huasco;Calle;S/N;Canteras Canto del Agua;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Segundo Ponce;Huasco;Calle;S/N;Caser�o Carrizal Bajo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Loros;Tierra Amarilla;Calle;S/N;Ferrocarril;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Salvador Allende Gossens;Tierra Amarilla;Calle;S/N;Lorenzo Jofr�;522320041;NO;No Aplica;No Aplica
SUR Tierra Amarilla;Tierra Amarilla;Calle;S/N;Lorenzo Jofr�;522320041;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Paipote;Copiap�;Avenida;S/N;Las Delicias;800500307;NO;No Aplica;No Aplica
SAR Paipote;Copiap�;Calle;6930;Arturo Prat;522436821;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Universidad de Atacama;Copiap�;Avenida;5184;Copayapu;522206556;NO;No Aplica;No Aplica
Centro M�dico y Dental Copiap� IIIa Zona Carabineros Atacama;Copiap�;Avenida;3302;Copayapu;522221007-522221308;NO;No Aplica;No Aplica
Laboratorio Cl�nico y de Biolog�a Molecular IISO SpA;Copiap�;Avenida;386;Camilo Henr�quez;56952173998 - 52 2543101;NO;No Aplica;No Aplica
Policl�nico Gendarmer�a Regional de Atacama;Copiap�;Calle;11;Villa El Sol Block C Depto. 11;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Rosario-Palomar;Copiap�;Calle;671;Chacabuco;800500303;NO;No Aplica;No Aplica
SAPU El Palomar;Copiap�;Calle;S/N;Vicu�a;522237197;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Santa Elvira;Copiap�;Calle;S/N;Los Aromos;800500309;NO;No Aplica;No Aplica
Centro de Salud Familiar Candelaria Rosario;Copiap�;Calle;S/N;Vallenar;800500302;NO;No Aplica;No Aplica
Centro de Salud Familiar Manuel Rodr�guez;Copiap�;Calle;S/N;Luis Flores;522465191;NO;No Aplica;No Aplica
SETM Crosan;Copiap�;Ruta 5;200;Ruta 5 Norte, N� 200, local B3;+569 66486669;NO;No Aplica;No Aplica
Centro Cardiovascular Integral CARDIONORT - Vacunatorio;Copiap�;Calle;440;Marat�n, Villa El Cobre II;522232448;NO;No Aplica;No Aplica
Servicio M�dico Legal Copiap�;Copiap�;Calle;S/N;Sof�a Bermedo;(52)214821;NO;No Aplica;No Aplica
Hospital San Jos� del Carmen (Copiap�);Copiap�;Calle;1320;Los Carrera;522465600;SI;Urgencia Hospitalaria (UEH);No Aplica
Policl�nico Centro de Cumplimiento Penitenciario de Copiap�;Copiap�;Avenida;S/N;Copayapu;522350969;NO;No Aplica;No Aplica
Grupo Medico Spa;Copiap�;Pasaje;364;El Roble 364 - Pob. Ohiggins;979703732;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Copiap�;Copiap�;Calle;877;Copayapu;522212750;NO;No Aplica;No Aplica
Centro de Salud CEDIMED;Copiap�;Calle;173;Salas;522240029;NO;No Aplica;No Aplica
Salas de Procedimientos Equimaq Chile;Copiap�;Calle;930;Atacama;999101945;NO;No Aplica;No Aplica
Integram�dica Copiap�;Copiap�;Calle;110;Maip�, Piso 4;522201500;NO;No Aplica;No Aplica
Cl�nica Indire;Copiap�;Calle;901;O'Higgins;522213573;NO;No Aplica;No Aplica
Centro M�dico del Norte;Copiap�;Calle;797;Atacama;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Bernardo Mellibovsky;Copiap�;Avenida;S/N;Los Loros;800500304;NO;No Aplica;No Aplica
SAPU Dr. Bernardo Mellibovsky;Copiap�;Avenida;S/N;Los Loros;522466559;SI;Urgencia Ambulatoria (SAPU);Corto
Vacunatorio Altamira;Copiap�;Pasaje;799;Cacique Hualimia;244593;NO;No Aplica;No Aplica
Vacunatorio y Sala de Procedimientos Invasivos Trasmed SpA;Copiap�;Calle;1081;Rodr�guez;522337027;NO;No Aplica;No Aplica
Centro de Di�lisis Nefrodial Atacama;Copiap�;Calle;1020;Rodr�guez;522215541;NO;No Aplica;No Aplica
Laboratorio Atacama;Copiap�;Calle;777;O'Higgins;522212357;NO;No Aplica;No Aplica
Laboratorio Cl�nico SIAC Copiap�;Copiap�;Calle;535;Vallejos;522535383;NO;No Aplica;No Aplica
Vacunatorio Dr. Omar Luz;Copiap�;Calle;570;Colip�;522213591;NO;No Aplica;No Aplica
Laboratorio Cl�nico Examed;Copiap�;Calle;570;Colip�;522240987;NO;No Aplica;No Aplica
Cl�nica Dial Vida;Copiap�;Calle;425;Marat�n;522210262;NO;No Aplica;No Aplica
Centro M�dico y Diagn�stico Atacama SpA;Copiap�;Calle;747;Salas;522545900;NO;No Aplica;No Aplica
Cl�nica Dental M�vil Simple. Pat. PW4068 (Copiap�);Copiap�;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Atacama;Copiap�;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Direcci�n del Servicio para apoyo de la Red (S.S de Atacama);Copiap�;Calle;520;Chacabuco;Pendiente;NO;No Aplica;No Aplica
