Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Centro de Salud Familiar Niebla;Valdivia;Calle;S/N;Martín Sermeño;632282037;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Folilco;Los Lagos;Calle;S/N;Folilco, localidad de Folilco;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Manuel Miranda;Los Lagos;Calle;S/N;Los Robles;632462101;NO;No Aplica;No Aplica
Hospital de Los Lagos;Los Lagos;Calle;246;Lanín;632264100;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Los Lagos;Los Lagos;Calle;162;Arturo Prat;632460303;NO;No Aplica;No Aplica
Laboratorio Sociedad Andrade Salas y Cía. Ltda.;Los Lagos;Calle;295;Matta;632461295;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Los Alerces;Valdivia;Calle;5044;Braulio Leon, Sector Angachilla;632265320;NO;No Aplica;No Aplica
SUR Neltume;Panguipulli;Calle;S/N;La Cancha;63265741;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Neltume;Panguipulli;Calle;S/N;Los Álamos;631973672;NO;No Aplica;No Aplica
SAPU Angachilla;Valdivia;Calle;3821;Santa Martina;632220316;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Angachilla;Valdivia;Calle;3821;Santa Martina;632220316;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Guacamayo;Valdivia;Calle;311;Las Mulatas;632686012;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Pablo Neruda;Valdivia;Calle;4027;Sergio Santander;632264273;NO;No Aplica;No Aplica
Centro de Diálisis Nephrocare Los Ríos;Valdivia;Avenida;3426;Rene Schneider;632233329;NO;No Aplica;No Aplica
Centro CONIN Valdivia;Valdivia;Calle;285;Rubén Darío;632233060;NO;No Aplica;No Aplica
Centro de Salud Familiar Externo Valdivia;Valdivia;Avenida;2980;Francia;632265000;NO;No Aplica;No Aplica
Laboratorio Clínico Laboclin;Valdivia;Avenida;2980;Francia;Pendiente;NO;No Aplica;No Aplica
Centro Penitenciario Valdivia;Valdivia;Calle;4000;Picarte;632281623;NO;No Aplica;No Aplica
Ex ELEAM Valdivia;Valdivia;Complejo Miraflores  de Alta complejidad Secundaria Salud Mental;2771;General René Schneider;Pendiente;NO;No Aplica;No Aplica
Instituto Teletón Valdivia;Valdivia;Calle;2631;Rene Schneider;632280000;NO;No Aplica;No Aplica
Centro de Salud Familiar Choshuenco;Panguipulli;Calle;S/N;Padre Bernabé;632310467;NO;No Aplica;No Aplica
COSAM Angachilla;Valdivia;Calle;555;Rene Schneider;632239290;NO;No Aplica;No Aplica
SAPU Gil de Castro;Valdivia;Calle;2500;Picarte;632288800;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro);Valdivia;Calle;2500;Picarte;632214693;NO;No Aplica;No Aplica
Hospital Clínico Regional (Valdivia);Valdivia;Calle;1003;Bueras;632263390;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital de Día Adulto Valdivia;Valdivia;Calle;1075;Tornagaleones;632239314;NO;No Aplica;No Aplica
Servicio Médico Legal Valdivia;Valdivia;Avenida;2452;Ramón Picarte;(63)313400;NO;No Aplica;No Aplica
Laboratorio Clínico Sociedad Cruz y Guiresse Ltda.;Valdivia;Avenida;1655;Francia;632229506;NO;No Aplica;No Aplica
Centro Médico Surmedica;Valdivia;Avenida;1655;Francia;632229500;NO;No Aplica;No Aplica
Laboratorio de Nefrología e Histocompatibilidad Universidad Austral de Chile;Valdivia;Calle;1003;Bueras;Pendiente;NO;No Aplica;No Aplica
Centro de Diálisis Valdivia;Valdivia;Calle;884;Bueras;632244248;NO;No Aplica;No Aplica
SAR Barrios Bajos;Valdivia;Calle;500;Domeyko;633144 - 632683144;SI;Urgencia ambulatoria (SAR);No Aplica
Centro Clínico Militar Valdivia;Valdivia;Calle;1650;Orostegui;632247300;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Barrios Bajos;Valdivia;Calle;S/N;General Yáñez;632265211;NO;No Aplica;No Aplica
Centro Médico Docente Asistencial Universidad San Sebastián;Valdivia;Calle;1095;Vicente Perez Rosales;632632851;NO;No Aplica;No Aplica
Laboratorio Clínico y Especialidades Ltda;Valdivia;Avenida;1471-1473;Ramón Picarte;Pendiente;NO;No Aplica;No Aplica
Laboratorio de la Clínica Alemana de Valdivia;Valdivia;Calle;765;Beauchef;632246100;NO;No Aplica;No Aplica
Clínica Alemana Valdivia;Valdivia;Calle;765;Beauchef;632246200;SI;Urgencia Hospitalaria (UEH);No Aplica
Sociedad Laboratorio Especialidades Médicas Ltda.;Valdivia;Calle;825;Beauchef;632213886;NO;No Aplica;No Aplica
Posta de Salud Rural Riñihue;Los Lagos;Calle;S/N;Caserío de Riñihue;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Valdivia;Valdivia;Calle;705;Beauchef;632258818;NO;No Aplica;No Aplica
Laboratorio Clínico Valdivia;Valdivia;Calle;723;Beauchef, Edificio Medico Beauchef;632244584;NO;No Aplica;No Aplica
Centro Médico Beaucheff;Valdivia;Calle;723;Beauchef, Edificio Medico Beauchef;632244581;NO;No Aplica;No Aplica
Clínica del Trabajador AChS de Valdivia;Valdivia;Calle;705;Beauchef;632291110;NO;No Aplica;No Aplica
Laboratorio Clínico e Inversiones Médicas y Diagnósticas Ltda.;Valdivia;Calle;125;Beauchef;632249268;NO;No Aplica;No Aplica
Laboratorio de Histología y Citopatología Valdivia Ltda.;Valdivia;Calle;768;Beauchef;Pendiente;NO;No Aplica;No Aplica
Centro Médico Docente Asistencial Universidad Santo Tomás;Valdivia;Calle;1160;Picarte;632284153;NO;No Aplica;No Aplica
Policlínico Carabineros Valdivia;Valdivia;Calle;1129;Picarte;632241526;NO;No Aplica;No Aplica
Clínica de Dolor Facial y Trastornos del Sueño CDS;Valdivia;Avenida;171;San Carlos, Oficina 201;979822868;NO;No Aplica;No Aplica
Clínica Riadi;Valdivia;Calle;171;San Carlos, Oficina 204;Pendiente;NO;No Aplica;No Aplica
Clínica Suiza Centro Odontológico;Valdivia;Avenida;675;Prat 675 A;934956315;NO;No Aplica;No Aplica
Clínica Mutual de Seguridad CChC Valdivia;Valdivia;Avenida;1005;Prat;632254700;NO;No Aplica;No Aplica
Centro de Salud Familiar Las Ánimas;Valdivia;Calle;231;Pedro Aguirre Cerda;632296108;NO;No Aplica;No Aplica
SAPU Las Ánimas;Valdivia;Calle;231;Pedro Aguirre Cerda;632296108;SI;Urgencia Ambulatoria (SAPU);Corto
Laboratorio Clínico Centro Médico Valdivia;Valdivia;Calle;125;Maipú;632213453;NO;No Aplica;No Aplica
COSAM Comunitario Las Ánimas;Valdivia;Calle;295;Pedro Aguirre Cerda;632239295;NO;No Aplica;No Aplica
Policlínico Regional de Gendarmería;Valdivia;Calle;S/N;Los Pelúes;632253290;NO;No Aplica;No Aplica
Clínica Dental Móvil A Rural Triple. Pat. BKYS94 (Valdivia);Valdivia;Calle;700;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil B Urbana Triple. Pat. BKYS92 (Valdivia);Valdivia;Calle;700;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S. Valdivia;Valdivia;Calle;700;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valdivia);Valdivia;Calle;700;Chacabuco;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S. Valdivia);Valdivia;Calle;700;Chacabuco;Pendiente;NO;No Aplica;No Aplica
Clínica Alerces;Valdivia;Avenida;793;Alemania, Oficina 204;942897161;NO;No Aplica;No Aplica
CMA Costanera;Valdivia;Calle;201;Pedro de Valdivia;632219376;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Valdivia;Valdivia;Calle;365;Ismael Valdés;Pendiente;NO;No Aplica;No Aplica
MegaSalud S.A Centro Médico y Dental Valdivia;Valdivia;Avenida;475;Alemania;632200750;NO;No Aplica;No Aplica
Clínica de Implantología Oral Anwandter;Valdivia;Calle;441;Carlos Anwandter;632210606;NO;No Aplica;No Aplica
Centro de Salud Universidad Austral de Chile;Valdivia;Calle;S/N;Isla Teja;632221321;NO;No Aplica;No Aplica
Policlínico Infodema;Valdivia;Avenida;1000;España;632216151;NO;No Aplica;No Aplica
Posta de Salud Rural Antilhue;Los Lagos;Calle;S/N;Aldea de Antilhue;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Consultorio Norte Grande;Valdivia;Calle;704;Antogagasta , Las ánimas;632265331;NO;No Aplica;No Aplica
Policlínico Astilleros y Servicios Navales ASENAV;Valdivia;Avenida;1135;España;632216102;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Collico;Valdivia;Avenida;S/N;Balmaceda con, Cajón. Stolzenbach;632265340;NO;No Aplica;No Aplica
Posta de Salud Rural Huellelhue;Valdivia;Calle;S/N;Aldea de Huellelhue;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Masisa;Valdivia;Calle;850;José Manuel Balmaceda;632217862;NO;No Aplica;No Aplica
Posta de Salud Rural Lago Neltume;Panguipulli;Calle;S/N;Localidad Lago Neltume;632310465;NO;No Aplica;No Aplica
Posta de Salud Rural Punucapa;Valdivia;Calle;S/N;Caserío de Huichaco;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Liquiñe;Panguipulli;Calle;S/N;Camino Internacional, Liquiñe;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Malihue;Los Lagos;Calle;S/N;Sector de Malihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cayumapu;Valdivia;Pasaje;S/N;Río Cruces;632296108;NO;No Aplica;No Aplica
Posta de Salud Rural Curiñanco;Valdivia;Calle;S/N;Caserío de Curiñanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huichaco;Máfil;Calle;S/N;Sector Huichaco;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Máfil;Máfil;Calle;S/N;Libertador Bernardo O'Higgins;632411751;NO;No Aplica;No Aplica
Centro Odontológico y Médico San Cristóbal;Máfil;Calle;579;Balmaceda;932119397;NO;No Aplica;No Aplica
SUR Máfil;Máfil;Avenida;460;Pedro de Valdivia;(63) 241 1202;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Máfil;Máfil;Avenida;460;Pedro de Valdivia;632686020-636020;NO;No Aplica;No Aplica
Posta de Salud Rural Iñipulli;Mariquina;Calle;S/N;Sector de Iñipulli;Pendiente;NO;No Aplica;No Aplica
SUR Choshuenco;Panguipulli;Calle;S/N;Padre Bernabé;63310467;SI;Urgencia Ambulatoria (SUR);No Aplica
SAR Panguipulli;Panguipulli;Calle;1112;Gabriela Mistral;Pendiente;SI;Urgencia Ambulatoria (SAR);No Aplica
Centro de Salud Familiar Panguipulli;Panguipulli;Calle;136;Eduardo Cruz Coke;632311358;NO;No Aplica;No Aplica
Laboratorio Frilab;Panguipulli;Calle;357;Bernardo O'Higgins;632311579;NO;No Aplica;No Aplica
Hospital Padre Bernabé de Lucerna (Panguipulli) (D);Panguipulli;Calle;342;Eduardo Cruz Coke;632242200;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Pelchuquín;Mariquina;Calle;S/N;Aldea de Pelchuquín;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cayumapu;Panguipulli;Calle;S/N;Sector Cayumapu;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Melefquén;Panguipulli;Calle;S/N;Aldea de Melefquén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Bocatoma;Panguipulli;Calle;S/N;Sector Bocatoma;Pendiente;NO;No Aplica;No Aplica
SUR Coñaripe;Panguipulli;Calle;S/N;Las Tepas;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Coñaripe;Panguipulli;Calle;S/N;Las Tepas;632317274;NO;No Aplica;No Aplica
Posta de Salud Rural Ciruelos;Mariquina;Calle;S/N;Aldea de Ciruelos;Pendiente;NO;No Aplica;No Aplica
Hospital Santa Elisa de San José de la Mariquina;Mariquina;Calle;955;García Reyes;632264280;SI;Urgencia Hospitalaria (UEH);No Aplica
SUR Malalhue;Lanco;Calle;138;Balmaceda;(63) 231 6231;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Malalhue;Lanco;Calle;138;Balmaceda;632316231;NO;No Aplica;No Aplica
Centro de Salud Familiar San José de la Mariquina;Mariquina;Calle;S/N;René Manns;632333410;NO;No Aplica;No Aplica
SUR Mariquina;Mariquina;Calle;S/N;René Manss;(63) 245 3602;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Chan Chan;Mariquina;Calle;S/N;Sector de Chan Chan;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco);Mariquina;Calle;S/N;Las Quinchas;632333976;NO;No Aplica;No Aplica
Posta de Salud Rural Huitag;Panguipulli;Calle;S/N;Sector Huitag;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alepué;Mariquina;Calle;S/N;Sector Alepué;Pendiente;NO;No Aplica;No Aplica
Hospital de Lanco;Lanco;Calle;S/N;Santiago;632264650;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Mississippi;Mariquina;Calle;S/N;Aldea de Misisipi;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Mehuín;Mariquina;Calle;S/N;Sector Caleta;Pendiente;NO;No Aplica;No Aplica
Unidad de Vacunación Móvil De Los Ríos;Valdivia;No Aplica;No Aplica;No Aplica;No Aplica;NO;No Aplica;No Aplica
SAPU Coñaripe;Panguipulli;Calle;S/N;Las Tepas;63 2 317274;SI;Urgencia Ambulatoria (SAPU);Verano
Vital Medical Center;Valdivia;Calle;838;Beauchef;632624379;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Mulato;Valdivia;Avenida;3663;Avenida Argentina;63 2 631100 / 63 2 631102;NO;No Aplica;No Aplica
Policlínico IST Valdivia;Valdivia;Avenida;1655;Francia;958192855;NO;No Aplica;No Aplica
Posta de Salud Rural Quillalhue;Mariquina;Calle;S/N;Quillalhue;632453621;NO;No Aplica;No Aplica
Centro de Diálisis Vidadial Lanco;Lanco;Calle;740;Santiago;63-2441251;No;No Aplica;No Aplica
Centro de Diálisis Vidadial Paillaco;Paillaco;Calle;860;O'Higgins N°860;63-2422430;No;No Aplica;No Aplica
