Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Posta de Salud Rural Boroa Sur;Toltén;Calle;S/N;Sector Boroa Sur;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quelhue;Pucón;Calle;S/N;Sector Quelhue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pidenco;Gorbea;Calle;S/N;Sector El Planchado;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Licancullín;Toltén;Calle;S/N;Sector Licancullín;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Rural Lastarria;Gorbea;Calle;330;General Urrutia;452972087;NO;No Aplica;No Aplica
SUR Lastarria;Gorbea;Calle;330;General Urrutia;452972087;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Caburga;Pucón;Calle;S/N;Sector Caburga;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quiñenahuín;Curarrehue;Calle;S/N;Sector Quiñenahuín;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Manhue;Loncoche;Calle;S/N;Sector Manhue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Villa Boldos;Toltén;Calle;S/N;Aldea Villa Los Boldos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Liuco (Gorbea);Gorbea;Calle;S/N;Comuna de Gorbea;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Paillaco;Pucón;Calle;S/N;Sector Paillaco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huellanto Alto;Gorbea;Calle;S/N;Sector Huellanto Alto;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Epeukura;Curarrehue;Calle;S/N;Camino a Reilgolil;Pendiente;NO;No Aplica;No Aplica
Hospital de Toltén;Toltén;Calle;636;Elvira Leal;452552250;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Polul Coicoma;Pitrufquén;Calle;S/N;Sector Polul Coicoma;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quitratúe;Gorbea;Calle;S/N;Aldea de Quitratúe;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Puraquina;Pitrufquén;Calle;S/N;Sector Puraquina;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Faja Ricci;Gorbea;Calle;S/N;Sector Faja Ricci;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Porma;Teodoro Schmidt;Calle;S/N;Sector Porma;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Reigolil;Curarrehue;Calle;S/N;Sector Reigolil;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Quemas (Toltén);Toltén;Calle;S/N;Sector Las Quemas;Pendiente;NO;No Aplica;No Aplica
Hospital de Gorbea;Gorbea;Calle;901;Carrera;452552203;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Hualpín;Teodoro Schmidt;Calle;320;Andrés Bello;452197219;NO;No Aplica;No Aplica
SUR Hualpín;Teodoro Schmidt;Calle;320;Andrés Bello;452197219;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Millahuín;Pitrufquén;Calle;S/N;Sector Millahuín;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mahuidanche;Pitrufquén;Calle;669;Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Coipué (Freire);Freire;Calle;S/N;Caserío de Coipué;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Esperanza;Cunco;Calle;S/N;Caserío La Esperanza;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pocoyan;Toltén;Calle;S/N;Sector Camaguey;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Galpones;Pitrufquén;Calle;S/N;Caserío Los Galpones;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Comuy;Pitrufquén;Calle;S/N;Aldea de Comuy;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quetroco;Freire;Calle;S/N;Sector Quetroco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Guiñimo;Freire;Calle;S/N;Sector Guiñimo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quecheregue;Cunco;Calle;S/N;Sector Quecheregue;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Teodoro Schmidt;Teodoro Schmidt;Calle;510;Balmaceda;452664058;NO;No Aplica;No Aplica
SUR Teodoro Schmidt;Teodoro Schmidt;Calle;510;Balmaceda;452664058;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Pichichelle;Teodoro Schmidt;Calle;S/N;Sector Pichichelle;Pendiente;NO;No Aplica;No Aplica
Hospital de Pitrufquén;Pitrufquén;Calle;1235;Manuel Rodríguez;452557200;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Comunitario de Salud Familiar Barros Arana;Teodoro Schmidt;Calle;S/N;1 Poniente, localidad de Barros Arana;452664032;NO;No Aplica;No Aplica
Centro de Salud Familiar Andrés Sandoval Calderón;Cunco;Calle;S/N;Padre Marcelino Huichamil S\N;452578202;NO;No Aplica;No Aplica
SUR Los Laureles;Cunco;Calle;S/N;Freire;452578202;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Radal;Freire;Calle;S/N;Aldea de Radal;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Pitrufquén;Pitrufquén;Calle;330;Francisco Bilbao;452393280;NO;No Aplica;No Aplica
Posta de Salud Rural Yenehue;Teodoro Schmidt;Calle;S/N;Sector Yenehue;Pendiente;NO;No Aplica;No Aplica
SAPU Pitrufquén;Pitrufquén;Calle;585;León Gallo Sur;757600;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Pitrufquén;Pitrufquén;Calle;585;León Gallo Sur;757600;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Ultraestación;Pitrufquén;Calle;S/N;Nueva;452463485;NO;No Aplica;No Aplica
Posta de Salud Rural Lliuco(Freire);Freire;Calle;S/N;Sector Lliuco;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Bosque;Freire;Calle;1248;Errazuriz;452759380 - 452759385;NO;No Aplica;No Aplica
Posta de Salud Rural Leufuche;Cunco;Calle;S/N;Sector Leufuche;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Freire;Freire;Calle;187;Camalez;452391088;NO;No Aplica;No Aplica
Posta de Salud Rural Allipén;Freire;Calle;S/N;Caserío de Allipen;Pendiente;NO;No Aplica;No Aplica
SAPU Freire;Freire;Calle;187;Pedro Camalez;452391088;SI;Urgencia Ambulatoria (SAPU);Corto
SUR QUEPE;Freire;Calle;170;21 de Mayo;452759556;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Huilío;Freire;Calle;S/N;Sector Huilío;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Las Villas;Cunco;Calle;1871;Parque Nahuelbuta, Villa los Parques;452578202 - 452578313;NO;No Aplica;No Aplica
Posta de Salud Rural Las Hortensias;Cunco;Calle;S/N;Aldea Las Hortensias;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Puaucho(Saavedra);Saavedra;Calle;S/N;Sector Puaucho;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Eduardo González Galeno (Cunco);Cunco;Avenida;31;Santa María;452552050;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Número Tres;Saavedra;Calle;410;Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Piedra Alta;Saavedra;Calle;S/N;Sector Piedra Alta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huapi;Saavedra;Calle;S/N;Sector Huapi - Budi;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Queupue;Nueva Imperial;Calle;S/N;Sector Queupue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nohualhue;Teodoro Schmidt;Calle;S/N;Sector Nohualhue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Villa García;Cunco;Calle;S/N;Caserío Villa García;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pto. Domínguez;Saavedra;Calle;S/N;Sector Puerto Rodríguez;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa María Llaima;Melipeuco;Calle;S/N;Sector Santa María Llaima;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alto Boroa;Nueva Imperial;Calle;S/N;Sector Alto Boroa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alto Carén;Melipeuco;Calle;S/N;Sector Alto Carén;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Quepe;Freire;Calle;S/N;Condell;452391082;NO;No Aplica;No Aplica
Posta de Salud Rural La Sierra;Saavedra;Calle;S/N;Sector La Sierra;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Ramón;Padre Las Casas;Calle;S/N;Caserío de San Ramón;Pendiente;NO;No Aplica;No Aplica
SUR San Ramón;Padre Las Casas;Calle;S/N;Caserío de San Ramón;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Melipeuco;Melipeuco;Calle;14;Pedro Aguirre Cerda;452581051;NO;No Aplica;No Aplica
SUR Melipeuco;Melipeuco;Calle;14;Pedro Aguirre Cerda;452581051;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Cumcumllaque;Melipeuco;Calle;S/N;Sector Cumcumllaque;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Deume;Saavedra;Calle;S/N;Sector Deume - Rucatraro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mañío Ducañán;Nueva Imperial;Calle;S/N;Sector Mañío Ducañán;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Molco (Nueva Imperial );Nueva Imperial;Calle;S/N;Sector Molco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Temo;Saavedra;Calle;S/N;Sector El Temo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chucauco;Freire;Calle;S/N;Sector Chucauco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pedregoso (Cunco);Cunco;Calle;S/N;Sector Pedregoso;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Intercultural Boroa Filulawen (D);Nueva Imperial;Calle;S/N;Sector Boroa-Filulawen;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Metrenco;Padre Las Casas;Calle;S/N;Sector Metrenco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Romopulli;Saavedra;Calle;S/N;Sector Romopulli;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Roble Huacho;Padre Las Casas;Calle;S/N;Sector Roble Huacho;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Bochoco;Nueva Imperial;Calle;S/N;Sector Bochoco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Icalma;Lonquimay;Calle;S/N;Sector Icalma;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Laurel Huacho;Padre Las Casas;Calle;S/N;Sector Laurel Huacho;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Catripulli ( Carahue);Carahue;Calle;S/N;Sector Catripulli;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cheucán;Saavedra;Calle;S/N;Sector Cheucán - Butaco;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);Saavedra;Calle;42;Los Araucanos;452558112;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Perquiñán;Saavedra;Calle;S/N;Sector Perquiñán;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Codinhue;Vilcún;Calle;S/N;Sector Codinhue;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Conun Huenu;Padre Las Casas;Avenida;1405;Pulmahue;452742348;NO;No Aplica;No Aplica
SAR Conun Huenu;Padre Las Casas;Avenida;1405;Pulmahue;452742348;SI;Urgencia ambulatoria (SAR);No Aplica
Complejo Asistencial Padre las Casas;Padre Las Casas;Ruta;1398;Ruta 194, Km 0,7 Localidad de Makewe;Red Minsal 450070;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Pulmahue;Padre Las Casas;Avenida;1419;La Quebrada;452332842;NO;No Aplica;No Aplica
Hospital Makewe;Padre Las Casas;Camino;S/N;Camino misión araucana km 12 Comuna de Padre las Casas ;931939862;SI;Urgencia Hospitalaria (UEH);No Aplica
SUR Makewe Pelale;Padre Las Casas;Calle;S/N;Sector Maquehue;452352628;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Agua Tendida;Carahue;Calle;S/N;Sector Agua Tendida;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Las Colinas;Padre Las Casas;Calle;130;Mañil;800500904;NO;No Aplica;No Aplica
Centro de Salud Familiar Labranza;Temuco;Calle;11;Uno Norte;452376675;NO;No Aplica;No Aplica
SAR Labranza;Temuco;Calle;411;Uno Oriente;452376561;SI;Urgencia ambulatoria (SAR);No Aplica
COSAM Padre Las Casas;Padre Las Casas;Calle;1398;Mac-Iver;452990596;NO;No Aplica;No Aplica
SAPU Padre Las Casas;Padre Las Casas;Calle;S/N;Barroso esquina Corvalan;452962020;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Padre Las Casas;Padre Las Casas;Calle;S/N;Barroso;800500905;NO;No Aplica;No Aplica
Centro de Diálisis Nephrocare Padre Las Casas;Padre Las Casas;Avenida;215;Huichahue;452759733;NO;No Aplica;No Aplica
Centro de Salud Familiar Amanecer;Temuco;Calle;1280;Garibaldi;452557300;NO;No Aplica;No Aplica
Posta de Salud Rural Rulo;Nueva Imperial;Calle;S/N;Sector Rulo;Pendiente;NO;No Aplica;No Aplica
SAPU Amanecer;Temuco;Calle;1280;Garibaldi;452557300;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Quifo;Saavedra;Calle;S/N;Sector Quifo-Oñoico;Pendiente;NO;No Aplica;No Aplica
COSAM Amanecer;Temuco;Pasaje;160;Los Lirios, Villa Los Aromos;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Las Quilas;Temuco;Calle;S/N;Los Copihues;452212017;NO;No Aplica;No Aplica
Posta de Salud Rural Truf Truf;Padre Las Casas;Calle;S/N;Sector Truf Truf;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nehuentué;Carahue;Calle;S/N;Aldea de Nehuentué;Pendiente;NO;No Aplica;No Aplica
Laboratorio Inmunológico del Sur - Labisur;Temuco;Avenida;1881;Los Pablos;452201056;NO;No Aplica;No Aplica
SAPU Nueva Imperial;Nueva Imperial;Calle;115;Castellón;452557800;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Nueva Imperial;Nueva Imperial;Calle;258;Gorostiaga;452611063;NO;No Aplica;No Aplica
Centro de Diálisis Los Ángeles Limitada;Nueva Imperial;Calle;634;Baquedano;452612558;NO;No Aplica;No Aplica
Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco);Temuco;Calle;969;Pratt;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco);Temuco;Calle;969;Pratt;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco);Temuco;Calle;969;Pratt;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario SS. Araucanía Sur;Temuco;Calle;969;Arturo Prat;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur);Temuco;Calle;969;Arturo Prat;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Araucanía Sur);Temuco;Calle;969;Arturo Prat;Pendiente;NO;No Aplica;No Aplica
MegaSalud S.A. Centro Médico y Dental Temuco;Temuco;Calle;846;Manuel Bulnes;452642854;NO;No Aplica;No Aplica
Laboratorio Clínico Dra. Ruth Schurch;Temuco;Calle;815;Manuel Bulnes;452232460;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Temuco;Temuco;Calle;850;Andres Bello;227634497;NO;No Aplica;No Aplica
Laboratorio Citopatología Dra. Espejo;Temuco;Calle;765;Andres Bello;452272136;NO;No Aplica;No Aplica
Centro de Salud Gendarmería de Chile (Temuco);Temuco;Calle;751;Bulnes;452646500;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San Antonio;Temuco;Calle;570;Pudeto;452551450;NO;No Aplica;No Aplica
Hospital Intercultural de Nueva Imperial;Nueva Imperial;Calle;115;Castellón;452577866;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diálisis Tecnodial Ltda.;Temuco;Calle;168;Andres Bello;452238346;NO;No Aplica;No Aplica
Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía;Temuco;Calle;1293;Claro Solar;452466386;NO;No Aplica;No Aplica
Laboratorio Clínico Cegnos;Temuco;Calle;687;Antonio Varas Of. 302;452461750-452257666;NO;No Aplica;No Aplica
Servicio Médico Legal Temuco;Temuco;Calle;202;Antonio Varas;(45)749901 - 902 - 903 - 904;NO;No Aplica;No Aplica
Centro Radiológico y Ecotomografico Imagen;Temuco;Calle;341;Varas;452236362;NO;No Aplica;No Aplica
Centro de la Cruz Roja Temuco;Temuco;Calle;676;Carrera;452210750;NO;No Aplica;No Aplica
Centro de Diagnóstico y Tratamiento SIRESA;Temuco;Calle;942;Manuel Montt;452960000;NO;No Aplica;No Aplica
Laboratorio Clínico Marticorena;Temuco;Calle;520;Vicuña Mackenna;452214040;NO;No Aplica;No Aplica
Centro de Diálisis Araucanía Limitada;Temuco;Calle;641;El Bosque;452212875;NO;No Aplica;No Aplica
Laboratorio Clínico Imex;Temuco;Calle;539;Thiers;452204240;NO;No Aplica;No Aplica
Laboratorio Clínico UC Temuco;Temuco;Pasaje;600;El Bosque;452685010-452553900;NO;No Aplica;No Aplica
Hospital Clínico de la Universidad Mayor;Temuco;Avenida;1955;Gabriela;452310282;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Mutual CChC Temuco;Temuco;Avenida;615;Holandesa;452206000;NO;No Aplica;No Aplica
Laboratorio Sociedad Inmunomédica;Temuco;Calle;1745;Lago Puyehue;452955501;NO;No Aplica;No Aplica
Instituto de Mamografía Limitada;Temuco;Calle;621;Dinamarca;452216210;NO;No Aplica;No Aplica
Centro de Diálisis Villarrica Limitada;Temuco;Calle;621;Dinamarca;452204280;NO;No Aplica;No Aplica
Centro Diagnóstico Histopatología Citopatología;Temuco;Calle;621;Dinamarca;452204216;NO;No Aplica;No Aplica
Centro de Salud Familiar Metodista (D);Temuco;Calle;1449;Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
Centro de Imagenología y Diagnóstico;Temuco;Calle;1745;Lago Puyehue;452654002;NO;No Aplica;No Aplica
Laboratorio Clínico Bioanalisis;Temuco;Calle;350;Arturo Prat;452239146;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Alto;Nueva Imperial;Calle;586;San Pedro;452683253 - 452683254;NO;No Aplica;No Aplica
Clínica Alemana de Temuco;Temuco;Calle;645;Senador Estebanez;452201201;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital Dr. Hernán Henríquez Aravena (Temuco);Temuco;Calle;115;Montt;452296537;SI;Urgencia Hospitalaria (UEH);No Aplica
SAR Miraflores;Temuco;Calle;1369;Miraflores;452555047;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Referencia de Salud Miraflores;Temuco;Calle;1369;Miraflores;452555002;NO;No Aplica;No Aplica
Centro de Salud Familiar Miraflores (Temuco);Temuco;Calle;1369;Miraflores;452555002;NO;No Aplica;No Aplica
Centro CONIN Temuco;Temuco;Calle;670;Catrihuala;452210195;NO;No Aplica;No Aplica
Clínica Oncológica CIDO SpA;Temuco;Calle;599;Hochstetter, Oficinas 602 y 603;452657374;NO;No Aplica;No Aplica
SAPU Santa Rosa;Temuco;Calle;316;Pircunche;452224626;SI;Urgencia Ambulatoria (SAPU);Corto
Sociedad de Imagenología Clínica Bioimagen Ltda.;Temuco;Calle;299;Prieto Norte;452955999;NO;No Aplica;No Aplica
Laboratorio Clínico Medisur;Temuco;Calle;299;Prieto Norte;452955900;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Rosa;Temuco;Calle;316;Pircunche;452555803;NO;No Aplica;No Aplica
Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía;Temuco;Calle;899;Miraflores;Pendiente;NO;No Aplica;No Aplica
Hospital del Trabajador AChS de Temuco;Temuco;Calle;324;Francia;452295700;NO;No Aplica;No Aplica
Unidad de Imagenología Sorema del Sur;Temuco;Calle;324;Francia;452230474;NO;No Aplica;No Aplica
Laboratorio Clínico Municipalidad de Temuco;Temuco;Avenida;165;Prieto Norte;45 2215564;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Temuco 2;Temuco;Avenida;895;Alemania, Local 5;227634497;NO;No Aplica;No Aplica
Clínica Dental Móvil Pat. UXU-852-0 (Temuco);Temuco;Avenida;659;Balmaceda, interior Liceo Pablo Neruda;Pendiente;NO;No Aplica;No Aplica
Laboratorio Inmunolab SpA;Temuco;Calle;159;Trizano, Oficina 12;963887339;NO;No Aplica;No Aplica
Posta de Salud Rural Calof;Saavedra;Calle;S/N;Sector Calof;Pendiente;NO;No Aplica;No Aplica
Instituto Teletón Temuco;Temuco;Calle;390;Aldunate;452208511;NO;No Aplica;No Aplica
Centro de Salud CIREPLAST;Temuco;Avenida;40;España;452730067;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Temuco;Temuco;Avenida;1955;Gabriela Mistral;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico MegaSalud Temuco;Temuco;Avenida;1955;Gabriela Mistral;452310251;NO;No Aplica;No Aplica
Centro de Salud Familiar Villa Alegre;Temuco;Calle;S/N;Argentina;800500909;NO;No Aplica;No Aplica
SAPU Villa Alegre;Temuco;Avenida;820;Argentina;452365196;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Codopille;Padre Las Casas;Calle;S/N;Sector Codopille;Pendiente;NO;No Aplica;No Aplica
COSAM Temuco;Temuco;Calle;51;Vicuña Mackenna;452557550;NO;No Aplica;No Aplica
Centro de Salud Familiar Pueblo Nuevo;Temuco;Calle;2815;Nahuelbuta;452558260;NO;No Aplica;No Aplica
SAPU Pueblo Nuevo;Temuco;Calle;2815;Nahuelbuta;452220038;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Carahue;Carahue;Calle;565;Ercilla;452681577;NO;No Aplica;No Aplica
SAR Pedro de Valdivia;Temuco;Calle;1051;Chivilcán;452732836;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Pedro de Valdivia;Temuco;Calle;910;Chivilcán;452348388;NO;No Aplica;No Aplica
Centro de Salud Familiar El Carmen;Temuco;Calle;100;Los Compositores;452643500;NO;No Aplica;No Aplica
