Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Posta de Salud Rural Ramadilla;Combarbalá;Calle;S/N;Ramadilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Espíritu Santo;Canela;Calle;S/N;Sector Espíritu Santo;Pendiente;NO;No Aplica;No Aplica
Hospital San Juan de Dios (Combarbalá);Combarbalá;Calle;650;Comercio;532663464;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Hornillos;Ovalle;Calle;S/N;Calle única Hornillos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Durazno(Combarbalá);Combarbalá;Calle;S/N;Quebrada El Durazno;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quilitapia;Combarbalá;Calle;S/N;Quilitapia;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Barrancas;Combarbalá;Calle;S/N;Barrancas;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Cogotí 18;Combarbalá;Calle;S/N;Cogotí;56 9 93355268;NO;No Aplica;No Aplica
Posta de Salud Rural El Sauce (Combarbalá);Combarbalá;Calle;S/N;El Sauce;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Pedro de Quiles;Punitaqui;Calle;S/N;Sector San Pedro de Quiles;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Ligua;Combarbalá;Calle;S/N;La Ligua;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Huacho;Combarbalá;Calle;S/N;El Huacho;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ramadas de Tulahuén;Monte Patria;Calle;S/N;Camino Único Ramadas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Lorenzo (Combarbalá);Combarbalá;Calle;S/N;San Lorenzo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tulahuén;Monte Patria;Calle;S/N;Calle única Tulahuén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Marcos (Combarbalá);Combarbalá;Calle;S/N;Sector San Marcos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Parral de Quiles;Punitaqui;Calle;S/N;Sector El Parral de Quiles;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Manquehua;Combarbalá;Calle;S/N;Manquehua;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Chañaral Alto;Monte Patria;Calle;S/N;Bernardo O'Higgins;532711332;NO;No Aplica;No Aplica
Posta de Salud Rural Cerro Blanco;Ovalle;Calle;S/N;Sector Cerro Blanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pedregal;Monte Patria;Calle;S/N;Calle única Pedregal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Carén;Monte Patria;Calle;S/N;Mac-Iver;532726007;NO;No Aplica;No Aplica
Posta de Salud Rural Divisadero;Punitaqui;Calle;S/N;Sector Divisadero;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huatulame;Monte Patria;Calle;S/N;Carretera;532711601;NO;No Aplica;No Aplica
Centro de Salud Familiar Punitaqui;Punitaqui;Calle;S/N;Carlos Galleguillos;532731027;NO;No Aplica;No Aplica
SUR Punitaqui;Punitaqui;Calle;S/N;Carlos Galleguillos;532731027;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural El Maitén;Monte Patria;Calle;S/N;Calle única El Maitén;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar El Palqui;Monte Patria;Calle;S/N;Pedro León Gallo;532711072;NO;No Aplica;No Aplica
Posta de Salud Rural Alcones Bajo;Ovalle;Calle;S/N;Sector Alcones Bajo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mialqui;Monte Patria;Calle;S/N;Calle única El Mialqui;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chilecito;Monte Patria;Calle;S/N;Calle única Chilecito;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chalinga;Ovalle;Calle;S/N;Sector Chalinga;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Hacienda Valdivia;Monte Patria;Calle;S/N;Calle única Hacienda Valdivia;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Camarico (Ovalle);Ovalle;Calle;S/N;Camino público Camarico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rapel (Monte Patria);Monte Patria;Calle;S/N;Aldea Rapel;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Monte Patria;Monte Patria;Calle;80;Poniu;532711027;NO;No Aplica;No Aplica
SAR Monte Patria;Monte Patria;Calle;172;Proyectada 5;532426022;SI;Urgencia ambulatoria (SAR);No Aplica
Clínica Dental Móvil Triple. Pat. PW4100 (Monte Patria);Monte Patria;Calle;110;Balmaceda;532711058;NO;No Aplica;No Aplica
Posta de Salud Rural Barraza;Ovalle;Calle;S/N;Calle única;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Colonia Limarí;Ovalle;Calle;65;Francisco Barraza, Sector Pueblo Limarí;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Sotaquí;Ovalle;Calle;S/N;Camino Al Guindo;532632792;NO;No Aplica;No Aplica
SUR Sotaquí;Ovalle;Calle;S/N;Camino Al Guindo;532632792;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Los Copihues;Ovalle;Calle;S/N;Río Loa, sector Los Leices;512532830;NO;No Aplica;No Aplica
Posta de Salud Rural Las Sossas;Ovalle;Calle;S/N;Calle única;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Fray Jorge;Ovalle;Calle;543;Jorge Edward;Pendiente;NO;No Aplica;No Aplica
SAPU Fray Jorge;Ovalle;Calle;543;Jorge Edwards;971392936;SI;Urgencia Ambulatoria (SAPU);Pendiente
Laboratorio Clínico Bionet S.A. - Ovalle;Ovalle;Calle;456;Libertad;532625073;NO;No Aplica;No Aplica
Laboratorio Clínico Medilab Ltda.;Ovalle;Calle;280;Miguel Aguirre;532625876;NO;No Aplica;No Aplica
Clínica del Trabajador de la AChS Ovalle;Ovalle;Calle;132;Miguel Aguirre Perry;532624619;NO;No Aplica;No Aplica
Laboratorio Clínico Ariztía Ltda.;Ovalle;Calle;211;Socos;532629811;NO;No Aplica;No Aplica
Laboratorio Clínico Limarí;Ovalle;Calle;76;Socos;532423104;NO;No Aplica;No Aplica
Hospital Dr. Antonio Tirado Lanas de Ovalle;Ovalle;Avenida;1550;Manuel Peñafiel;532663194;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Marcos Macuada;Ovalle;Calle;260;Covarrubias;532632535;NO;No Aplica;No Aplica
SAR Marcos Macuada;Ovalle;Calle;260;Covarrubias;532624407;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Mutual CChC Ovalle;Ovalle;Calle;386;Los Peñones;532620024;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San José de la Dehesa;Ovalle;Calle;S/N;Soldado Sánchez;532663950;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Limarí;Ovalle;Calle;1328;Diaguitas;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Jorge Jordán Domic;Ovalle;Calle;794;Magallanes Moure;532624562;NO;No Aplica;No Aplica
SAPU Jorge Jordán Domic;Ovalle;Calle;794;Magallanes Moure;532624562;SI;Urgencia Ambulatoria (SAPU);Corto
Laboratorio Clínico San Andrés;Ovalle;Calle;293;Manuel Peñafiel;532620369;NO;No Aplica;No Aplica
Servicio Médico Legal Ovalle;Ovalle;Avenida;1450;La Paz;(53)2622890;NO;No Aplica;No Aplica
SUR Tamaya;Ovalle;Calle;S/N;Cerrillos de Tamaya;532631005;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Cerrillos de Tamaya;Ovalle;Calle;S/N;Cerrillos de Tamaya;532631005;NO;No Aplica;No Aplica
Hospítal Ovalle Antiguo;Ovalle;Calle;7;Ariztia Poniente;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Huamalata;Ovalle;Calle;S/N;Pueblo de Huamalata;532633003;NO;No Aplica;No Aplica
Posta de Salud Rural Recoleta;Ovalle;Calle;S/N;Camino Público;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tabaqueros;Río Hurtado;Calle;S/N;Camino único Tabaqueros;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Samo Alto;Río Hurtado;Calle;S/N;Calle única Samo Alto;532691634;NO;No Aplica;No Aplica
SUR Pichasca;Río Hurtado;Calle;S/N;Calle Única;532691634;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Pichasca;Río Hurtado;Calle;S/N;Calle Única;532691634;NO;No Aplica;No Aplica
Posta de Salud Rural Las Breas (Río Hurtado);Río Hurtado;Calle;S/N;Calle única;Pendiente;NO;No Aplica;No Aplica
Estación Médica Rural El Tangue;Coquimbo;Calle;S/N;Sector El Tangue;51 2685061;NO;No Aplica;No Aplica
Posta de Salud Rural Serón;Río Hurtado;Calle;S/N;Calle única Serón;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Chañar;Río Hurtado;Calle;S/N;Camino único El Chañar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Hurtado;Río Hurtado;Calle;S/N;Camino único Hurtado;532691816;NO;No Aplica;No Aplica
Centro de Salud Familiar Tongoy;Coquimbo;Calle;127;Fundición Norte;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. José Arraño (Andacollo);Andacollo;Calle;2;Urmeneta;512331096;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Tambillo;Coquimbo;Calle;22;Covadonga;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Guanaqueros;Coquimbo;Avenida;4850;Guanaqueros;512395766;NO;No Aplica;No Aplica
Posta de Salud Rural Horcón (Paiguano);Paiguano;Calle;S/N;Calle única sector plaza;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pisco Elqui;Paiguano;Pasaje;S/N;Los Copihues;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Monte Grande;Paiguano;Calle;S/N;Calle única;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Rural Pan de Azúcar;Coquimbo;Calle;S/N;Callejón Ripamonti, Pan de Azúcar;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Peralillo Vicuña;Vicuña;Calle;S/N;Calle Principal;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Zuleta y Pinto;Vicuña;Calle;201;Sargento Aldea;512411470;NO;No Aplica;No Aplica
Posta de Salud Rural El Tambo (Vicuña);Vicuña;Calle;S/N;22 de Mayo 88, Aldea El Tambo;Pendiente;NO;No Aplica;No Aplica
Hospital San Juan de Dios (Vicuña);Vicuña;Calle;591;Arturo Prat;512333176;SI;Urgencia Hospitalaria (UEH);No Aplica
SUR Paihuano;Paiguano;Calle;S/N;Balmaceda;512451006;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Paihuano;Paiguano;Calle;S/N;Balmaceda;512451006;NO;No Aplica;No Aplica
Centro de Salud Familiar San Isidro Calingasta;Vicuña;Calle;101;18 de Septiembre, localidad de Calingasta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Diaguitas;Vicuña;Calle;S/N;Los Perales 2, Aldea Diaguitas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Gualliguaica;Vicuña;Calle;S/N;Calle Principal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar El Sauce;Coquimbo;Calle;851;Los Olivos, Sector El Sauce;51-2 570169;NO;No Aplica;No Aplica
SAPU El Sauce;Coquimbo;Calle;851;Los Olivos, Sector El Sauce;512420801;SI;Urgencia Ambulatoria (SAPU);Pendiente
Centro Comunitario de Salud Familiar Punta Mira;Coquimbo;Calle;2840;Dr. Ramón Gorroño León;513333110;NO;No Aplica;No Aplica
Unidad de Salud del Establecimiento Penitenciario de La Serena;La Serena;Calle;S/N;Huachalalume;512421156;NO;No Aplica;No Aplica
Posta de Salud Rural El Molle;Vicuña;Calle;S/N;Balmaceda;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Rojas;La Serena;Calle;S/N;Principal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rivadavia;Vicuña;Calle;46;O'Higgins;Pendiente;NO;No Aplica;No Aplica
SAPU San Juan;Coquimbo;Calle;S/N;J.J Oliver;512262591;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar San Juan;Coquimbo;Calle;S/N;J.J. Oliver;512331110;NO;No Aplica;No Aplica
SAPU Dr. Sergio Aguilar;Coquimbo;Avenida;1035;Alessandri esquina Lenox;512325404;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. Sergio Aguilar Delgado;Coquimbo;Avenida;1035;Alessandri;512325404;NO;No Aplica;No Aplica
Hospital San Pablo (Coquimbo);Coquimbo;Avenida;S/N;Videla;512336715;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud IST Coquimbo;Coquimbo;Avenida;519;Alessandri;512316528;NO;No Aplica;No Aplica
Laboratorio Clínico Hemolab Ltda.;Coquimbo;Calle;288;Alessandri;512311939;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad Coquimbo;Coquimbo;Calle;2;Profesor Zepeda;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Estudiantil - Universidad Católica del Norte;Coquimbo;Calle;1281;Larrondo;512205982;NO;No Aplica;No Aplica
COSAM Tierras Blancas (CESAM);Coquimbo;Calle;895;Linares;512246340;NO;No Aplica;No Aplica
SAR Tierras Blancas;Coquimbo;Calle;915;Linares;512241752;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Tierras Blancas;Coquimbo;Calle;915;Linares;512241752;NO;No Aplica;No Aplica
Centro de especialidades Médicas (CEMCO);Coquimbo;Calle;580;Colo Colo;512322132;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Coquimbo;Coquimbo;Avenida;86;General Baquedano;27638962;NO;No Aplica;No Aplica
Laboratorio Clínico Hermanos Muñoz Flores;Coquimbo;Calle;405;Henriquez;512321920;NO;No Aplica;No Aplica
Sociedad Propedia Ltda.;Coquimbo;Calle;311;Portales;512319549;NO;No Aplica;No Aplica
Centro de Salud Familiar Lila Cortés Godoy;Coquimbo;Calle;1405;Regimiento Arica, Tierras Blancas;512336032;NO;No Aplica;No Aplica
SAPU Lila Cortés;Coquimbo;Calle;1405;Regimiento Arica, Tierras Blancas;99979640;SI;Urgencia Ambulatoria (SAPU);Corto
Laboratorio Clínico Los Olivos;Coquimbo;Calle;407-409;Borgoño;512321214;NO;No Aplica;No Aplica
Cruz Roja de Coquimbo;Coquimbo;Calle;1035;Melgarejo;512311166;NO;No Aplica;No Aplica
Posta de Salud Rural Talcuna;Vicuña;Calle;S/N;Los Álamos;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Cecilia;Coquimbo;Calle;1100;Las Heras;512321108;NO;No Aplica;No Aplica
SAPU Santa Cecilia;Coquimbo;Calle;1100;Las Heras;512321108;SI;Urgencia Ambulatoria (SAPU);Corto
Laboratorio Clínico Xima Ltda.;Coquimbo;Calle;S/N;Regimiento Arica los Lagos;512244758;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa el Indio;La Serena;Calle;S/N;Las Lúcumas;512336020;NO;No Aplica;No Aplica
Posta de Salud Rural Algarrobito;La Serena;Calle;S/N;Callejón Carlos Mery;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cardenal Caro;La Serena;Avenida;S/N;4 Esquinas;512296963;NO;No Aplica;No Aplica
SAPU Cardenal Caro;La Serena;Avenida;S/N;4 Esquinas;512571836;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Médico y Vacunatorio EAD;La Serena;Calle;2673;Francisco Ariztia;(51) 2293122;NO;No Aplica;No Aplica
Instituto Teletón Coquimbo;La Serena;Avenida;60;Cuatro Esquinas;512335700-952261798;NO;No Aplica;No Aplica
Policlínico Universidad Pedro de Valdivia;La Serena;Avenida;70;Cuatro Esquinas;990406974;NO;No Aplica;No Aplica
Centro Médico Vital Mas;La Serena;Avenida;1707;Raúl Bitran;56512439197;NO;No Aplica;No Aplica
Centro Médico EMI;La Serena;Avenida;1750;Juan Cisternas;512418200;NO;No Aplica;No Aplica
Laboratorio Clínico Analyser Ltda.;La Serena;Calle;762;República;512544700;NO;No Aplica;No Aplica
Sociedad de Profesionales de Hemodiálisis Ltda.;La Serena;Calle;425;Juan Soldado;512213272;NO;No Aplica;No Aplica
SAPU Pedro Aguirre Cerda;La Serena;Calle;918;Emilio Bello;512270680;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Pedro Aguirre Cerda;La Serena;Calle;918;Emilio Bello;512253882;NO;No Aplica;No Aplica
Sociedad de Profesionales de Huanhuali Ltda.;La Serena;Calle;440;Huanhualí;512487944;NO;No Aplica;No Aplica
Laboratorio Clínico MegaSalud S.A.;La Serena;Calle;186;Huanhualí;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC La Serena;La Serena;Calle;186;Huanhualí;512221991;NO;No Aplica;No Aplica
Centro Médico y Dental MegaSalud La Serena;La Serena;Calle;186;Huanhualí;512337400;NO;No Aplica;No Aplica
Policlínico de Funcionarios de Gendarmería de Chile La Serena;La Serena;Calle;1521;Las Rojas Poniente;979866405;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - La Serena;La Serena;Avenida;1459;Estadio;512217128;NO;No Aplica;No Aplica
Clínica Regional Elqui;La Serena;Avenida;1475;El Santo;512332300;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Clínico Integramédica;La Serena;Avenida;1400;Alberto Solari;512207747;NO;No Aplica;No Aplica
Centro Médico Integramédica La Serena;La Serena;Calle;1400;Alberto Solari;512207700;NO;No Aplica;No Aplica
Laboratorio de Anatomía Patológica Histomed;La Serena;Calle;1165;Humberto Marín Williams;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Novolab;La Serena;Calle;785;Amunategui, of 226 y 227, interior edificio Arenas de Amunategui;512406494;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental La Serena;La Serena;Calle;1115;Balmaceda;27638962;NO;No Aplica;No Aplica
Laboratorio Clínico IMATEC Ltda.;La Serena;Calle;673;Anfion Muñoz;512224509;NO;No Aplica;No Aplica
Laboratorio Clínico Santa María de La Serena Ltda.;La Serena;Calle;1015;Balmaceda;512550151;NO;No Aplica;No Aplica
Vacunatorio Ad Hominem;La Serena;Calle;1015;Balmaceda;992540004;NO;No Aplica;No Aplica
Hospital San Juan de Dios (La Serena);La Serena;Calle;916;Balmaceda;512333378;SI;Urgencia Hospitalaria (UEH);No Aplica
Servicio Médico Legal La Serena;La Serena;Calle;2020;ColoColo;(51)2219488;NO;No Aplica;No Aplica
Policlínico del Trabajador AChS La Serena;La Serena;Calle;947;Balmaceda;512335500;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Coquimbo;La Serena;Avenida;795;Francisco de Aguirre;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Coquimbo);La Serena;Avenida;795;Francisco de Aguirre;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Coquimbo);La Serena;Avenida;795;Francisco de Aguirre;Pendiente;NO;No Aplica;No Aplica
SAR Emilio Schaffhauser;La Serena;Avenida;S/N;Francisco de Aguirre;512221203;SI;Urgencia Ambulatoria (SAR);No Aplica
Centro de Salud Familiar Dr. Emilio Schaffhauser;La Serena;Avenida;S/N;Francisco de Aguirre;512221087;NO;No Aplica;No Aplica
Centro de Salud Compañía Minera del Pacífico S.A.;La Serena;Calle;675;Pedro Pablo Muñoz;512203085;NO;No Aplica;No Aplica
Laboratorio Clínico Dra. Gloria Canovas;La Serena;Calle;260;Eduardo de la Barra;512225263;NO;No Aplica;No Aplica
Policlínico Cruz Roja de La Serena;La Serena;Calle;470;Cienfuegos;512224720;NO;No Aplica;No Aplica
Centro Médico y Dental La Serena IVa. Zona de Carabineros Coquimbo;La Serena;Calle;209;Cienfuegos;512222955;NO;No Aplica;No Aplica
Posta de Salud Rural Chapilca;Vicuña;Calle;S/N;Las Rosas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Romero;La Serena;Calle;S/N;Ruta al Romero, Aldea Romero;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Arcos de Pinamar;La Serena;Calle;2061;Salvador Reyes esquina Brillador;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lambert;La Serena;Pasaje;4270;Ernestina Aguirre;512251532;NO;No Aplica;No Aplica
Centro de Diálisis Clinidial Las Compañías;La Serena;Calle;1791;Santo Domingo;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena;La Serena;Avenida;S/N;La Paz;512257782;NO;No Aplica;No Aplica
SAR Raúl Silva Henríquez;La Serena;Avenida;2070;La Paz;512333893 - 512333892;SI;Urgencia ambulatoria (SAR);No Aplica
SAPU Las Compañías;La Serena;Calle;S/N;Esmeralda;512253882;SI;Urgencia Ambulatoria (SAPU);Corto
