Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Centro Comunitario de Salud Familiar Codigua;Melipilla;Calle;688;Ruta G. Km. 8;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Buin;Calle;2825;Francisco Javier Krugger, esquina Juan Osorio, Linderos;226124615;NO;No Aplica;No Aplica
Posta de Salud Rural Las Mercedes ( Isla de Maipo );Isla de Maipo;Calle;S/N;Juan Fco. Fresno, Aldea Villa Las Mercedes;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Isla de Maipo;Isla de Maipo;Calle;1001;Manuel Rodríguez;225744350;NO;No Aplica;No Aplica
SUR Isla de Maipo;Isla de Maipo;Calle;1001;Manuel Rodríguez;225744350;SI;Urgencia Ambulatoria (SUR);No Aplica
SAPU Isla de Maipo;Isla de Maipo;Calle;1001;Manuel Rodríguez;225744350;SI;Urgencia Ambulatoria (SAPU);Corto
SAPU Buin;Buin;Calle;703;Errázuriz;225179292;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. Héctor García;Buin;Calle;703;Errázuriz;800500475;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar La Islita;Isla de Maipo;Calle;279;El Maitén;225744381;NO;No Aplica;No Aplica
Centro de Salud Familiar Alto Jahuel;Buin;Calle;S/N;Camino Miraflores, Ciudad Alto Jahuel;Pendiente;NO;No Aplica;No Aplica
SUR Alto Jahuel;Buin;Calle;S/N;Camino Miraflores, Ciudad Alto Jahuel;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Maipo;Buin;Calle;S/N;Bellavista;228221180;NO;No Aplica;No Aplica
SUR Maipo;Buin;Calle;S/N;Bellavista;228221180;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar La Islita;Isla de Maipo;Calle;4517;Río Maipo, Villa El Maitén, La Islita;Pendiente;NO;No Aplica;No Aplica
Centro Médico y Dental Santa Catalina;Buin;Calle;436;Anibal Pinto;224892500;NO;No Aplica;No Aplica
Hospital San Luis (Buin);Buin;Calle;240;Arturo Prat;225765800;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Médico KINEROD;Buin;Calle;488;Manuel Bulnes;56942698815;NO;No Aplica;No Aplica
Posta de Salud Rural Las Mercedes ( María Pinto );Maria Pinto;Calle;S/N;Aldea Las Mercedes;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Loica;San Pedro;Calle;S/N;Aldea Loica;Pendiente;NO;No Aplica;No Aplica
Centro Asistencial AChS Buin;Buin;Calle;755;Condell;228211490;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San Vicente de Naltagua;Isla de Maipo;Avenida;7603;San Antonio de Naltagua;950917614 - 228769100;NO;No Aplica;No Aplica
Centro de Salud Rural El Principal;Pirque;Calle;113;La Alameda;228547040;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Dr. Héctor García;Buin;Avenida;1591;Nuevo Buin Poniente Exclemencia Sazo;225769900;NO;No Aplica;No Aplica
Posta de Salud Rural Nihue;San Pedro;Calle;S/N;Camino público de la Manga a Nihue Alto S/N;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Francisco Boris Soler;Melipilla;Calle;1650;Silvia Chávez;225745310;NO;No Aplica;No Aplica
SAPU Dr. Francisco Boris Soler;Melipilla;Calle;1650;Silva Chávez;228318350;SI;Urgencia Ambulatoria (SAPU);Corto
Servicio Médico Legal Melipilla;Melipilla;Avenida;1415;La Concepción, Santiago;28313496;NO;No Aplica;No Aplica
Hospital San José (Melipilla);Melipilla;Calle;551;O'Higgins;225745555;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural El Recurso;Buin;Calle;S/N;Camino Público Fundo Recurso, Aldea El Recurso;Pendiente;NO;No Aplica;No Aplica
COSAM Melipilla;Melipilla;Calle;830;Pardo;225745850;NO;No Aplica;No Aplica
Centro de Salud La Araucana Salud;Melipilla;Calle;592;Libertad;228321313;NO;No Aplica;No Aplica
Clínica San Agustín de Melipilla;Melipilla;Calle;473;San Agustín;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lo Chacón;El Monte;Pasaje;1214;Los Plátanos, Villa Los Álamos 3;225688070;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Melipilla;Melipilla;Calle;561-565;Plaza de Armas;6007071010;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Melipilla;Melipilla;Calle;270;San Agustín;228324942;NO;No Aplica;No Aplica
Centro de Salud Familiar Florencia;Melipilla;Calle;1923;Libertad;224897913;NO;No Aplica;No Aplica
SAPU El Monte;El Monte;Avenida;531;Los Libertadores;225743102;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar El Monte;El Monte;Avenida;531;Avda. Los Libertadores N° 531                                Avda. Los Libertadores N° 1739;225743103;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Edelberto Elgueta;Melipilla;Calle;1576;Arza;225743550;NO;No Aplica;No Aplica
SAPU Dr. Edelberto Elgueta;Melipilla;Calle;1576;Arza;228311159;SI;Urgencia Ambulatoria (SAPU);Corto
Clínica del Trabajador AChS;Melipilla;Calle;710;Merced;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Obispo Pablo Lizama;Melipilla;Calle;2091;Guillermo Vera;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Los Presidentes;Talagante;Avenida;1100;Salvador Allende, Villa Los Presidentes;226124470;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Padre Demetrio Bravo;Melipilla;Calle;60;Ignacio Carrera Pinto;225759850;NO;No Aplica;No Aplica
Clínica Los Maitenes;Melipilla;Calle;S/N;Autopista del Sol, km. 70;228705800;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Santa Rita;Pirque;Calle;S/N;Camino Las Rozas;228546513;NO;No Aplica;No Aplica
COSAM Pirque;Pirque;Calle;S/N;Camino las Rozas;228546513;NO;No Aplica;No Aplica
Posta de Salud Rural Los Morros;Buin;Calle;S/N;Camino Padre Hurtado, Sector Los Morros;Pendiente;NO;No Aplica;No Aplica
SAPU Dr. Alberto Allende Jones;Talagante;Calle;2049;Esmeralda;225919105;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. Alberto Allende Jones;Talagante;Calle;2049;Esmeralda;225919106;NO;No Aplica;No Aplica
COSAM Talagante;Talagante;Calle;2049;Esmeralda;225743505;NO;No Aplica;No Aplica
Posta de Salud Rural San Vicente;Pirque;Calle;S/N;San Vicente;228547038;NO;No Aplica;No Aplica
Hospital Adalberto Steeger (Talagante);Talagante;Calle;1458;Balmaceda;225744252;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Asistencial AChS Talagante;Talagante;Calle;112;21 de Mayo;228152249;NO;No Aplica;No Aplica
Centro Médico Clínica Maitenes - Talagante;Talagante;calle;1081;21 de mayo;228282505;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lo Herrera;San Bernardo;Calle;8282;Volcán Guallatiri;225769920;NO;No Aplica;No Aplica
Centro de Salud Esmeralda;Talagante;Calle;1062;Esmeralda, Piso 2, Oficina 14;228150210;NO;No Aplica;No Aplica
SAPU Marcela Jacques Vargas;Talagante;Calle;750;Francisco Chacón;225919151;SI;Urgencia Ambulatoria (SAPU);Corto
SAR Oriente María Eugenia Torres;Talagante;Pasaje;1075;Quemchi, Villa Mónaco;225688080 - 225688090;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Mutual CChC Talagante;Talagante;Calle;993;Enrique Alcalde;228155108;NO;No Aplica;No Aplica
Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Melipilla;Calle;354;Artesana Julita Vera;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Ribera del Maipo;San Bernardo;Calle;S/N;Parcela San Adolfo BC-1. Cancha San Adolfo;225769920;NO;No Aplica;No Aplica
Hospital San José de Maipo;San José de Maipo;Avenida;19856;Comercio;225762700;SI;Urgencia Hospitalaria (UEH);No Aplica
COSAM San José de Maipo;San José de Maipo;Calle;S/N;1 Sur con calle del Cerro;225762760;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Inés;Calera de Tango;Calle;S/N;Camino Santa Inés;228552191;NO;No Aplica;No Aplica
Centro de Salud Familiar Calera de Tango;Calera de Tango;Calle;S/N;Lonquén Sur;228557292;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. José Manuel Balmaceda;Pirque;Avenida;385;Virginia Subercaseaux;223858576;NO;No Aplica;No Aplica
SAPU Dr. José Manuel Balmaceda;Pirque;Avenida;385;Virginia Subercaseaux;223857576;SI;Urgencia Ambulatoria (SAPU);Pendiente
Integramédica Mall Plaza Sur;San Bernardo;Avenida;20040;Jorge Alessandri;226366666;NO;No Aplica;No Aplica
Fundación Vida Nueva (Clínica Psiquiátrica);Peñaflor;Avenida;26;Berlín A-1;988293339;NO;No Aplica;No Aplica
Centro de Salud Familiar Cardenal Silva Henríquez;Puente Alto;Calle;3345;San Pedro;224854202;NO;No Aplica;No Aplica
SAPU Cardenal Silva Henríquez de Puente Alto;Puente Alto;Calle;3345;Estación El Canelo;224854201;SI;Urgencia Ambulatoria (SAPU);Largo
SAPU Karol Wojtyla;Puente Alto;Calle;4110;Curaco de Vélez;224854501;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Karol Wojtyla;Puente Alto;Calle;4110;Curaco de Vélez;224854500;NO;No Aplica;No Aplica
Centro de Salud Familiar Los Bajos de San Agustín;Calera de Tango;Avenida;S/N;Calera de Tango;228551600;NO;No Aplica;No Aplica
SUR Los Bajos de San Agustín;Calera de Tango;Avenida;S/N;Calera de Tango;228551600;SI;Urgencia Ambulatoria (SUR);No Aplica
Clínica de Cirugía Plástica;San Bernardo;Avenida;321;Colón;228596291;NO;No Aplica;No Aplica
Centro de Salud Familiar San Gerónimo;Puente Alto;Calle;1203;San Pedro;224854351;NO;No Aplica;No Aplica
SAPU San Gerónimo;Puente Alto;Calle;1203;San Pedro;224854351;SI;Urgencia Ambulatoria (SAPU);Largo
Posta de Salud Rural Puntilla;Pirque;Calle;S/N;Ramón Subercaseaux;228546033;NO;No Aplica;No Aplica
Centro Especialidades Primarias San Lazaro;Puente Alto;Calle;1092;Sargento Menadier;224854401;NO;No Aplica;No Aplica
COSAM CEIF Centro;Puente Alto;Calle;70;Tocornal;224344482;NO;No Aplica;No Aplica
Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Puente Alto;Avenida;1815;Circunvalación;228515215;NO;No Aplica;No Aplica
Centro de Referencia de Salud Hospital Provincia Cordillera;Puente Alto;Calle;2061;Eyzaguirre;226123200;NO;No Aplica;No Aplica
SAPU Padre Joan Alsina;San Bernardo;Calle;5;Márquez de la Plata;225766050;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Padre Joan Alsina;San Bernardo;Calle;5;Márquez de la Plata;Pendiente;NO;No Aplica;No Aplica
COSAM Puente Alto;Puente Alto;Calle;152;Tocornal;Pendiente;NO;No Aplica;No Aplica
Integramédica Puente Alto;Puente Alto;Avenida;26;Concha;226207500;NO;No Aplica;No Aplica
Servicios Médicos PEÑASalud;Peñaflor;Avenida;3051;Vicuña Mackenna;569 72165476;NO;No Aplica;No Aplica
Centro de Salud Familiar Vista Hermosa;Puente Alto;Calle;275;Los Pinos;224344485;NO;No Aplica;No Aplica
Clínica Policenter;Puente Alto;Calle;165;21 de Mayo;223933000;NO;No Aplica;No Aplica
Centro Asistencial AChS Peñaflor;Peñaflor;Calle;1294;Vicuña Mackenna;228125741;NO;No Aplica;No Aplica
SAPU Dr. Fernando Monckeberg;Peñaflor;Calle;73;Concepcion;228123726;SI;Urgencia Ambulatoria (SAPU);Corto
Hospital de Peñaflor;Peñaflor;Calle;214;José Miguel Carrera;225742500;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dr. Fernando Monckeberg;Peñaflor;Calle;73;La Concepción;225745750;NO;No Aplica;No Aplica
Clínica Astra Puente Alto;Puente Alto;Calle;140;Tocornal;228722264;NO;No Aplica;No Aplica
Centro Medico de Clínica Maitenes Peñaflor;Peñaflor;Calle;750;Calle Balmaceda N°750, Local 5;56 228705900;NO;No Aplica;No Aplica
Centro de Salud Familiar Peñaflor;Peñaflor;Calle;1000;Costa Rica;Pendiente;NO;No Aplica;No Aplica
SAPU Peñaflor;Peñaflor;Calle;1000;Costa Rica;225688021;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. Alejandro del Río;Puente Alto;Calle;105;Gandarillas;222454101;NO;No Aplica;No Aplica
SAPU Dr. Alejandro del Río;Puente Alto;Calle;105;Gandarillas;222454101;SI;Urgencia Ambulatoria (SAPU);Largo
Centro Vida Integra de Puente Alto;Puente Alto;Calle;63;Ernesto;224107400;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Puente Alto;Puente Alto;Avenida;625;Concha y Toro, Local 4 y 12 al 15;6007071010;NO;No Aplica;No Aplica
Laboratorio Medicina Nuclear Sur Ltda;Puente Alto;Avenida;648;Concha;228500172;NO;No Aplica;No Aplica
Vacunatorio Home Nursing;Puente Alto;Avenida;648;Concha y Toro;229855162;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Puente Alto;Puente Alto;Calle;66;Teniente Bello;223555850;NO;No Aplica;No Aplica
Centro Asistencial AChS Puente Alto;Puente Alto;Calle;135;Teniente Bello;223478900;NO;No Aplica;No Aplica
COSAM Peñaflor;Peñaflor;Avenida;160;Miraflores;225746000;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Las Hortensias;San Bernardo;Avenida;1789;Carlos Condell;222619340;NO;No Aplica;No Aplica
SAPU Raúl Brañes F.;San Bernardo;Calle;1036;Carlos Condell;228451934;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Raúl Brañes F.;San Bernardo;Avenida;1036;Carlos Condell;800500467 - 224290201;NO;No Aplica;No Aplica
Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);San Bernardo;Calle;1202;San Alfonso;225769920;NO;No Aplica;No Aplica
SAPU Raúl Cuevas (Ex San Bernardo);San Bernardo;Calle;1201;San Alfonso;228799295;SI;Urgencia Ambulatoria (SAPU);Largo
Clínica Santa Lucía;San Bernardo;Calle;717;Victoria;223907600;NO;No Aplica;No Aplica
Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Puente Alto;Avenida;1693;San Carlos;225879310;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;La Pintana;Avenida;2870;La Primavera, Población Jorge Alessandri Rodríguez, El Castillo;224822410;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental San Bernardo;San Bernardo;Calle;650;Eyzaguirre, Piso 6;6007071010;NO;No Aplica;No Aplica
Laboratorio Scala;San Bernardo;Calle;479;Calle Victoria # 479;56 2228598531;NO;No Aplica;No Aplica
Centro Clínico San Bernardo;San Bernardo;Calle;237;O'Higgins;227199000;NO;No Aplica;No Aplica
Hospital Parroquial de San Bernardo (D);San Bernardo;Calle;4;Libertador Bernardo O'Higgins;223732500;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Vida Integra de San Bernardo;San Bernardo;Calle;513;Urmeneta;224107400;NO;No Aplica;No Aplica
Integramédica Santa Lucía;San Bernardo;Calle;411;Victoria;229855162;NO;No Aplica;No Aplica
Macromédica;San Bernardo;Calle;453;O'Higgins;228562978;NO;No Aplica;No Aplica
Posta de Salud Rural Las Vertientes;San José de Maipo;Calle;2786;Parque Municipal;225761656;NO;No Aplica;No Aplica
Centro de Salud Familiar Laurita Vicuña;Puente Alto;Avenida;2433;Ejército Libertador;224854600;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC San Bernardo;San Bernardo;Calle;339;Freire;228594343;NO;No Aplica;No Aplica
Centro de Salud Familiar El Manzano;San Bernardo;Calle;1876;Camino Santa Teresa;225761241;NO;No Aplica;No Aplica
COSAM San Bernardo;San Bernardo;Calle;14260;Martín de Solís;225761000;NO;No Aplica;No Aplica
Centro de Salud Familiar Confraternidad;San Bernardo;Calle;14210;Martín de Solís;800500466;NO;No Aplica;No Aplica
SAPU Confraternidad;San Bernardo;Calle;14210;Martín de Solís;225689120;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Santiago de Nueva Extremadura;La Pintana;Avenida;13558;Juanita;225750054;NO;No Aplica;No Aplica
SAPU Santiago de Nueva Extremadura;La Pintana;Avenida;13558;Juanita;225750055;SI;Urgencia Ambulatoria (SAPU);Avanzado
COSAM CEIF Puente Alto Norte;Puente Alto;Avenida;2531;Concha y Toro;227975496;NO;No Aplica;No Aplica
Clínica Santa Elena;La Pintana;Calle;2861;Miguel Angel;223242771;NO;No Aplica;No Aplica
Centro Asistencial AChS San Bernardo;San Bernardo;Calle;61;Eysaguirre;228594424;NO;No Aplica;No Aplica
Centro de Salud Familiar Flor Fernández;La Pintana;Avenida;1503;Ciudad de México;225428211;NO;No Aplica;No Aplica
SAPU Juan Pablo II;San Bernardo;Calle;277;Santa Marta;225766150;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Referencia de Salud El Pino;San Bernardo;Avenida;13560;Los Morros;223874500;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Pablo II ( San Bernardo);San Bernardo;Calle;276;Santa Marta;228592168;NO;No Aplica;No Aplica
Hospital El Pino (Santiago, San Bernardo);San Bernardo;Avenida;13560;Padre Hurtado;225767600;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Bernardo Leighton;Puente Alto;Calle;1929;Miguel Ángel;224854250;NO;No Aplica;No Aplica
SAR Padre Manuel Villaseca;Puente Alto;Calle;2312;Luis Matte Larraín;224854301;SI;Urgencia ambulatoria (SAR);No Aplica
SAPU Bernardo Leighton;Puente Alto;Calle;1929;Miguel Ángel;224854250;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Padre Manuel Villaseca;Puente Alto;Calle;2312;Luis Matte Larraín;224854301;NO;No Aplica;No Aplica
COSAM La Pintana;La Pintana;Calle;12834;Patagonia;225457697;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Mario Salcedo;El Bosque;Pasaje;13256;Mar Báltico;Pendiente;NO;No Aplica;No Aplica
SAPU San Rafael;La Pintana;Avenida;12577;Porto Alegre;225453392;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar San Rafael;La Pintana;Avenida;12577;Porto Alegre;225453392;NO;No Aplica;No Aplica
Hospital Psiquiátrico El Peral (Santiago, Puente Alto);Puente Alto;Calle;2451;Camilo Henríquez;225766500;NO;No Aplica;No Aplica
Centro Médico y Dental MegaSalud San Bernardo;San Bernardo;Avenida;654;América;224257800;NO;No Aplica;No Aplica
Centro de Salud Familiar Canciller Orlando Letelier;El Bosque;Calle;890;Lo Moreno;800500454;NO;No Aplica;No Aplica
Clínica Astra San Bernardo;San Bernardo;Calle;401;O'Higgins;228591864;NO;No Aplica;No Aplica
Hospital Sotero del Río (Otro Dispositivo);Puente Alto;Calle;3459;Concha Y Toro;Pendiente;NO;No Aplica;No Aplica
Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Puente Alto;Avenida;3459;Concha y Toro;223536000;SI;Urgencia Hospitalaria (UEH);No Aplica
Unidad de Salud FuncionarioS.S Metropolitano Sur Oriente;Puente Alto;Avenida;3459;Concha y Toro;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur Oriente);Puente Alto;Avenida;3459;Concha y Toro;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Metropolitano Sur Oriente);Puente Alto;Avenida;3459;Concha y Toro;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Pablo de Rokha;La Pintana;Calle;12221;Pedro Prado;225453393;NO;No Aplica;No Aplica
SAPU Pablo de Rokha;La Pintana;Calle;12221;Pedro Prado;225453393;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Carol Urzúa;San Bernardo;Calle;958;Loncomilla;225761251;NO;No Aplica;No Aplica
SAR Eugenia Muñoz Dalmatín;San Bernardo;Calle;855;Mendoza;228593716;SI;Urgencia ambulatoria (SAR);No Aplica
Clínica Psiquiatrica Raquel Gaete;Puente Alto;Calle;2650;Gabriela Oriente;228745804;NO;No Aplica;No Aplica
Centro Médico y Dental MegaSalud Puente Alto;Puente Alto;Avenida;3779;Concha;224202021;NO;No Aplica;No Aplica
Centro de Salud Familiar Dra. Haydeé López Casoou;El Bosque;Calle;862;Lo Martínez;225761451;NO;No Aplica;No Aplica
SAR Haydee López;El Bosque;Calle;862;Lo Martínez;226187000;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Padre Hurtado;Calle;1657;Primera Transversal;225746300;NO;No Aplica;No Aplica
Centro de Enfermedades Respiratorias Infantiles Josefina Martínez (D);Puente Alto;Avenida;3691;Camilo Henríquez;227209000;NO;No Aplica;No Aplica
Posta de Salud Rural Pabellón;Melipilla;Calle;S/N;Larraín;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pahuilmo;Melipilla;Calle;S/N;Calle Pahuilmo S/N°, Mallarauco;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Puente Alto 2;Puente Alto;Avenida;3955;Concha y Toro, Local 13 Piso 2;6007071010;NO;No Aplica;No Aplica
Centro Integramédica Tobalaba;Puente Alto;Avenida;3296;Camilo Henríquez;228101500;NO;No Aplica;No Aplica
COSAM El Bosque;El Bosque;Calle;11480;Padre Hurtado;228218480;NO;No Aplica;No Aplica
SAPU Santa Rosa de Chena;Padre Hurtado;Calle;823;Teniente Sáenz Neira;228112246;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar El Roble;La Pintana;Avenida;1777;Observatorio;225433488;NO;No Aplica;No Aplica
SAPU El Roble;La Pintana;Avenida;1777;Observatorio;225435488;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Médico MAGNAVIDA;Padre Hurtado;Calle;956;El Trébol;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Rapa Nui;San Bernardo;Calle;2738;Miguel de Unamuno;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Los Sauces;El Bosque;Calle;1071;Portales;226187095;NO;No Aplica;No Aplica
Centro de Salud Familiar Cóndores de Chile;El Bosque;Calle;555;Agusto D`Almar;800500452;NO;No Aplica;No Aplica
SAPU Los Quillayes;La Florida;Calle;10905;Julio César;222819698;SI;Urgencia Ambulatoria (SAPU);Largo
Clínica Familia;La Florida;Avenida;1569;Diego Portales;222881506;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Fernando Maffioletti;La Florida;Avenida;301;Central;225760350;NO;No Aplica;No Aplica
Centro de Salud Familiar Los Quillayes;La Florida;Calle;10905;Julio César;222819698;NO;No Aplica;No Aplica
SAPU Dr. Fernando Maffioletti;La Florida;Avenida;301;Central;225760351;SI;Urgencia Ambulatoria (SAPU);Corto
SAPU Dr. Carlos Lorca;El Bosque;Pasaje;10675;El Pajar;225470523;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Rehabilitación Capredena;La Florida;Calle;450;General Arriagada;226541700;NO;No Aplica;No Aplica
Centro de Salud Familiar José Alvo;La Florida;Avenida;10817;Bacteriológico;223783279;NO;No Aplica;No Aplica
