Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Posta de Salud Rural Los Junquillos;Santa Bárbara;Calle;S/N;Sector Los Junquillos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Rosa (Lebu);Lebu;Calle;S/N;Pueblo de Santa Rosa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Boldos;Santa Bárbara;Calle;S/N;Sector Los Boldos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Huachi;Santa Bárbara;Calle;S/N;Sector El Huachi;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rapelco;Mulchén;Calle;S/N;Sector Rapelco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tres Pinos;Los Álamos;Calle;S/N;Sector Tres Pinos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rihue;Negrete;Calle;S/N;Caserío Rihue;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Los Álamos;Los Álamos;Calle;835;Pedro Eyheramendy;412723640;NO;No Aplica;No Aplica
SAR Los Álamos;Los Álamos;Calle;600;Pedro Eyheramendy;412533201;SI;Urgencia ambulatoria (SAR);No Aplica
Centro Comunitario de Salud Familiar Los Álamos;Los Álamos;Avenida;823;Diego Portales;Pendiente;NO;No Aplica;No Aplica
Hospital de Lebu;Lebu;Calle;54;Dr. Octavio Orellana Fuentes;412724500;SI;Urgencia Hospitalaria (UEH);No Aplica
COSAM Lebu;Lebu;Calle;365;Saavedra;412512922;NO;No Aplica;No Aplica
Clínica Dental Móvil Triple. Pat. VP5666 (Lebu);Lebu;Calle;302;Carrera;412724372;NO;No Aplica;No Aplica
Clínica Dental Móvil Simple. Pat. VP5664 (Lebu);Lebu;Calle;302;Carrera;412724372;NO;No Aplica;No Aplica
Clínica Dental Móvil Simple. Pat. DDKB17 (Lebu);Lebu;Calle;302;Carrera;412724372;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Arauco;Lebu;Calle;302;Carrera;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Arauco);Lebu;Calle;302;Carrera;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Arauco);Lebu;Calle;302;Carrera;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Lebu Norte;Lebu;Calle;S/N;Ignacio Carrera Pinto;412511527;NO;No Aplica;No Aplica
Posta de Salud Rural San Carlos;Los Ángeles;Calle;S/N;Pueblo San Carlos de Purén;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Yanequén;Negrete;Calle;S/N;Ignacio Carrera Pinto;432551422;NO;No Aplica;No Aplica
SUR Negrete;Negrete;Calle;S/N;Ignacio Carrera Pinto;432551422;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Tierras Libres;Mulchén;Calle;S/N;Sector Tierras Libres;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Llano Blanco;Los Ángeles;Calle;S/N;Sector Llano Blanco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Villucura;Santa Bárbara;Calle;S/N;Caserío de Villicura;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Coigue;Negrete;Calle;S/N;Pueblo de Coihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Mesamávida (Los Ángeles);Los Ángeles;Calle;S/N;Sector Mesamávida;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Choroico (Nacimiento);Nacimiento;Calle;S/N;Sector Choroico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Castillo;Santa Bárbara;Calle;S/N;Sector El Castillo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Río Pardo;Quilleco;Calle;S/N;Sector Río Prado;Pendiente;NO;No Aplica;No Aplica
Hospital Comunitario y Familiar de Nacimiento;Nacimiento;Calle;S/N;Julio Hemmelmann;432332970;SI;Urgencia Hospitalaria (UEH);No Aplica
Policlínico AChS Subregional Nacimiento;Nacimiento;Calle;915;El Palque;432511447;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Lautaro;Nacimiento;Calle;S/N;Octavio Jara Wolf;432333280;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Julio Hemmelmann;Nacimiento;Calle;209;Los Cipreses;432333260;NO;No Aplica;No Aplica
SAR Entre Ríos;Los Ángeles;Avenida;2201;Oriente;432333543;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Entre Ríos;Los Ángeles;Avenida;2201;Oriente;432333543;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Los Ríos;Los Ángeles;Pasaje;2109;Cali, Villa Los Ríos;432333710;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Los Carrera;Los Ángeles;Calle;1302;Los Carreras;432333700;NO;No Aplica;No Aplica
Posta de Salud Rural Cañicura;Quilleco;Calle;S/N;Sector Cañicura;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Carrizal;Nacimiento;Calle;S/N;Sector Carrizal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Paillihue;Los Ángeles;Calle;437;Juan Guzmán;800500805;NO;No Aplica;No Aplica
SAPU Paillihue;Los Ángeles;Calle;1302;Los Carrera;432333700;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar El Peral;Los Ángeles;Avenida;565;El Peral, Lote 1-A, El Peral;432333660 - 432333661;NO;No Aplica;No Aplica
Servicio Médico Legal Los Ángeles;Los Ángeles;Avenida;1465;Las Industrias;(43)341646 - 341926;NO;No Aplica;No Aplica
Centro de Salud Familiar Eleuterio Ramírez;Curanilahue;Pasaje;S/N;Cuatro;412691358;NO;No Aplica;No Aplica
SAPU Eleuterio Ramírez;Curanilahue;Pasaje;S/N;Cuatro;412416290;SI;Urgencia Ambulatoria (SAPU);Corto
Clínica Adventista;Los Ángeles;Calle;456;Manuel Rodríguez;432314056;NO;No Aplica;No Aplica
SAPU 2 Septiembre;Los Ángeles;Calle;605;Max Jara;432333742;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar 2 Septiembre;Los Ángeles;Calle;605;Max Jara;800500804;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Bíobío;Los Ángeles;Avenida;147;Ricardo Vicuña;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Bíobío);Los Ángeles;Avenida;147;Ricardo Vicuña;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico San Pedro;Curanilahue;Calle;770;Los Leones;412494939;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Bíobío);Los Ángeles;Avenida;147;Ricardo Vicuña;Pendiente;NO;No Aplica;No Aplica
Diálisis Nueva Vida S.p.A.;Los Ángeles;Calle;177;Bernardo O´Higgins;Pendiente;NO;No Aplica;No Aplica
COSAM Curanilahue;Curanilahue;Avenida;216;Ramón de Zamora;412693959;NO;No Aplica;No Aplica
Hospital Provincial Dr. Rafael Avaría (Curanilahue);Curanilahue;Avenida;111;Bernardo O'Higgins;412725480;SI;Urgencia Hospitalaria (UEH);No Aplica
Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);Los Ángeles;Avenida;147;Ricardo Vicuña;432336000;SI;Urgencia Hospitalaria (UEH);No Aplica
Policlínico AChS Los ángeles;Los Ángeles;Avenida;252;Ricardo;432401701;NO;No Aplica;No Aplica
Vacunatorio Buena Salud;Los Ángeles;Calle;300;Valdivia;Pendiente;NO;No Aplica;No Aplica
MegaSalud S.A. Centro Médico y Dental Los Ángeles;Los Ángeles;Calle;615;Lautaro;432311338;NO;No Aplica;No Aplica
Laboratorio Clínico Central Kojchen y Compañía Limitada;Los Ángeles;Calle;357;Mendoza;432323507;NO;No Aplica;No Aplica
Centro de Salud Familiar Quilleco;Quilleco;Calle;S/N;Bascur;432611010;NO;No Aplica;No Aplica
SUR Quilleco;Quilleco;Calle;S/N;Bascur;432611010;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Las Azaleas;Los Ángeles;Avenida;S/N;Las Azaleas;432333720;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Los Ángeles;Los Ángeles;Calle;485;Valdivia, Local 1;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Los Pioneros;Los Ángeles;Avenida;S/N;Estanislao Anguita;432333730;NO;No Aplica;No Aplica
Centro de Salud Familiar Nuevo Horizonte;Los Ángeles;Calle;2360;Aguas Calientes;432333221;NO;No Aplica;No Aplica
Laboratorio Clínico Cordillera;Los Ángeles;Calle;581;Genaro Reyes;432210280;NO;No Aplica;No Aplica
SAPU Nuevo Horizonte;Los Ángeles;Calle;2360;Aguas Calientes;432333220;SI;Urgencia Ambulatoria (SAPU);Corto
Clínica Los Andes;Los Ángeles;Calle;581;Dr. Genaro Reyes;432210201;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Dialisis Los Angeles;Los Ángeles;Calle;560;Ercilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Virquenco;Los Ángeles;Calle;S/N;Aldea Virquenco;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Fe;Los Ángeles;Calle;S/N;O'Higgins;432391006;NO;No Aplica;No Aplica
SUR Santa Fe;Los Ángeles;Calle;S/N;O'Higgins;432391006;SI;Urgencia Ambulatoria (SUR);No Aplica
Policlínico ACHS Curanilahue;Curanilahue;Calle;S/N;La Colcha;412691644;NO;No Aplica;No Aplica
SAR Norte;Los Ángeles;Avenida;810;Los Ángeles;432332206;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Norte de Los Ángeles;Los Ángeles;Calle;810;Los Ángeles;432332200;NO;No Aplica;No Aplica
Hospital Mutual de Seguridad CChC Los Ángeles;Los Ángeles;Calle;850;Mendoza;432322177;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Galvarino;Los Ángeles;Calle;198;Argentina;432630686;NO;No Aplica;No Aplica
Centro de Salud Familiar Nororiente de Los Ángeles;Los Ángeles;Calle;1558;Morse;Pendiente;NO;No Aplica;No Aplica
SAPU Nororiente;Los Ángeles;Pasaje;1585;Morse;432971740;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Dollinco (Nacimiento);Nacimiento;Calle;S/N;Sector Dollinco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chacayal Sur;Los Ángeles;Calle;S/N;Aldea Chacayal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tinajón;Quilleco;Calle;S/N;Sector Tinajón;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chacayal Norte;Los Ángeles;Calle;S/N;Aldea de Chacayal;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quiapo;Arauco;Calle;S/N;Sector Quiapo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Roque;Nacimiento;Calle;S/N;Sector San Roque;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Robles (Los Ángeles);Los Ángeles;Calle;S/N;Sector Los Robles;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Culenco;Nacimiento;Calle;S/N;Sector Culenco;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Canteras Villa Mercedes;Quilleco;Calle;S/N;Diego Portales;432373848;NO;No Aplica;No Aplica
SUR Canteras Villa Mercedes;Quilleco;Calle;S/N;Diego Portales;432373848;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Millantú;Los Ángeles;Calle;S/N;Pueblo de Millantú;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Generala;Santa Juana;Calle;S/N;Sector La Generala;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Gerardo;Los Ángeles;Calle;S/N;Sector San Gerardo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Millapoa;Nacimiento;Calle;S/N;Sector Millapoa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San José de Colico;Curanilahue;Calle;S/N;Aldea San José de Colico;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Alborada;Los Ángeles;Calle;S/N;Sector Alborada;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Canelos (Antuco);Antuco;Calle;S/N;Caserío Los Canelos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Yani;Arauco;Calle;S/N;Aldea de Yani;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Elena (Laja);Laja;Calle;S/N;Caserío de Santa Elena;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Durazno ( Los Ángeles);Los Ángeles;Calle;S/N;Sector El Durazno;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Antuco;Antuco;Calle;S/N;Arturo Prat;432621002;NO;No Aplica;No Aplica
SUR Antuco;Antuco;Calle;S/N;Arturo Prat;432621002;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Chacay (Santa Juana);Santa Juana;Calle;S/N;Sector Chacay;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ramadillas;Arauco;Calle;S/N;Aldea de Ramadillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Puentes;Arauco;Calle;S/N;Caserío Las Puentes;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Dicahue;Los Ángeles;Calle;S/N;Sector Dicahue;Pendiente;NO;No Aplica;No Aplica
Consultorio General Rural Tucapel;Tucapel;Calle;S/N;Pueblo de Tucapel;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Colonia;Laja;Calle;S/N;Caserío de La Colonia;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Polcura;Tucapel;Calle;S/N;Aldea de Polcura;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Torre Dorada;Santa Juana;Calle;S/N;Sector Torre Dorada;Pendiente;NO;No Aplica;No Aplica
Policlínico AChS Laja;Laja;Calle;55;Balmaceda;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Laja;Laja;Calle;S/N;Los Laureles;432530174;NO;No Aplica;No Aplica
Posta de Salud Rural Purgatorio;Santa Juana;Calle;S/N;Sector Purgatorio;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Colico Alto;Santa Juana;Calle;S/N;Sector Colico Alto;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Troncos;Los Ángeles;Calle;S/N;Aldea Los Troncos;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Trupán;Tucapel;Calle;S/N;Aldea de Trupán;Pendiente;NO;No Aplica;No Aplica
Hospital Comunitario de Laja;Laja;Avenida;800;Los Ríos;432332634;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Dr. Carlos Echeverría Véjar;San Rosendo;Calle;95;Baquedano;432332053;NO;No Aplica;No Aplica
SUR San Rosendo;San Rosendo;Calle;95;Baquedano;432332053;SI;Urgencia Ambulatoria (SUR);No Aplica
SUR Carampangue;Arauco;Calle;S/N;Vicente Millan;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Carampangue;Arauco;Calle;S/N;Vicente Millán;412571991;NO;No Aplica;No Aplica
Posta de Salud Rural Los Molinos;Los Ángeles;Calle;S/N;Sector Los Molinos;Pendiente;NO;No Aplica;No Aplica
COSAM de Arauco;Arauco;Calle;S/N;Caupolicán;412725824;NO;No Aplica;No Aplica
Hospital San Vicente de Arauco;Arauco;Calle;S/N;Caupolicán;412725820;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diálisis y Especialidades Médicas Arauco Ltda.;Arauco;Calle;25;Los Duraznos, Radiata;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Puente Perales;Laja;Calle;S/N;Caserío de Puente Perales;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Tanahuillín;Santa Juana;Calle;S/N;Sector Tanahuillín;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Triple. Pat. UW9511 (Huepil);Tucapel;Calle;233;12 de Febrero;432332613;NO;No Aplica;No Aplica
Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;Tucapel;Calle;233;12 de Febrero;432332613;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Tubul;Arauco;Calle;S/N;Aldea de Tubul;Pendiente;NO;No Aplica;No Aplica
SUR Tubul;Arauco;Calle;S/N;Aldea de Tubul;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Salto del Laja;Los Ángeles;Calle;S/N;Sector Salto del Laja;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Turquía;San Rosendo;Calle;S/N;Caserío de Turquía;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Aguada;Yumbel;Calle;S/N;Aldea de La Aguada;Pendiente;NO;No Aplica;No Aplica
Policlínico Asociación Chilena de Seguridad AChS Arauco;Arauco;Calle;S/N;Los Horcones;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rucamanqui;Tucapel;Calle;S/N;Sector Rucamanqui;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chillancito;Cabrero;Calle;S/N;Caserío Chillancito;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Río Claro;Yumbel;Calle;S/N;Aldea de Río Claro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Llico (Arauco);Arauco;Calle;S/N;Aldea de Llico;Pendiente;NO;No Aplica;No Aplica
Hospital Clorinda Avello (Santa Juana);Santa Juana;Calle;900;Lautaro;412721050;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Laraquete;Arauco;Calle;S/N;Calle 2;412571006;NO;No Aplica;No Aplica
SUR Laraquete;Arauco;Calle;S/N;Calle 2;412571006;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Talcamávida;Hualqui;Calle;S/N;Colo Colo;412777063;NO;No Aplica;No Aplica
Posta de Salud Rural Punta Lavapié;Arauco;Calle;S/N;Aldea Punta Lavapié;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Yumbel Estación;Yumbel;Calle;275;La Concepción;432332045;NO;No Aplica;No Aplica
SUR Yumbel Estación;Yumbel;Calle;275;La Concepción;432332045;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Rere;Yumbel;Calle;S/N;Aldea de Rere;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Colcura;Lota;Calle;S/N;Brasilia;413986063;NO;No Aplica;No Aplica
Posta de Salud Rural Charrúa;Cabrero;Calle;S/N;Aldea de Charrúa;Pendiente;NO;No Aplica;No Aplica
Hospital Comunitario de Yumbel;Yumbel;Calle;251;Castellón;432332350;SI;Urgencia Hospitalaria (UEH);No Aplica
Clínica Dental Móvil Triple. Pat. NW6996 (Yumbel);Yumbel;Calle;251;Castellón;432332350;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Sergio Lagos Olave (ex Nº 4 Lota Bajo);Lota;Calle;454;Matta;800500817;NO;No Aplica;No Aplica
Hospital de Lota;Lota;Calle;702;Carrera;412411249;SI;Urgencia Hospitalaria (UEH);No Aplica
COSAM Comunitaria Lota;Lota;Calle;192;Alessandri;412879142;NO;No Aplica;No Aplica
Centro de Salud Familiar Monteaguila;Cabrero;Calle;S/N;Caupolicán;432411346;NO;No Aplica;No Aplica
SUR Monteaguila;Cabrero;Calle;S/N;Caupolicán;432411346;SI;Urgencia Ambulatoria (SUR);No Aplica
Clínica de Diálisis Diasermed;Concepción;Calle;377;Carlos Cousiño;Pendiente;NO;No Aplica;No Aplica
SAR Dr. Juan Cartes Arias;Lota;Calle;1141;Baldomero Lillo;41-2876643;SI;Urgencia Ambulatoria (SAR);No Aplica
Centro de Salud Familiar Dr. Juan Cartes Arias;Lota;Calle;S/N;Carlos Cousiño;412876643;NO;No Aplica;No Aplica
