Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Laboratorio Clínico San Vicente;San Vicente;Calle;463;Exequiel González;722571441;NO;No Aplica;No Aplica
SAR San Vicente de Tagua Tagua;San Vicente;Calle;167;General Velasquez;722326862;SI;Urgencia ambulatoria (SAR);No Aplica
ImmunisSalud Ltda.;San Vicente;Calle;708;Carampange;961547551;NO;No Aplica;No Aplica
Centro de Salud y Prevención AChS San Vicente de Tagua Tagua;San Vicente;Avenida;1185;Germán;722571695;NO;No Aplica;No Aplica
Centro de Salud Familiar San Vicente de Tagua Tagua;San Vicente;Avenida;460;Central;722342050;NO;No Aplica;No Aplica
Urodial Ltda.;San Vicente;Avenida;1285;España;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Popeta;Rengo;Calle;S/N;La Granja, Caserío Popeta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pencahue;San Vicente;Calle;S/N;Aldea Pencahue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Larmahue;Pichidegua;Calle;S/N;Aldea de Larmahue;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Ricardo Valenzuela Sáez (Rengo);Rengo;Avenida;210;Renato Correa Labra;722337317;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diálisis Rengo;Rengo;Calle;680;Urriola;Pendiente;NO;No Aplica;No Aplica
Laboratorio Oscar Zúñiga Serrano;Rengo;Calle;680;Urriola;722510767;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS Rengo;Rengo;Avenida;160;Portales;722510056;NO;No Aplica;No Aplica
Centro de Salud Familiar Rengo Urbano Oriente;Rengo;Calle;610;Quintalba;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clinilab;Rengo;Calle;185;O'Higgins;722511481;NO;No Aplica;No Aplica
Posta de Salud Rural Santa Amelia;Pichidegua;Calle;S/N;Sector Santa Amelia;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Corcolén;Malloa;Calle;S/N;Aldea Corcolén;Pendiente;NO;No Aplica;No Aplica
Centro Médico Vida Rengo;Rengo;Avenida;354;Bisquert, Local 4 y 5 Edificio Valencia;950612198;NO;No Aplica;No Aplica
Posta de Salud Rural San Roberto;Pichidegua;Calle;S/N;Aldea San Roberto;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Calleuque;Peralillo;Calle;S/N;Caserío Calleuque;Pendiente;NO;No Aplica;No Aplica
Hospital de Marchigüe;Marchihue;Calle;410;Laureano Cornejo;722336850;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Cerrillos (Rengo);Rengo;Avenida;S/N;Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
Centro de Diálisis Rengodial;Rengo;Calle;1761;Rengo;Pendiente;NO;No Aplica;No Aplica
SAR Dr. Rienzi Valencia;Rengo;Avenida;1850;Arturo Prat;722512720;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Rengo;Rengo;Avenida;1850;Arturo Prat;722358900;NO;No Aplica;No Aplica
Sociedad Médica Diálisis Pichilemu Ltda.;Pichilemu;Avenida;1008;Millaco;Pendiente;NO;No Aplica;No Aplica
Hospital Del Salvador de Peumo;Peumo;Calle;20;San Juan de Dios;722336920;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital de Pichilemu;Pichilemu;Calle;151;Errázuriz;722336600;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Lo Cartagena;Rengo;Calle;S/N;Aldea Lo Cartagena;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lo de Lobos;Rengo;Calle;S/N;Caserío Lo de Lobo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Zúñiga;San Vicente;Calle;S/N;El Manzano;Pendiente;NO;No Aplica;No Aplica
Hospital de Pichidegua;Pichidegua;Calle;160;O'Higgins;722337000;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Comunitario de Salud Familiar Guacarhue;Quinta de Tilcoco;Calle;S/N;José María Caro;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rinconada de Alcones;Marchihue;Calle;S/N;Aldea Rinconada de Alcones;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Quinta de Tilcoco;Quinta de Tilcoco;Avenida;299;Castro;722335491;NO;No Aplica;No Aplica
Centro de Salud Familiar Rosario;Rengo;Calle;S/N;San Ignacio;722336241;NO;No Aplica;No Aplica
SAPU Rosario;Rengo;Calle;145;San Ignacio;92212357;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Totihue;Requínoa;Calle;S/N;Sector Totihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Esmeralda;Rengo;Calle;5891;Camino Rosario – Quinta de Tilcoco, Sector Esmeralda;961565512;NO;No Aplica;No Aplica
Posta de Salud Rural Patagua Orilla;Pichidegua;Calle;S/N;Aldea Patagua Orilla;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Patagua Cerro;Pichidegua;Calle;S/N;Aldea Patagua Cerro;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar La Esperanza;Peumo;Calle;18;Isla;722665625;NO;No Aplica;No Aplica
SUR Peumo;Peumo;Calle;18;Isla;722665625;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural San José de Marchigue;Pichidegua;Calle;S/N;Aldea San José de Marchihue;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pailimo;Marchihue;Calle;S/N;Caserío Pailimo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cardonal de Panilonco;Pichilemu;Calle;S/N;Aldea Cardonal de Panilonco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Idahue;Coltauco;Calle;S/N;Aldea Idahue;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Las Cabras;Las Cabras;Calle;506;John Kennedy;722501477;NO;No Aplica;No Aplica
SUR Las Cabras;Las Cabras;Calle;506;John Kennedy;722501477;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Requínoa;Requínoa;Calle;S/N;Comercio;722336040;NO;No Aplica;No Aplica
SUR Requínoa;Requínoa;Calle;S/N;Comercio;722336040;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Francisco Labrin de Coltauco;Coltauco;Avenida;S/N;Arturo Prat;722338580;NO;No Aplica;No Aplica
SUR Coltauco;Coltauco;Avenida;S/N;Arturo Prat;722338580;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Chumaquito;Requínoa;Calle;21;Camino El Descanso, sector Chumaquito;722975703;NO;No Aplica;No Aplica
Posta de Salud Rural El Abra;Requínoa;Calle;1;Campo Lindo;Pendiente;NO;No Aplica;No Aplica
Hospital de Coínco;Coinco;Calle;157;Francisco Díaz Muñoz;722337550;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Comunitario de Salud Familiar Loreto;Coltauco;Calle;143;Juan Pablo II, sector Loreto.;722350403;NO;No Aplica;No Aplica
Posta de Salud Rural El Carmen ( Las Cabras);Las Cabras;Calle;S/N;Aldea El Carmen;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rinconada de Parral;Coltauco;Calle;S/N;Caserío Rinconada de Parral;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Olivar Bajo;Olivar;Calle;S/N;Julio Montt;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lo de Cuevas;Coltauco;Calle;S/N;Aldea Lo de Cuevas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Lirios;Requínoa;Avenida;S/N;Los Lirios;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Doñihue;Doñihue;Pasaje;S/N;Dr. Sanhueza;800500604;NO;No Aplica;No Aplica
COSAM Sur Doñihue;Doñihue;Calle;S/N;Dr. Sanhueza;Pendiente;NO;No Aplica;No Aplica
SUR Doñihue;Doñihue;Pasaje;S/N;Dr. Sanhueza;800500604;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Llallauquén;Las Cabras;Calle;S/N;Aldea Llallauquén;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Olivar Alto;Olivar;Calle;200;Rafael Estrada;Pendiente;NO;No Aplica;No Aplica
SUR Olivar;Olivar;Calle;200;Rafael Estrada;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar La Estrella;La Estrella;Calle;S/N;21 de Mayo;722335750;NO;No Aplica;No Aplica
SUR La Estrella;La Estrella;Calle;S/N;21 de Mayo;722335750;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural La Cebada;Las Cabras;Calle;S/N;Aldea La Cebada;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cocalan;Las Cabras;Calle;S/N;La Represa;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Gultro;Olivar;Calle;S/N;Orocoipo;722231958;NO;No Aplica;No Aplica
Posta de Salud Rural Coya;Machalí;Calle;S/N;Bocatoma;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural La Panchina;Las Cabras;Calle;S/N;Sector La Panchina;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Lo Miranda;Doñihue;Calle;S/N;Pedro Aguirre Cerda;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Dr. Eduardo de Geyter;Rancagua;Calle;769;Santa Adela;722338592;NO;No Aplica;No Aplica
Hospital Clínico Fusat Rancagua;Rancagua;Calle;1002;Carretera del Cobre;722205300;SI;Urgencia Hospitalaria (UEH);No Aplica
Clínica Mella;Rancagua;Avenida;1313;Presidente Freire;722204385;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Rancagua;Rancagua;Calle;957;Javiera Carrera, Local 1;227638962;NO;No Aplica;No Aplica
Centro InterSalud Rancagua;Rancagua;Calle;1330;Carretera del Cobre;722205300;NO;No Aplica;No Aplica
Instituto de Seguridad del Trabajo (Rancagua);Rancagua;Carretera;1330;Carretera del cobre 1330 Edificio InterSalud;722213113 - 992271548;NO;No Aplica;No Aplica
Servicio Médico Legal Rancagua;Rancagua;Calle;37;Río Loco;(72)226400;NO;No Aplica;No Aplica
Laboratorio Torre Médica;Rancagua;Calle;1049;Bombero Villalobos;722219096;NO;No Aplica;No Aplica
Clínica Isamedica;Rancagua;Calle;884;Carretera del Cobre;722200014;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diálisis DIAL;Rancagua;Calle;884;Carretera Presidente Frei Montalva;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Osvaldo Ruz Orrego de Machalí;Machalí;Calle;398;Castro;722204957;NO;No Aplica;No Aplica
SAPU Machalí;Machalí;Calle;420;Miranda;722411800;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Médico y Dental Tipo B;Rancagua;Calle;515;Bueras;722972070;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Santa Teresa;Machalí;Calle;497;Patria Nueva, Población Santa Teresita;722746985;NO;No Aplica;No Aplica
Posta de Salud Rural El Manzano;Las Cabras;Calle;S/N;Pueblo El Manzano;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar N° 2 Dr. Eduardo Geyter;Rancagua;Calle;S/N;Almarza;722335991;NO;No Aplica;No Aplica
SAPU Eduardo de Geyter;Rancagua;Calle;1064;Almarza;71356196;SI;Urgencia Ambulatoria (SAPU);Corto
Hospital de Campaña Estadio el Teniente;Rancagua;Calle;818;Almarza;Pendiente;NO;No Aplica;No Aplica
Centro de Diálisis Interdial Limitada;Rancagua;Calle;131;Ibieta;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar N° 3 Dr. Abel Zapata;Rancagua;Calle;S/N;Miguel Ramírez;722335050;NO;No Aplica;No Aplica
SAPU Abel Zapata;Rancagua;Calle;10;Bombero Villalobos;71356390;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Médico Lantadilla;Rancagua;Avenida;560;Freire;722241160;NO;No Aplica;No Aplica
MegaSalud S.A. Centro Médico y Dental Rancagua;Rancagua;Calle;206;Germán Riesco;722239813;NO;No Aplica;No Aplica
Centro Médico y Dental La Araucana Rancagua;Rancagua;Calle;829;O´Carrol;Pendiente;NO;No Aplica;No Aplica
COSAM Centro 1 de Rancagua;Rancagua;Calle;339;Freire;Pendiente;NO;No Aplica;No Aplica
Centro de Referencia de Salud CREF La Brújula;Rancagua;Calle;165;Cuevas;722226959;NO;No Aplica;No Aplica
Centro de Diálisis Integral;Rancagua;Calle;195;Cuevas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Durazno (Las Cabras);Las Cabras;Calle;S/N;Sector El Durazno;Pendiente;NO;No Aplica;No Aplica
Integramédica Rancagua;Rancagua;Calle;405;Tte. Coronel José Bernardo Cuevas, Pisos 5 y 6;6006366666;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Rancagua Dos;Rancagua;Calle;221;Campos, Local 2 y 3;227638962;NO;No Aplica;No Aplica
Laboratorios Mendel SpA;Rancagua;Calle;451;Mujica;950062133;NO;No Aplica;No Aplica
Laboratorio Clínico CORMUN de Rancagua;Rancagua;Calle;335;Viña del Mar;722227808;NO;No Aplica;No Aplica
Centro de Salud Familiar N° 1 Dr. Enrique Dintrans;Rancagua;Calle;S/N;Provincial Irene Frei;722222750;NO;No Aplica;No Aplica
Laboratorio Clínico Indira (Colon);Rancagua;Calle;361;Cáceres;Pendiente;NO;No Aplica;No Aplica
SAR Enrique Dintrans;Rancagua;Avenida;626;Baquedano;98175327;SI;Urgencia Ambulatoria (SAPU);Pendiente
Hospital del Trabajador AChS;Rancagua;Avenida;317;Libertador Bernardo O'Higgins;722205500;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Rancagua;Rancagua;Calle;317;Alameda;725155582;NO;No Aplica;No Aplica
Clínica de Salud Integral;Rancagua;Calle;645;Cáceres;722200800;SI;Urgencia Hospitalaria (UEH);No Aplica
CIMEK;Rancagua;Calle;56;Astorga;72 2333900;NO;No Aplica;No Aplica
Laboratorio Clínico Dr. Mejía;Rancagua;Calle;47;Estado;722239792;NO;No Aplica;No Aplica
Laboratorio Vita Nova Alameda;Rancagua;Avenida;386;Libertador Bernardo O'Higgins;722232266;NO;No Aplica;No Aplica
Centro Médico O'Carrol Salud;Rancagua;Avenida;430;Libertador Bernardo O'Higgins;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Alemán;Rancagua;Calle;561;Alameda;722236567;NO;No Aplica;No Aplica
Laboratorio San Lucas;Rancagua;Calle;560;Alameda;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Labdiagnotic;Rancagua;Calle;19;Astorga;722242249;NO;No Aplica;No Aplica
Centro de Salud Familiar N° 5 Dr. Juan Chiorrini;Rancagua;Avenida;S/N;La Compañía;722261001;NO;No Aplica;No Aplica
COSAM Centro 2 de Rancagua;Rancagua;Calle;189;German Riesco;Pendiente;NO;No Aplica;No Aplica
Hospital Regional de Rancagua;Rancagua;Calle;611;Alameda;722728157;SI;Urgencia Hospitalaria (UEH);No Aplica
Clínica Dental Móvil Triple. Pat. PW4103 (Rancagua);Rancagua;Calle;609;Alameda;Pendiente;NO;No Aplica;No Aplica
