Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Posta de Salud Rural Las Hormigas;El Carmen;Calle;S/N;Sector Las Hormigas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural San Vicente (El Carmen);El Carmen;Calle;S/N;Sector San Vicente;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Calvario;San Ignacio;Calle;S/N;Caserío El Calvario;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Recinto;Pinto;Calle;S/N;Pueblo Recinto - Los Lleuques;Pendiente;NO;No Aplica;No Aplica
SUR Quiriquina;San Ignacio;Calle;S/N;Central Quiriquina;421975403;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Quiriquina;San Ignacio;Calle;S/N;Central Quiriquina;421975403;NO;No Aplica;No Aplica
Posta de Salud Rural Pedregal de Zapallar;El Carmen;Calle;S/N;Caserío de Zapallar - Pedregal;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Casino;Quillón;Calle;S/N;Sector Casino, Cerro Negro;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Santa Clara;Bulnes;Calle;S/N;Las Rosas;422641152;NO;No Aplica;No Aplica
SUR Santa Clara;Bulnes;Calle;S/N;Las Rosas;422641152;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar San Ignacio;San Ignacio;Calle;S/N;M.J. Ortiz;421970631;NO;No Aplica;No Aplica
SUR San Ignacio;San Ignacio;Calle;S/N;M.J. Ortiz;421970631;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Tres Esquinas;Bulnes;Calle;S/N;El Laurel, Villa El sauce, sector Tres Esquinas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ciruelito;Pinto;Calle;S/N;Sector Ciruelito;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Juan Enrique Mora;Quillón;Calle;S/N;Aldea Coyanco;Pendiente;NO;No Aplica;No Aplica
SUR Quillón;Quillón;Calle;159;Francisco Unzueta;422581027;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Dr. Alberto Gyhra Soto (Quillón);Quillón;Calle;159;Francisco Unzueta;422581027;NO;No Aplica;No Aplica
Hospital Comunitario de Salud Familiar de Bulnes;Bulnes;Calle;431;Balmaceda;422585939;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Tanilvoro;Coihueco;Calle;S/N;Aldea de Tanilvoro;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Pinto;Pinto;Calle;S/N;Ernesto Riquelme;422484015;NO;No Aplica;No Aplica
SUR Pinto;Pinto;Calle;S/N;Ernesto Riquelme;422484015;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Rucapequén;Chillán Viejo;Calle;S/N;Aldea de Rucapequén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Minas del Prado;Coihueco;Calle;S/N;Aldea Minas del Prado;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Nueva Aldea;Ránquil;Calle;S/N;Caserío Nueva Aldea;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Caracol;San Fabián;Calle;S/N;Sector El Caracol;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Quinchamalí;Chillán;Calle;S/N;Principal;422351071;NO;No Aplica;No Aplica
Posta de Salud Rural Nebuco;Chillán Viejo;Calle;S/N;Caserío de Nebuco;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Michelle Chandía Alarcón;Coihueco;Calle;683;Prat;422471060;NO;No Aplica;No Aplica
Centro de Salud Familiar Dra. Michelle Bachelet Jeria;Chillán Viejo;Calle;1201;Huambalí;Pendiente;NO;No Aplica;No Aplica
SAR Dra. Michelle Bachelet Jeria;Chillán Viejo;Calle;1211;Reino de Chile;422527880;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Diálisis Chillán Viejo;Chillán;Calle;926;Mariano Egaña;Pendiente;NO;No Aplica;No Aplica
SAPU Dr. Federico Puga;Chillán Viejo;Calle;872;Erasmo Escala;422269596;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Comunitario de Salud Familiar Los Alpes;Chillán;Pasaje;7;Pasaje, Esquina Los Araucanos. Villa Los Alpes;422876185;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Federico Puga;Chillán Viejo;Calle;872;Erasmo Escala;422263577;NO;No Aplica;No Aplica
Posta de Salud Rural San Ignacio Palomares;Ránquil;Calle;S/N;Caserío San Ignacio Palomares;Pendiente;NO;No Aplica;No Aplica
SUR Michelle Chandía Alarcón;Coihueco;Calle;683;Prat;422471060;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar El Roble;Chillán;Calle;745;Los Espinos;412587000;NO;No Aplica;No Aplica
Centro de Salud Familiar San Ramón Nonato;Chillán;Calle;S/N;Colo Colo;800500823;NO;No Aplica;No Aplica
Centro de Salud Familiar Isabel Riquelme;Chillán;Calle;1661;O'Higgins;800500822;NO;No Aplica;No Aplica
SAPU Isabel Riquelme;Chillán;Avenida;1679;O'Higgins;422426632;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Los Volcanes;Chillán;Calle;155;Los Cóndores;Pendiente;NO;No Aplica;No Aplica
SAPU Los Volcanes;Chillán;Calle;155;Los Cóndores;422831400;SI;Urgencia Ambulatoria (SAPU);Corto
COSAM Chillán;Chillán;Calle;934;Collín;422876348;NO;No Aplica;No Aplica
Centro de Salud Familiar Sol de Oriente;Chillán;Avenida;S/N;Nueva Oriente;Pendiente;NO;No Aplica;No Aplica
Consultorio de Salud AChS (Chillán);Chillán;Avenida;532;Collín;422201660;NO;No Aplica;No Aplica
Laboratorio Clínico Chillan Ltda.;Chillán;Avenida;35;Pedro Aguirre Cerda;422433014;NO;No Aplica;No Aplica
Clinica Andes Salud Chillan;Chillán;Avenida;35;Pedro Aguirre Cerda;422433000;SI;Urgencia Hospitalaria (UEH);No Aplica
Vacunatorio Chillán;Chillán;Avenida;483;Collin;956064155;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Doña Isabel;Chillán;Calle;1780;L. Arellano;422347586;NO;No Aplica;No Aplica
Centro CONIN Chillán;Chillán;Avenida;565;José María Caro;422223220;NO;No Aplica;No Aplica
Departamento de Salud Estudiantil Universidad del Biobío Sede Chillán;Chillán;Avenida;S/N;La Castilla;422253466;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Chillán;Chillán;Avenida;742;Argentina;422213046;NO;No Aplica;No Aplica
Laboratorio Clínico Cinco de Abril;Chillán;Avenida;648;Argentina;422224425;NO;No Aplica;No Aplica
Sociedad Laboratorio Folch Ltda;Chillán;Calle;860;18 de Septiembre;422223370;NO;No Aplica;No Aplica
Centro de Salud Familiar Violeta Parra;Chillán;Calle;150;Francisco Ramírez;Pendiente;NO;No Aplica;No Aplica
SAR Violeta Parra;Chillán;Calle;150;Francisco Ramírez;Pendiente;SI;Urgencia ambulatoria (SAR);No Aplica
Servicio Médico Legal Chillán;Chillán;Calle;1002;Constitución;(42)2212261;NO;No Aplica;No Aplica
Hospital Clínico Herminda Martín (Chillán);Chillán;Calle;10;Francisco Ramírez;422586792;SI;Urgencia Hospitalaria (UEH);No Aplica
COSAM Ñuble;Chillán;Avenida;1163;Libertad;422588270;NO;No Aplica;No Aplica
Posta de Salud Rural Huape;Chillán;Calle;S/N;Sector Huape;Pendiente;NO;No Aplica;No Aplica
Laboratorio Inmunomedica Ltda.;Chillán;Avenida;1137;Libertad;422834286;NO;No Aplica;No Aplica
Posta de Salud Rural Talquipén;Coihueco;Calle;S/N;Aldea de Talquipén;Pendiente;NO;No Aplica;No Aplica
Sociedad Laboratorio Clínico Bioclín Ltda.;Chillán;Avenida;1099;Libertad;422240387;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Chillán;Chillán;Calle;486;Constitución;Pendiente;NO;No Aplica;No Aplica
Soc. Lab. cl. Arauco Ltda.;Chillán;Avenida;764;Libertad;422225996;NO;No Aplica;No Aplica
Laboratorio Clínico Someruno;Chillán;Calle;446;Isabel Riquelme;422227394;NO;No Aplica;No Aplica
MegaSalud Chillán;Chillán;Avenida;431;Libertad;422215585;NO;No Aplica;No Aplica
Laboratorio Clínico Christian Gross Ltda.;Chillán;Calle;655;Bulnes;422239210;NO;No Aplica;No Aplica
Clínica Dental Móvil Triple. Pat. PW4105 (Chillán);Chillán;Calle;502;Bulnes;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Ñuble;Chillán;Calle;502;Bulnes;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Ñuble);Chillán;Calle;502;Bulnes;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Ñuble);Chillán;Calle;502;Bulnes;Pendiente;NO;No Aplica;No Aplica
Policlínico San Martín de Porres;Chillán;Calle;151;Andrés Bello, Población Balmaceda, Ultraestación.;422232769;NO;No Aplica;No Aplica
Centro de Salud Familiar Ultraestación Dr. Raúl San Martín González;Chillán;Calle;S/N;Ruiz de Gamboa;800500824;NO;No Aplica;No Aplica
SAPU Ultraestación;Chillán;Calle;S/N;Ruiz de Gamboa;422426206;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Ñipas;Ránquil;Calle;392;Pedro Aguirre Cerda;422434739;NO;No Aplica;No Aplica
SUR Ñipas;Ránquil;Calle;392;Pedro Aguirre Cerda;422434739;SI;Urgencia Ambulatoria (SUR);No Aplica
Soc. Lab Clínico Biolab Ltda.;Chillán;Calle;325;18 de Septiembre;422211670;NO;No Aplica;No Aplica
Consultorio Santa María Josefa;Chillán;Calle;849;Gamero;Pendiente;NO;No Aplica;No Aplica
Consultorio de Salud Universidad de Concepción;Chillán;Avenida;595;Vicente;422208778;NO;No Aplica;No Aplica
Clínica Las Amapolas;Chillán;Avenida;75;Vicente;422431900;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Cucha Cox;Portezuelo;Calle;S/N;Sector Cucha Cox;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Padre Hurtado;Chillán;Calle;S/N;Padre Hurtado;412587010;NO;No Aplica;No Aplica
Posta de Salud Rural Bustamante;Coihueco;Calle;S/N;Aldea de Bustamante;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ranguelmo;Coelemu;Calle;S/N;Aldea de Ranguelmo;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Guarilihue;Coelemu;Calle;S/N;Aldea de Guarilihue Bajo;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar San Fabián;San Fabián;Calle;S/N;21 de Mayo;422375131;NO;No Aplica;No Aplica
Posta de Salud Rural Capilla Cato;Chillán;Calle;S/N;Sector Capilla Cato;Pendiente;NO;No Aplica;No Aplica
SUR San Fabián;San Fabián;Calle;S/N;21 de Mayo;422375131;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar Luis Montecinos;Coihueco;Calle;631;18 de Septiembre;422471006;NO;No Aplica;No Aplica
Posta de Salud Rural Puente Ñuble;San Nicolás;Calle;S/N;Pueblo de Puente Ñuble;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Portezuelo;Portezuelo;Calle;150;San Martín;422571096;NO;No Aplica;No Aplica
SUR Portezuelo;Portezuelo;Calle;150;San Martín;422571096;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Monte Blanco;San Carlos;Calle;S/N;Aldea Monte Blanco;Pendiente;NO;No Aplica;No Aplica
SUR San Nicolás;San Nicolás;Calle;S/N;Arturo Prat;422561414;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Salud Familiar San Nicolás;San Nicolás;Calle;S/N;Arturo Prat;422561414;NO;No Aplica;No Aplica
Posta de Salud Rural Denecan;Treguaco;Calle;S/N;Caserío Denecan;Pendiente;NO;No Aplica;No Aplica
Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;Coelemu;Calle;370;Manuel Antonio Matta;422585564;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Diálisis Coelemu;Chillán;Calle;415;Matta;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Rivera de Ñuble;San Carlos;Calle;S/N;Aldea de Rivera Ñuble;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Capellanía;Portezuelo;Calle;S/N;Sector Capellanía;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Minas de Leuque;Treguaco;Calle;S/N;Sector Minas de Leuque;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Sauce (Ninhue);Ninhue;Calle;S/N;Sector El Sauce;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Cachapoal;San Carlos;Calle;S/N;Ruta Nº 31, Km. 20, Sector Cachapoal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Treguaco;Treguaco;Calle;286;Luis Lama;422511605;NO;No Aplica;No Aplica
SUR Treguaco;Treguaco;Calle;286;Luis Lama;422511605;SI;Urgencia Ambulatoria (SUR);No Aplica
Hospital de San Carlos;San Carlos;Calle;448;Gazmuri;422586192;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Teresa Baldechi;San Carlos;Calle;S/N;Arturo Prat;422416920;NO;No Aplica;No Aplica
Laboratorio Clínico San Carlos Ltda.;Chillán;Calle;362;Brasil;422411695;NO;No Aplica;No Aplica
Centro de Diálisis San José;San Carlos;Calle;78;Matta;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Valle Hondo;San Carlos;Pasaje;S/N;Cabrales;Pendiente;NO;No Aplica;No Aplica
SAPU José Durán Trujillo;San Carlos;Pasaje;470;Las Acacias;422415410;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Dr. José Duran Trujillo;San Carlos;Calle;470;Las Acacias;422415410;NO;No Aplica;No Aplica
COSAM San Carlos;San Carlos;Calle;465;O'Higgins;422411865;NO;No Aplica;No Aplica
Posta de Salud Rural Trabuncura;San Fabián;Calle;S/N;Sector Trabuncura;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Vegas de Itata;Coelemu;Calle;S/N;Aldea de Vegas de Itata;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Zemita;Ñiquén;Calle;S/N;Caserío Zemita el Peumo;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. David Benavente de Ninhue;Ninhue;Calle;405;Arturo Prat;421972942;NO;No Aplica;No Aplica
SUR Dr. David Benavente de Ninhue;Ninhue;Calle;405;Arturo Prat;421972942;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural La Gloria;Ñiquén;Calle;S/N;Sector La Gloria;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Boca Itata;Treguaco;Calle;S/N;Sector Boca Itata;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Chacay;Ñiquén;Calle;S/N;Chacay, Sector Chacay;422585507;NO;No Aplica;No Aplica
Posta de Salud Rural Torrecillas;San Carlos;Calle;S/N;Sector Torrecillas;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Rincón;Ninhue;Calle;S/N;Caserío El Rincón;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Arizona;San Carlos;Calle;S/N;Caserío de Arizona;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ñiquén;Ñiquén;Calle;S/N;Aldea Ñiquén;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Toquihua;San Carlos;Calle;S/N;Sector Toquihua;Pendiente;NO;No Aplica;No Aplica
Hospital Comunitario de Salud Familiar de Quirihue;Quirihue;Calle;S/N;Prat (Ruta 126);422586020;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Ñiquén;Ñiquén;Calle;S/N;Semíramis Caro;422373293;NO;No Aplica;No Aplica
SUR Ñiquén;Ñiquén;Calle;S/N;Semíramis Caro;422373293;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Colmuyao;Cobquecura;Calle;S/N;Caserío de Colmuyao;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Los Remates;Quirihue;Calle;S/N;Sector Los Remates;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Belén (Ñiquen);Ñiquén;Calle;S/N;Sector Belén;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Cobquecura;Cobquecura;Calle;473;Chacabuco;422371651;NO;No Aplica;No Aplica
SUR Cobquecura;Cobquecura;Calle;473;Chacabuco;422371651;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Buchupureo;Cobquecura;Calle;S/N;Aldea de Buchupureo;Pendiente;NO;No Aplica;No Aplica
Centro Odontologico Uno Salud Dental Chillan 2;Chillán;Calle;823;Sargento Aldea;227638962;NO;No Aplica;No Aplica
VivirSalud Ltda.;Chillán;Avenida;980;Av. Ecuador;422380900;NO;No Aplica;No Aplica
