Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Laboratorio Luis Pasteur;Antofagasta;Calle;2556;14 de Febrero;552263604;NO;No Aplica;No Aplica
Pegasus Biocorp;Antofagasta;Calle;636;Uribe 636, Oficina 908;974835732;NO;No Aplica;No Aplica
Centro de Salud Familiar Central Oriente de Antofagasta;Antofagasta;Avenida;S/N;Circunvalación;552655100;NO;No Aplica;No Aplica
SAPU Central Oriente de Antofagasta;Antofagasta;Avenida;S/N;Padre Hurtado;552655124;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Odontológico Uno Salud Dental Antofagasta 2;Antofagasta;Calle;2318;Almirante Juan José Latorre , Piso 2;227634497;NO;No Aplica;No Aplica
Laboratorio Dipreca;Antofagasta;Calle;2356;Latorre;552260552;NO;No Aplica;No Aplica
Laboratorio Clínico Ehrlich;Antofagasta;Calle;2390;San Martín;552382540;NO;No Aplica;No Aplica
Clínica Cumbres del Norte S.A.;Antofagasta;Calle;2447;San Martín;552450600;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Clínico Labclin;Antofagasta;Calle;2477;San Martín;552449426;NO;No Aplica;No Aplica
Doctor Lab. Ltda.;Antofagasta;Calle;2782;Condell;552557681;NO;No Aplica;No Aplica
MEDIPED SPA;Antofagasta;Calle;50;Baquedano, Oficina 312, 3er Piso;56998659395;NO;No Aplica;No Aplica
Clínica Baquedano;Antofagasta;Calle;298;Baquedano;552208210;NO;No Aplica;No Aplica
Sala de Procedimientos Odontológicos Móvil (SPOM) Patente PXI 415-0;Antofagasta;Calle;523;Bolívar;Pendiente;NO;No Aplica;No Aplica
Sala de Procedimientos Odontológicos Móvil (SPOM) Patente BKG-355;Antofagasta;Calle;523;Bolívar 523;Pendiente;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Antofagasta);Antofagasta;Calle;523;Bolívar;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Antofagasta);Antofagasta;Calle;523;Bolívar;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Antofagasta);Antofagasta;Calle;523;Bolívar;Pendiente;NO;no Aplica;No Aplica
Prevelab - PrevenirSalud;Antofagasta;Calle;324;Arturo Prat;552897760;NO;No Aplica;No Aplica
Centro de Salud Mutual CChC Antofagasta;Antofagasta;Calle;2634;Balmaceda;552251802;NO;No Aplica;No Aplica
Laboratorio Diagnolab (Antofagasta);Antofagasta;Calle;251;Sucre;552564024;NO;No Aplica;No Aplica
Centro Médico y Dental MegaSalud Antofagasta;Antofagasta;Calle;251;Suecia;552410590;NO;No Aplica;No Aplica
Clínica La Portada;Antofagasta;Calle;2648;Balmaceda;552694277;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Médico y Dental Carabineros Zona Antofagasta;Antofagasta;Calle;3471;Aníbal Pinto;552755303;NO;No Aplica;No Aplica
SAPU Corvallis;Antofagasta;Avenida;1370;Salvador Allende;552656910;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Corvallis;Antofagasta;Avenida;1370;Salvado Allende;552656910;NO;No Aplica;No Aplica
Laboratorio Sarita Núñez;Antofagasta;Calle;5262;Cristóbal Colón;552279731;NO;No Aplica;No Aplica
Consultorio Bautista;Antofagasta;Calle;1119;Paihuano;552232041;NO;No Aplica;No Aplica
Hospital Dr. Leonardo Guzmán (Antofagasta);Antofagasta;Avenida;5935;Azapa;552204648;SI;Urgencia Hospitalaria (UEH);No Aplica
SAPU Antonio Rendic;Antofagasta;Avenida;6071;Rendic;552656038;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Antonio Rendic (Ex Cautín);Antofagasta;Avenida;6071;Rendic;552656038;NO;No Aplica;No Aplica
COSAM Central;Antofagasta;Avenida;6071;Rendic;552654893;NO;No Aplica;No Aplica
SAPU Norte de Antofagasta;Antofagasta;Calle;S/N;Juan Glasinovic con Bandera;552237411;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Norte de Antofagasta;Antofagasta;Calle;S/N;Juan Glasinovic;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Norprevent;Antofagasta;Avenida;8251;Pedro Aguirre Cerda, oficina Nº 07-P4;552532700;NO;No Aplica;No Aplica
Centro Médico Norte;Antofagasta;Avenida;8367;Pedro Aguirre Cerda;552292134;NO;No Aplica;No Aplica
Posta de Salud Rural Socaire;San Pedro de Atacama;Calle;S/N;Sector de Socaire;Pendiente;NO;No Aplica;No Aplica
SUR Socaire;San Pedro de Atacama;Calle;S/N;Sector de Socaire;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro de Diálisis Ehrlich Ltda;Antofagasta;Calle;8560;Los Pinos;552380671;NO;No Aplica;No Aplica
Clínica de Diálisis TECDIAL Ltda.;Antofagasta;Calle;223;Los Limoneros;552555211;NO;No Aplica;No Aplica
Centro de Salud Familiar Valdivieso;Antofagasta;Calle;8755;Cerro Pedregal;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Pablo II de Antofagasta;Antofagasta;Calle;S/N;Teniente Julio Montt;552656800;NO;No Aplica;No Aplica
SAPU Juan Pablo II de Antofagasta;Antofagasta;Calle;S/N;Huamachuco con Teniente Julio Montt;552298385;SI;Urgencia Ambulatoria (SAPU);Largo
COSAM Norte;Antofagasta;Calle;10506;Benito Ocampo, Jardines del Norte;657330;NO;No Aplica;No Aplica
Centro de Salud Familiar Dra. Maria Cristina Rojas Neumann;Antofagasta;Calle;10130;Hilda Cruz Colina;552987088;NO;No Aplica;No Aplica
Centro Oncológico del Norte (CON);Antofagasta;Calle;10255;Los Pumas, sector Chimba Alto;Pendiente;SI;Urgencia ambulatoria;No Aplica
Centro Comunitario de Salud Familiar Antofagasta;Antofagasta;Calle;S/N;Villa Agrícola;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Baquedano;Sierra Gorda;Calle;112;Salvador Allende;Pendiente;NO;No Aplica;No Aplica
SUR Baquedano;Sierra Gorda;Calle;112;Salvador Allende;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Toconao;San Pedro de Atacama;Calle;S/N;Aldea de Toconao;Pendiente;NO;No Aplica;No Aplica
Hospital de Mejillones;Mejillones;Avenida;451;Bernardo O'Higgins;552655250;SI;Urgencia Hospitalaria (UEH);No Aplica
Policlínico Asociación Chilena de Seguridad AChS Mejillones;Mejillones;Calle;720;Almirante Latorre;Pendiente;NO;No Aplica;No Aplica
Policlínico Mutual de Seguridad C.CH.C;Mejillones;Calle;99;Almirante Goñi;552651257 - 552651258;NO;No Aplica;No Aplica
Centro de Salud Familiar San Pedro Atacama;San Pedro de Atacama;Calle;S/N;Atacama;Pendiente;NO;No Aplica;No Aplica
SUR San Pedro Atacama;San Pedro de Atacama;Calle;S/N;Atacama;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Sierra Gorda;Sierra Gorda;Calle;211;Salvador Allende;Pendiente;NO;No Aplica;No Aplica
SUR Sierra Gorda;Sierra Gorda;Calle;211;Salvador Allende;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Estación de Salud Rural Río Grande;San Pedro de Atacama;Calle;S/N;Sector Río Grande;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Sur;Calama;Avenida;S/N;Bernardo O'Higgins;552254028;NO;No Aplica;No Aplica
SAPU SUR;Calama;Avenida;538;Bernardo O'Higgins;55 2654400;SI;Urgencia Ambulatoria (SAPU);Corto
Centro Médico y Dental MegaSalud Calama;Calama;Avenida;1474;Granaderos;552312103;NO;No Aplica;No Aplica
Laboratorio Clínico Diagnolab;Calama;Calle;1474;Granaderos;552455600;NO;No Aplica;No Aplica
Vacunatorio InmunoSalud Ltda;Calama;Calle;2188;Cobija, Oficina 402;968956424;NO;No Aplica;No Aplica
Vacunatorio Sociedad de Enfermería Asistencial E.I.R.L;Calama;Calle;2188;Cobija, Oficina 501;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Salumed;Calama;Calle;2188;Cobija;552833235;NO;No Aplica;No Aplica
Centro de Salud Aidoret Caro;Calama;Calle;2188;Cobija;552346945;NO;No Aplica;No Aplica
CSI AYLLU CALAMA SPA;Calama;Calle;2188;COBIJA 2188, OFICINA 402;975153970;NO;No Aplica;No Aplica
Laboratorio Tecmed Ltda.;Calama;Calle;2191;Cobija;552345680;NO;No Aplica;No Aplica
Vacunatorio y Sala de Procedimientos Daniela Alvarez;Calama;Calle;2191;Cobija, Oficina 302;87611957;NO;No Aplica;No Aplica
Centro de Salud Victoria Saravia Crespo;Calama;Calle;2141;Cobija;552311388;NO;No Aplica;No Aplica
Laboratorio Diagnos;Calama;Calle;1974;Vicuña Mackenna;552531452;NO;No Aplica;No Aplica
Vacunatorio y Sala de Procedimientos Margaret Meneses Meneses;Calama;Calle;1974;Vicuña Mackenna, Piso 2º, Ofinas 9, 11 y 12;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Calama;Calama;Calle;1961;Eleuterio Ramírez;27638962 - 999495538;NO;No Aplica;No Aplica
Servicio Médico Legal Calama;Calama;Calle;3759;Carlos Cisternas;(55)310695;NO;No Aplica;No Aplica
Laboratorio Clínico COMDES;Calama;Calle;1850;Bañados Espinoza;552654420;NO;No Aplica;No Aplica
Centro de Salud Familiar Central de Calama;Calama;Calle;S/N;Félix Hoyos;552656050;NO;No Aplica;No Aplica
Laboratorio Clínico Calama;Calama;Calle;2312;Madame Curie;552344799;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Alemania;Calama;Calle;3076;Chacabuco;Pendiente;NO;No Aplica;No Aplica
COSAM Calama;Calama;Avenida;2610;Argentina;552654015;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Oasis;Calama;Avenida;3780;Vasco de Gama, Población Nueva Alemania;552557310;NO;No Aplica;No Aplica
Centro de Salud Familiar Alemania de Calama;Calama;Calle;2611;Colonia;552656891;NO;No Aplica;No Aplica
SAR Alemania;Calama;Calle;2624;Frei Bonn;556100;SI;Urgencia ambulatoria (SAR);No Aplica
Hospital del Cobre Salvador Allende;Calama;Avenida;689;Chorrillos;552320112;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio High Clinic;Calama;Calle;2683;Granaderos;552941647;NO;No Aplica;No Aplica
Consultorio Prefectura de El Loa;Calama;Calle;922;Chorrillos;552755125;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Calama;Calama;Avenida;2851;Granaderos;552893552;NO;No Aplica;No Aplica
Clínica Andes Salud El Loa;Calama;Calle;2924;Granaderos;552363737;SI;Urgencia Hospitalaria (UEH);No Aplica
Policíinico Asociación Chilena de Seguridad AChS Calama;Calama;Calle;2924;Granaderos;Pendiente;NO;No Aplica;No Aplica
Instituto Teletón Calama;Calama;Calle;3551;Teniente Merino;552695400;NO;No Aplica;No Aplica
Laboratorio Clínico Blanco;Calama;Avenida;3251;Granaderos;552344584;NO;No Aplica;No Aplica
Hospital Dr. Carlos Cisternas (Calama);Calama;Avenida;1490;Almirante Grau;552655700;SI;Urgencia Hospitalaria (UEH);No Aplica
SAPU Norponiente;Calama;Avenida;3825;Luis Emilio Recabarren;55 2654449;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Montt;Calama;Avenida;3968;Granaderos;552656650;NO;No Aplica;No Aplica
Centro de Diálisis Calama;Calama;Calle;1825;Carcote;552833148;NO;No Aplica;No Aplica
Clínica Mutual de Seguridad CChC de Calama;Calama;Avenida;1813;Central Sur;552332309;NO;No Aplica;No Aplica
Corpus Salud Laboral Ltda.;Calama;Avenida;1913;Avda Central Sur N° 1913, Villa Ayquina;552531440;NO;No Aplica;No Aplica
Centro de Salud Familiar Norponiente;Calama;Calle;3825;Luis Emilio Recabarren;552654441;NO;No Aplica;No Aplica
Centro de Diálisis Renacer;Calama;Calle;1917;Punta de Rieles;552546708;NO;No Aplica;No Aplica
Posta de Salud Rural Chiu-Chiu;Calama;Calle;S/N;Esmeralda;Pendiente;NO;No Aplica;No Aplica
Hospital Cruz del Norte;Maria Elena;Calle;S/N;Osorno;552413700;NO;No Aplica;No Aplica
Centro de Salud Familiar María Elena;Maria Elena;Calle;S/N;Diego de Almagro;552265332;NO;No Aplica;No Aplica
SUR María Elena;Maria Elena;Calle;S/N;Diego de Almagro;552265332;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Caspana;Calama;Calle;S/N;Sector de Caspana;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ayquina;Calama;Calle;321;San Roque;Pendiente;NO;No Aplica;No Aplica
Clínica Mutual de Seguridad CChC Tocopilla;Tocopilla;Calle;1201;21 de Mayo;552811140;NO;No Aplica;No Aplica
Policlínico Asociación Chilena de Seguridad AChS Tocopilla;Tocopilla;Calle;1198;Arturo Prat;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Marcos Macuada (Tocopilla);Tocopilla;Calle;S/N;Santa Rosa;552654560;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural Quillagua (María Elena);Maria Elena;Calle;S/N;El Loa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Ollagüe;Ollagüe;Calle;S/N;Héroes de la Concepción;Pendiente;NO;No Aplica;No Aplica
Laboratorio Norte Grande Salud;Antofagasta;Calle;2030;Juan Jose Latorre;56 9 54015208;NO;No Aplica;No Aplica
Laboratorio VITAL LAB;Antofagasta;Calle;738;21 de Mayo;964146372;NO;No Aplica;No Aplica
UC Christus Servicios Clinicos Spa;Calama;Avenida;3242;Balmaceda (local A-108);9-56287930;NO;No Aplica;No Aplica
Workmed Salud Ocupacional;Antofagasta;Calle;2361;Almirante Juan José Latorre 2361;56961206925;NO;No Aplica;No Aplica
Workmed Calama 1;Calama;Avenida;2134;Ecuador;56233296798;NO;No Aplica;No Aplica
Workmed Calama 2;Calama;Avenida;1819;Avda Vicuña Mackenna;56233296798;NO;No Aplica;No Aplica
MEDILAB DEL NORTE LTDA;Calama;Calle;3703;Riquelme;552541452;NO;No Aplica;No Aplica
UNO Salud DENTAL ANTOFAGASTA LA PORTADA;Antofagasta;Avenida;10578;Pedro Aguirre Cerda;2 2763 4497;NO;No Aplica;No Aplica
Preomed Salud Integral;Antofagasta;Calle;9078;Las Bandurrias;55 2 944158;NO;No Aplica;No Aplica
Vacunatorio Internacional Integral Salud;Calama;Avenida;1750;Balmaceda;Pendiente;NO;No Aplica;No Aplica
Clínica de Heridas;Antofagasta;Calle;1836;Manuel Antonio Matta Local 3-4;552425152-552425155-994794076;NO;No Aplica;No Aplica
Posta Rural Tomislav Oscoic;Mejillones;Calle;S/N;Carolina de Michilla S/N;Pendiente;NO;No Aplica;No Aplica
Vacunatorio Sol;Calama;Avenida;1750;Balmaceda 1750, oficina 607;552553848;NO;No Aplica;No Aplica
TECNOMEDICA LTDA;Antofagasta;Calle;1351;Eduardo Orchard;56999303133;NO;No Aplica;No Aplica
