Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
PRAIS (S.S. Iquique);Iquique;Calle;815;Aníbal Pinto;Pendiente;NO;No Aplica;No Aplica
PAME Hospital de Iquique;Iquique;Calle;502;Héroes de la Concepción;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Ernesto Torres Galdames (Iquique);Iquique;Calle;502;Héroes de la Concepción;572575861;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Odontológico Uno Salud Dental Iquique;Iquique;Calle;630;Serrano;227634497;NO;No Aplica;No Aplica
COSAM Dr. Jorge Seguel Cáceres;Iquique;Calle;493;Serrano;572613668;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Iquique;Iquique;Calle;385;San Martín;572425174;NO;No Aplica;No Aplica
Centro de Atención Instituto de Seguridad del Trabajador Iquique;Iquique;Calle;261;Patricio Lynch;572425667;NO;No Aplica;No Aplica
Clinicum Laboratorio Automatizado Ltda.;Iquique;Calle;731;Esmeralda;572496331;NO;No Aplica;No Aplica
Policlínico Centro de Cumplimiento Penitenciario Iquique;Iquique;Calle;S/N;Estación;572407900;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Cerro Esmeralda;Iquique;Calle;S/N;Ferrocarril;Pendiente;NO;No Aplica;No Aplica
SAPU Cirujano Videla;Iquique;Calle;S/N;Obispo Labbé;572329704;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Cirujano Videla;Iquique;Calle;S/N;Obispo Labbé;800500107;NO;No Aplica;No Aplica
Policlínico De La Compañía Minera Cerro Colorado S.A.;Pozo Almonte;Calle;S/N;Camino a Mamiña, campamento minero Cerro Colorado;572404200-934319555;NO;No Aplica;No Aplica
Posta de Salud Rural Mamiña;Pozo Almonte;Calle;S/N;Santa Rosa;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Amador Neghme Rodríguez;Huara;Calle;S/N;Eleuterio Ramírez;Pendiente;NO;No Aplica;No Aplica
SAPU Huara;Huara;Calle;S/N;Ramírez;572751590;SI;Urgencia Ambulatoria (SAPU);Corto
SUR Tarapacá;Huara;Calle;S/N;Caserío de Tarapacá;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Tarapacá;Huara;Calle;S/N;Caserío de Tarapacá;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pachica;Huara;Avenida;S/N;Comercio, esquina 18 de septiembre;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cancosa;Pica;Calle;S/N;Caserío de Cancosa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Sibaya;Huara;Calle;S/N;Caserío de Sibaya;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Pisagua;Huara;Avenida;S/N;Arturo Prat;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Chiapa;Huara;Calle;S/N;Caserío de Chiapa;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Cariquima;Colchane;Calle;S/N;Sector de Cariquima;Pendiente;NO;No Aplica;No Aplica
SUR Cariquima;Colchane;Calle;S/N;Sector de Cariquima;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Posta de Salud Rural Moquella;Camiña;Calle;S/N;Caserío de Moquella;Pendiente;NO;No Aplica;No Aplica
CEAR Camiña;Camiña;Calle;S/N;Arturo Prat;958143226;SI;Ambulatoria CEAR;No Aplica
Centro de Salud Familiar Camiña;Camiña;Calle;S/N;Caserío de Camiña;Pendiente;NO;No Aplica;No Aplica
SUR Camiña;Camiña;Calle;S/N;Caserío de Camiña;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
SUR Colchane;Colchane;Calle;S/N;Sector de Colchane;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
CEAR Colchane;Colchane;Avenida;S/N;Teniente González;932509291;SI;Ambulatoria CEAR;No Aplica
Centro de Salud Familiar Colchane;Colchane;Calle;S/N;Sector de Colchane;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Enquelga;Colchane;Calle;S/N;Sector Enquelga;Pendiente;NO;No Aplica;No Aplica
Unidad de Vacunación Móvil de Tarapacá;Iquique;No Aplica;No Aplica;No Aplica;Pendiente;NO;No Aplica;No Aplica
SAR Pozo Almonte;Pozo Almonte;Calle;156;Caliche;572405180;SI;Urgencia Ambulatoria (SAPU);Pendiente
SAPU Dr. Héctor Reyno Gutiérrez;Alto Hospicio;Calle;3080;Naciones Unidas;Pendiente;SI;Urgencia Ambulatoria (SAPU);Corto
Hospital de Día Infanto-Adolescente (HDIA);Iquique;Calle;1469;Hernán Fuenzalida;Pendiente;NO;No Aplica;No Aplica
LABORATORIO CLINICO ATMEDIC LTDA;Iquique;Avenida;1350;Héroes de la Concepción;56 9 4261 9867;NO;No Aplica;No Aplica
LABORATORIO CLÍNICO BAESCO;Iquique;Calle;777;Ernesto Riquelme;57 2 723594;NO;No Aplica;No Aplica
CENTROS MÉDICOS JENNER;Iquique;Calle;3432;Salvador Allende;(57) 226 2775;NO;No Aplica;No Aplica
SPA;;;;;;;;
Hospital de Alto Hospicio;Alto Hospicio;Calle;3240;Alemania 3240;572539064;Pendiente;Pendiente;No Aplica
