Nombre Oficial;Comuna;Vía;Número;Dirección;Teléfono;Tiene Servicio de Urgencia;Tipo de Urgencia;Tipo de SAPU
Servicio Médico Legal San Antonio;San Antonio;Calle;1823;Mercedes Norte, Tejas verdes Lolleo, San Antonio;(35)2293915/9-99972009;NO;No Aplica;No Aplica
;;;;Tanatología: Lucía Subercaseaux 185 patio de ambulancia Hospital Claudio Vicuña de San Antonio;;;;
SAR Nestor Fernández Thomas;San Antonio;Avenida;1053;José Miguel Carrera;800500505;SI;Urgencia Ambulatoria (SAR);No Aplica
Centro de Salud Familiar Néstor Fernández Thomas;San Antonio;Calle;1015;José Miguel Carrera;800500505;NO;No Aplica;No Aplica
Centro de Salud Familiar Barrancas;San Antonio;Calle;2370;Barros Luco;800500520;NO;No Aplica;No Aplica
SAPU Barrancas;San Antonio;Avenida;2347;Barros Luco;352206628;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Diálisis Diamar Ltda.;San Antonio;Calle;2225;San Fuentes;Pendiente;NO;No Aplica;No Aplica
Consultorio Prefectura de Carabineros San Antonio;San Antonio;Avenida;1285;La Marina;352535018;NO;No Aplica;No Aplica
Centro de Salud Familiar 30 de Marzo;San Antonio;Calle;1700;Brockman;800500519;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS. Agencia San Antonio;San Antonio;Calle;1575;Barros Luco;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de San Antonio;San Antonio;Calle;1060;Independencia;352283115;NO;No Aplica;No Aplica
Centro de Salud Familiar San Antonio;San Antonio;Calle;116;Lucía Subercaseux;800500521;NO;No Aplica;No Aplica
Hospital Claudio Vicuña ( San Antonio);San Antonio;Calle;945;Carmen Guerrero;322212244;SI;Urgencia Hospitalaria (UEH);No Aplica
Clínica Intermedical;San Antonio;Calle;246;Luis Reuss, piso 1;322400101;NO;No Aplica;No Aplica
Clínica San Julián;San Antonio;Calle;460;21 de Mayo;352587951;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Asociación Triomar;San Antonio;Calle;228;Gregorio Mira;352280201;NO;No Aplica;No Aplica
Clínica San Antonio;San Antonio;Calle;163;Lauro Barros;352213686;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Cerro Alegre;San Antonio;Calle;583;Agustín Kropp;352219377;NO;No Aplica;No Aplica
SAPU Diputado Manuel Bustos Huerta;San Antonio;Calle;1150;Alcalde Reinaldo Barahona;352219562;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Diputado Manuel Bustos Huerta;San Antonio;Avenida;1150;Reinaldo Barahona;342423061;NO;No Aplica;No Aplica
SAPU Cartagena;Cartagena;Calle;665;Crescente Errázuriz;322200300;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Cartagena;Cartagena;Calle;665;Crescente Errázuriz;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural El Turco;Cartagena;Calle;S/N;Caserío El Turco;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Lo Zárate;Cartagena;Calle;S/N;Caserío Lo Zárate;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar San Sebastian;Cartagena;Avenida;124;Central, San Sebastian;988992341;NO;No Aplica;No Aplica
Posta de Salud Rural Lo Abarca;Cartagena;Calle;S/N;Aldea Lo Abarca;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Las Cruces (El Tabo);El Tabo;Calle;174;Lincoln;442351350;NO;No Aplica;No Aplica
Centro de Salud Familiar El Tabo;El Tabo;Avenida;729;San Marcos;352461594;NO;No Aplica;No Aplica
SUR El Tabo;El Tabo;Avenida;729;San Marcos;352461594;SI;Urgencia Ambulatoria (SUR);No Aplica
SAPU El Tabo;El Tabo;Avenida;729;San Marcos;352461594;SI;Urgencia Ambulatoria (SAPU);Verano
CEAR El Tabo;El Tabo;Avenida;729;San Marcos;442351300;SI;Ambulatoria CEAR;No Aplica
Posta de Salud Rural Lagunillas;Casablanca;Calle;S/N;Rojas Montt;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Isla Negra;El Quisco;Calle;4100;Isidoro Dubournais;352469646;NO;No Aplica;No Aplica
Posta de Salud Rural Los Maitenes;Casablanca;Calle;S/N;Caserío Los Maitenes;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar El Quisco;El Quisco;Calle;250;Isidoro Dubornais;352471147;NO;No Aplica;No Aplica
SUR El Quisco;El Quisco;Calle;250;Isidoro Dubornais;352471147;SI;Urgencia Ambulatoria (SUR);No Aplica
SAPU El Quisco;El Quisco;Avenida;250;Isidoro Dubournais;352471147;SI;Urgencia Ambulatoria (SAPU);Verano
SAPU Algarrobo;Algarrobo;Calle;2249;El Retamo;352200507;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Algarrobo;Algarrobo;Calle;2249;El Retamo;800500550;NO;No Aplica;No Aplica
Centro Odontológico Casablanca;Casablanca;Calle;261;Chacabuco, Piso 2;322743332;NO;No Aplica;No Aplica
Hospital San José (Casablanca);Casablanca;Calle;124;Yungay;322577100;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud ASAD;Casablanca;Calle;392;Oscar Bonilla;322741870;NO;No Aplica;No Aplica
Posta de Salud Rural El Yeco;Algarrobo;Calle;170;Manuel Rodríguez;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Compañía Chilena de Tabacos;Casablanca;Calle;S/N;Ruta 68;224646530;NO;No Aplica;No Aplica
Posta de Salud Rural San José (Algarrobo);Algarrobo;Calle;S/N;Caserío Camino a San José;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Las Dichas;Casablanca;Avenida;S/N;Almirante Latorre;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Quintay;Casablanca;Calle;S/N;Caleta Quintay;Pendiente;NO;No Aplica;No Aplica
Posta de Salud Rural Colliguay;Quilpue;Calle;S/N;Aldea Colliguay;322721502;NO;No Aplica;No Aplica
SAPU Placilla;Valparaíso;Avenida;S/N;Octava;322136133;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Placilla;Valparaíso;Avenida;S/N;Central;800500510;NO;No Aplica;No Aplica
SUR Laguna Verde;Valparaíso;Calle;S/N;Galvarino;Pendiente;SI;Urgencia Ambulatoria (SUR);No Aplica
Centro Comunitario de Salud Familiar Laguna Verde;Valparaíso;Calle;S/N;Galvarino;322135048;NO;No Aplica;No Aplica
Centro de Salud Familiar Alcalde Iván Manríquez;Quilpue;Calle;2949;Quinchamalí;322333819;NO;No Aplica;No Aplica
Complejo Penitenciario;Valparaíso;Calle;665;La Pólvora;322279150;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Juan Pablo II de Rodelillo;Valparaíso;Calle;542;Juan Pablo II;322136370;NO;No Aplica;No Aplica
SAPU Reina Isabel II;Valparaíso;Avenida;1926;Washington;322136700;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Reina Isabel II;Valparaíso;Avenida;1926;Washington;800500512;NO;No Aplica;No Aplica
SAPU El Belloto Sur;Quilpue;Calle;S/N;Troncos Viejos;322722682;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar El Belloto;Quilpue;Calle;S/N;Troncos Viejos;322928691;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Las Palmas;Viña del Mar;Calle;185;Río Toltén;328872241;NO;No Aplica;No Aplica
Centro de Salud Familiar Las Cañas;Valparaíso;Calle;S/N;Los Alerces;800500511;NO;No Aplica;No Aplica
Centro de Salud Familiar Puertas Negras;Valparaíso;Calle;S/N;Montedónico;800500514;NO;No Aplica;No Aplica
Centro de Salud Familiar Padre Damián Molokai;Valparaíso;Calle;2055;Cabritería Norte;800500518;NO;No Aplica;No Aplica
Centro de Salud Familiar Eduardo Frei Montalva;Villa Alemana;Calle;S/N;Rivadavia;800500531;NO;No Aplica;No Aplica
SAPU Eduardo Frei Montalva;Villa Alemana;Calle;S/N;Rivadavia;323243511;SI;Urgencia Ambulatoria (SAPU);Corto
Hospital Dr. Eduardo Pereira Ramírez (Valparaíso);Valparaíso;Calle;S/N;Ibsen;322577310;NO;No Aplica;No Aplica
Centro de Salud Familiar San José de Rodelillo;Valparaíso;Pasaje;4350;La Merced;800500517;NO;No Aplica;No Aplica
Centro de Salud Familiar Juan Bautista Bravo Vega;Villa Alemana;Calle;750;Las Araucarias;322941176;NO;No Aplica;No Aplica
Centro CONIN Valparaíso;Valparaíso;Calle;S/N;Ferrari;322250163;NO;No Aplica;No Aplica
Centro de Salud Familiar Pompeya;Quilpue;Calle;S/N;Sector Pompeya;322923617;NO;No Aplica;No Aplica
SAPU Pompeya;Quilpue;Calle;S/N;Sector Pompeya;322923617;SI;Urgencia Ambulatoria (SAPU);Corto
Posta de Salud Rural Quebrada Alvarado;Olmué;Calle;S/N;Aldea Quebrada Alvarado;Pendiente;NO;No Aplica;No Aplica
Laboratorio clínico Corporación Municipal de Valparaíso;Valparaíso;Calle;32;Washington;32-2135130;NO;No Aplica;No Aplica
Centro de Referencia Odontológico Simón Bolívar;Viña del Mar;Calle;1621;Limache;322571860;NO;No Aplica;No Aplica
Centro de Salud Familiar Jean y Marie Thierry;Valparaíso;Calle;985;Blas Cuevas;322571650;NO;No Aplica;No Aplica
Centro de Sangre y Tejidos IV y V Región;Valparaíso;Calle;985;Blas Cuevas;322257660;NO;No Aplica;No Aplica
Servicio Médico Legal Valparaíso;Valparaíso;Calle;954;Orella;(32)2217023/9-99970948;NO;No Aplica;No Aplica
Laboratorio Docencia e Investigación Científica (Universidad de Valparaíso);Valparaíso;Calle;2653;Hontaneda;322507300;NO;No Aplica;No Aplica
Hospital de Quilpué;Quilpue;Calle;1270;San Martín;322759010-322759099-322759057;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Familiar Quilpué;Quilpue;Calle;1490;Covadonga;322721502;NO;No Aplica;No Aplica
Hospital Carlos Van Buren (Valparaíso);Valparaíso;Calle;725;San Ignacio;322204000;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud ASOMEL;Valparaíso;Calle;2020;Colón;322217194;NO;No Aplica;No Aplica
SAR Plan de Valparaíso;Valparaíso;Avenida;1970;Colon;322571731;SI;Urgencia ambulatoria (SAR);No Aplica
Centro de Salud Familiar Marcelo Mena;Valparaíso;Avenida;5360;Alemania;800500512;NO;No Aplica;No Aplica
SAPU Marcelo Mena;Valparaíso;Avenida;5360;Alemania;322250228;SI;Urgencia Ambulatoria (SAPU);Corto
Clínica Los Carrera;Quilpué;Calle;958;Caupolicán;322539800;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Médico CENTROMED;Quilpué;Avenida;606;Los Carrera;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Nueva Aurora;Viña del Mar;Calle;S/N;Agua Santa;322611419;NO;No Aplica;No Aplica
SAPU Nueva Aurora;Viña del Mar;Calle;S/N;Agua Santa;322611419;SI;Urgencia Ambulatoria (SAPU);Largo
Centro Médico del Niño y Adolescente de Valparaíso;Valparaíso;Calle;660;Edwards;322501630;NO;No Aplica;No Aplica
Laboratorio Clínico INSI S. A.;Quilpué;Calle;874;Vicuña Mackenna, local 2-3 y of. 212-213;322917988 - 322918037;NO;No Aplica;No Aplica
Centro Dental Árabe Miguel Jahiatt;Valparaíso;Avenida;2743;Pedro Montt;322251744;NO;No Aplica;No Aplica
MegaSalud S.A. Centro Médico y Dental Quilpué;Quilpué;Calle;843;Aníbal Pinto;322830516;NO;No Aplica;No Aplica
SAPU Las Torres;Viña del Mar;Avenida;S/N;Pakarati;800500870;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Las Torres;Viña del Mar;Avenida;S/N;Pakarati;800500870;NO;No Aplica;No Aplica
Unidad Oftalmológica Móvil;Valparaíso;Avenida;1435;Brasil;996320083;NO;No Aplica;No Aplica
Policlínico (Dirección de Servicios Estudiantiles Universidad Católica);Valparaíso;Calle;2872;Yungay;322274100;NO;No Aplica;No Aplica
Clínica Dental (Dirección Servicios Estudiantiles Universidad Católica);Valparaíso;Calle;2872;Yungay;322274100;NO;No Aplica;No Aplica
Centro de Salud Familiar Placeres;Valparaíso;Calle;S/N;Colo Colo;800500513;NO;No Aplica;No Aplica
SAPU Placeres;Valparaíso;Calle;S/N;Manuel Casanova;322136502;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Atención CENCLIVAL;Valparaíso;Calle;1443;Condell;322217349;NO;No Aplica;No Aplica
Laboratorio SEDELIS;Valparaíso;Calle;1443;Condell;322225639;NO;No Aplica;No Aplica
Laboratorio Clínico Servicios Médicos Valparaíso E.I.R.L;Valparaíso;Calle;1443;Condell;Pendiente;NO;No Aplica;No Aplica
Centro de Atención Primaria de Salud Naval (Villa Alemana);Villa Alemana;Avenida;1795;Valparaíso;322294100;NO;No Aplica;No Aplica
Instituto Teletón Valparaíso;Valparaíso;Avenida;259;Francia;322324400;NO;No Aplica;No Aplica
Clínica Valparaíso;Valparaíso;Avenida;2350;Brasil;322268100;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Médico y Dental Valparaíso Capredena;Valparaíso;Avenida;1930;Brasil;322455300;NO;No Aplica;No Aplica
Laboratorio Clínico Valparaíso Ltda.;Valparaíso;Avenida;2222;Brasil, Local 1, Piso 1;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Diagnostico Clinilab;Villa Alemana;Avenida;645;Valparaíso;322951912;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Villa Alemana;Villa Alemana;Avenida;945;Valparaíso;Pendiente;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS. Agencia Valparaíso;Valparaíso;Calle;150;Edwards;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Triple. Pat. PW4101 (Valparaíso);Valparaíso;Avenida;1435;Brasil;322265100;NO;No Aplica;No Aplica
Clínica Dental Móvil Pat. EZE-031 (Valparaíso);Valparaíso;Avenida;1435;Brasil;322576623;NO;No Aplica;No Aplica
Clínica Dental Móvil Pat. EZE-032 (Valparaíso);Valparaíso;Avenida;1435;Brasil;322576623;NO;No Aplica;No Aplica
Unidad de Salud Funcionario S.S Valparaíso San Antonio;Valparaíso;Avenida;1435;Brasil;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valparaíso;Valparaíso;Avenida;1435;Brasil;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Valparaíso San Antonio);Valparaíso;Avenida;1435;Brasil;Pendiente;NO;No Aplica;No Aplica
Vacunatorio SEREMI de Salud de Valparaíso;Valparaíso;Avenida;1435;Brasil;322576716;NO;No Aplica;No Aplica
Centro de Referencia de Salud Odontológica;Valparaíso;Calle;1435;Brasil;322257659;NO;No Aplica;No Aplica
COSAM Domingo Asún Salazar;Valparaíso;Calle;1231;Condell;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Erna Moraga Romero;Valparaíso;Calle;1217;Condell, Deptos. 201 y 302;322256546 - 322457018;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Valparaíso;Valparaíso;Calle;1914;Errázuriz;322224782;NO;No Aplica;No Aplica
Laboratorio Diagnóstico e Imagenológico;Valparaíso;Calle;1190;Condell;322213750;NO;No Aplica;No Aplica
Clínica de la Agrupación Médica Americana;Valparaíso;Calle;1190;Condell;322217477;NO;No Aplica;No Aplica
Laboratorio Fadda Ltda.;Valparaíso;Calle;33;Cumming;322257878;NO;No Aplica;No Aplica
Centro de Salud Familiar Villa Alemana;Villa Alemana;Avenida;32;Quinta;322952487;NO;No Aplica;No Aplica
Centro de Salud Familiar Cordillera;Valparaíso;Calle;656;Castillo;800500508;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Valparaíso;Valparaíso;Calle;1297;Blanco, Piso 1 y 2;Pendiente;NO;No Aplica;No Aplica
Policlínico Instituto de Seguridad del Trabajo de Quilpué;Quilpué;Calle;411;San Martín;322922363;NO;No Aplica;No Aplica
Laboratorio Hematológico;Valparaíso;Calle;1215;Blanco;322255116;NO;No Aplica;No Aplica
Centro Médico y Dental MegaSalud Valparaíso;Valparaíso;Avenida;1;Argentina;Pendiente;NO;No Aplica;No Aplica
SAPU Quebrada Verde;Valparaíso;Calle;1405;Quebrada Verde;322136200;SI;Urgencia Ambulatoria (SAPU);Largo
Centro de Salud Familiar Quebrada Verde;Valparaíso;Calle;1405;Quebrada Verde;322571503;NO;No Aplica;No Aplica
SAPU Aviador Acevedo;Quilpue;Calle;S/N;Sector Aviador Acevedo S/N;322722154;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Aviador Acevedo;Quilpue;Calle;S/N;Sector Aviador Acevedo;322722154;NO;No Aplica;No Aplica
Centro de Salud Familiar Plaza Justicia;Valparaíso;Calle;99;Plaza Justicia;800500523;NO;No Aplica;No Aplica
Centro de Salud Familiar Barón;Valparaíso;Calle;661;Blanco Viel;800500507;NO;No Aplica;No Aplica
Centro de Salud Familiar Brígida Zavala;Viña del Mar;Calle;1794;Blanca Vergara;322581776;NO;No Aplica;No Aplica
Hospital Juana Ross de Edwards (Peñablanca, Villa Alemana);Villa Alemana;Calle;660;Sargento Aldea;322759542;SI;Urgencia Hospitalaria (UEH);No Aplica
Posta de Salud Rural La Vega (Olmué);Olmué;Calle;S/N;Sector La Vega;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Las Américas;Villa Alemana;Calle;2484;Pedro Victor Contreras N°2484;323321340;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar El Retiro;Quilpue;Avenida;607;El Retiro;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Porvenir Bajo;Valparaíso;Calle;S/N;Contulmo;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Esperanza;Valparaíso;Calle;7;Galvarino;800500509;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Hermosa;Viña del Mar;Avenida;850;Alemania;Pendiente;NO;No Aplica;No Aplica
Centro de Salud Familiar Dr. Juan Carlos Baeza;Viña del Mar;Avenida;350;Tamarugal;800500740;NO;No Aplica;No Aplica
Centro de Salud Familiar Marco Maldonado;Viña del Mar;Calle;1682;Álvarez;322272361;NO;No Aplica;No Aplica
Clínica Dental Móvil Triple. Pat. PW4102 (Viña del Mar );Viña del Mar;Calle;1600;Álvarez;Pendiente;NO;No Aplica;No Aplica
Hospital Dr. Gustavo Fricke (Viña del Mar);Viña del Mar;Calle;1532;Álvarez;322577571;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital Clínico Viña del Mar;Viña del Mar;Calle;1741;Limache;322323800;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital Niños y Cunas;Viña del Mar;Calle;1667;Limache;322385000;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro de Salud Mutual CChC Viña del Mar;Viña del Mar;Calle;1300;Limache;322689101;NO;No Aplica;No Aplica
Centro de Salud Familiar Lusitania;Viña del Mar;Calle;101;García Lorca;322272342;NO;No Aplica;No Aplica
Clínica Miraflores;Viña del Mar;Calle;276;Los Fresnos;322389900;SI;Urgencia Hospitalaria (UEH);No Aplica
Centro Traumatológico Viña del Mar;Viña del Mar;Calle;662;Alvarez;322484858 - 322698556;NO;No Aplica;No Aplica
Instituto de Seguridad del Trabajo;Viña del Mar;Calle;662;Álvarez;322262126;NO;No Aplica;No Aplica
Unidad de Salud FuncionarioS.S Viña del Mar Quillota;Viña del Mar;Avenida;392;Von Schroeders;Pendiente;NO;No Aplica;No Aplica
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Viña del Mar;Viña del Mar;Avenida;392;Von Schroeders;Pendiente;NO;No Aplica;No Aplica
PRAIS (S.S Viña del Mar Quillota);Viña del Mar;Avenida;392;Von Schroeders;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Viña del Mar Dos;Viña del Mar;Avenida;1070;Valparaíso, Local 102-2004;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Cemeval;Viña del Mar;Avenida;694;Valparaíso, Of. 107 y 114;322684687;NO;No Aplica;No Aplica
Centro de Atención Primaria de Salud Naval (Valparaíso);Valparaíso;Calle;464;General del Canto;322529426;NO;No Aplica;No Aplica
Laboratorio Clínico Diagnostika Alemana;Viña del Mar;Calle;180;Villanelo, Of. 302;322680750 - 322884274;NO;No Aplica;No Aplica
Laboratorio Médico Canales Escartín Ltda.;Viña del Mar;Calle;440;Arlegui, Oficina 613;322217093;NO;No Aplica;No Aplica
Laboratorio Clínico Cheul Etcheverry;Viña del Mar;Calle;440;Arlegui, Of. 218;322714189;NO;No Aplica;No Aplica
Posta de Salud Rural Las Palmas;Olmué;Calle;S/N;Caserío Las Palmas;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Diagnomed Ltda.;Viña del Mar;Calle;60;Traslaviña Of. 301;323184625;NO;No Aplica;No Aplica
Hospital Del Salvador de Valparaíso;Valparaíso;Calle;200;Subida Carvallo;322281012;NO;No Aplica;No Aplica
Laboratorio Toxicología Humana y Ambiental (Universidad de Playa Ancha);Valparaíso;Calle;270;Subida Carvallo;322347688;NO;No Aplica;No Aplica
Centro de Resolución de Especialidades Ambulatorias (CREA);Viña del Mar;Calle;561;2 Norte;322272318;NO;No Aplica;No Aplica
SAPU Miraflores (Viña del Mar);Viña del Mar;Avenida;S/N;Frei;322647890;SI;Urgencia Ambulatoria (SAPU);Largo
MegaSalud S.A. Centro Médico y Dental Viña del Mar;Viña del Mar;Calle;464;3 Norte;323241445;NO;No Aplica;No Aplica
Centro de Salud Familiar Miraflores;Viña del Mar;Avenida;S/N;Frei;322647890;NO;No Aplica;No Aplica
Centro Médico y Dental Carabineros V Zona de Valparaíso;Viña del Mar;Calle;261;3 Poniente;323132471;NO;No Aplica;No Aplica
Vacunatorio Caledonian;Viña del Mar;Calle;901;5 Norte;Pendiente;NO;No Aplica;No Aplica
Centro Médico CENTROMED;Viña del Mar;Calle;332;4 Poniente;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico IDU Solaris;Viña del Mar;Calle;774;6 Norte;322380155;NO;No Aplica;No Aplica
Policlínico de la Asociación Chilena de Seguridad AChS. Agencia Viña del Mar;Viña del Mar;Calle;550;7 Norte;Pendiente;NO;No Aplica;No Aplica
Laboratorio Clínico Bionet S.A. - Viña del Mar;Viña del Mar;Calle;530;7 Norte;322978830;NO;No Aplica;No Aplica
Laboratorio Clínico Aclin Ltda.;Viña del Mar;Calle;795;9 Norte;322699605;NO;No Aplica;No Aplica
Centro de Salud Familiar Limache Viejo;Limache;Calle;511;Andrés Bello;332294900;NO;No Aplica;No Aplica
"Centro Comunitario de Salud Familiar Achupallas ""Sergio Donoso""";Viña del Mar;Calle;S/N;Anita Lizana;322272336;NO;No Aplica;No Aplica
Vacunatorio Estudio Pediátrico Integral;Viña del Mar;Avenida;1133;Libertad;Pendiente;NO;No Aplica;No Aplica
Centro Odontológico Uno Salud Dental Viña del Mar;Viña del Mar;Calle;798;13 Norte, Edificio Jardín Oriente;Pendiente;NO;No Aplica;No Aplica
Integramédica Viña del Mar;Viña del Mar;Calle;853;13 Norte, Piso 4 - 5;229387150;NO;No Aplica;No Aplica
Clínica Ciudad del Mar (ex AvanSalud);Viña del Mar;Calle;635;13 Norte;322451002;SI;Urgencia Hospitalaria (UEH);No Aplica
Laboratorio Clínico Vida Integra;Viña del Mar;Calle;635;13 Norte;Pendiente;NO;No Aplica;No Aplica
MAS Salud Limitada;Viña del Mar;Calle;571;14 Norte;322696083;NO;No Aplica;No Aplica
Instituto Medico Infantil;Viña del Mar;Avenida;1406;Libertad of. 601, Edifico Torres Coraceros;322681260;NO;No Aplica;No Aplica
Centro de Salud Familiar Profesor Eugenio Cienfuegos;Viña del Mar;Calle;S/N;21 Norte;322780262;NO;No Aplica;No Aplica
COSAM Limache;Limache;Avenida;49;Palmira Romano Sur;Pendiente;NO;No Aplica;No Aplica
Clínica Dental Móvil Pat. KBKG-80 (Limache);Limache;Avenida;340;Palmira Romano Sur;Pendiente;NO;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Santa Julia;Viña del Mar;Calle;S/N;Paradero 1;322867233;NO;No Aplica;No Aplica
Centro de Atención Primaria de Salud Naval (Viña del Mar);Viña del Mar;Calle;S/N;Subida Alessandri;322573000;NO;No Aplica;No Aplica
Hospital Santo Tomás (Limache);Limache;Calle;S/N;Carelmapu;332293801;SI;Urgencia Hospitalaria (UEH);No Aplica
Hospital Modular de Campaña Hospital de Limache;Limache;Calle;57;Carelmapu;Pendiente;NO;No Aplica;No Aplica
Hospital Naval Almirante Neff;Viña del Mar;Calle;S/N;Subida Alessandri;322573047;SI;Urgencia Hospitalaria (UEH);No Aplica
Sanatorio Marítimo San Juan de Dios;Viña del Mar;Avenida;1355;San Martín;322460220;NO;No Aplica;No Aplica
SAPU  Manuel Lucero (Olmué);Olmué;Calle;2250;Lo Rojas;332441138;SI;Urgencia Ambulatoria (SAPU);Verano
Centro de Salud Familiar Manuel Lucero;Olmué;Calle;2250;Lo Rojas;332441138;NO;No Aplica;No Aplica
SAPU Reñaca Alto;Viña del Mar;Avenida;875;Quinta;322873368;SI;Urgencia Ambulatoria (SAPU);Corto
Centro de Salud Familiar Reñaca Alto Dr. Jorge Kaplan;Viña del Mar;Avenida;875;Quinta;322873368;NO;No Aplica;No Aplica
